,F-value,p-value
"Population ages 20-24, female (% of female population)",7.667205020982616,0.0066
"Population ages 20-24, male (% of male population)",15.25540313525634,0.00016
"Population ages 25-29, female (% of female population)",64.34173809062892,0.0
"Population ages 25-29, male (% of male population)",41.882487528686454,0.0
"Population ages 30-34, female (% of female population)",168.70890335379497,0.0
"Population ages 30-34, male (% of male population)",67.25144942701978,0.0
"Population ages 35-39, female (% of female population)",220.92437582005695,0.0
"Population ages 35-39, male (% of male population)",153.37023612511788,0.0
"Population ages 40-44, female (% of female population)",196.42906486902766,0.0
"Population ages 40-44, male (% of male population)",174.1961412260958,0.0
"Population ages 45-49, female (% of female population)",137.9973268801451,0.0
"Population ages 45-49, male (% of male population)",109.64415660762984,0.0
"Population ages 50-54, female (% of female population)",66.87503135497799,0.0
"Population ages 50-54, male (% of male population)",53.247425054973114,0.0
"Population ages 55-59, female (% of female population)",35.372204880453594,0.0
"Population ages 55-59, male (% of male population)",29.5727840285671,0.0
"Population ages 60-64, female (% of female population)",30.05119220682992,0.0
"Population ages 60-64, male (% of male population)",24.032744453007677,0.0
Population ages 65 and above (% of total),82.86978432528132,0.0
"Population ages 65 and above, female (% of total)",67.80462406235165,0.0
"Population ages 65 and above, male (% of total)",98.92626445414288,0.0
"Population ages 65-69, female (% of female population)",47.54142622905923,0.0
"Population ages 65-69, male (% of male population)",42.58474942160341,0.0
"Population ages 70-74, female (% of female population)",86.13911262340949,0.0
"Population ages 70-74, male (% of male population)",117.9472834638837,0.0
"Population ages 75-79, female (% of female population)",77.53784967975189,0.0
"Population ages 75-79, male (% of male population)",188.5650756635034,0.0
"Population ages 80 and older, female (% of female population)",56.652071271262464,0.0
"Population ages 80 and older, male (% of male population)",113.05226101673874,0.0
"Population ages10-14, male (% of male population)",148.09071613731334,0.0
Population growth (annual %),28.158133710933022,0.0
Pregnant women receiving prenatal care (%),9.17657431580227,0.00306
"Prevalence of HIV, female (% ages 15-24)",17.74979702327679,5e-05
"Prevalence of HIV, male (% ages 15-24)",17.74996409436186,5e-05
"Prevalence of HIV, total (% of population ages 15-49)",17.75118618574383,5e-05
Prevalence of anemia among children (% of children under 5),79.27722634683835,0.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),11.209957416893937,0.00111
Prevalence of anemia among women of reproductive age (% of women ages 15-49),11.433868049618185,0.001
"Primary completion rate, female (% of relevant age group)",9.901584302915388,0.00212
"Primary completion rate, male (% of relevant age group)",9.741569389496862,0.0023
"Primary completion rate, total (% of relevant age group)",7.496040671917448,0.00721
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),20.892649199516914,1e-05
Ratio of female to male youth unemployment rate (%) (national estimate),16.592924781332894,9e-05
Reported cases of malaria,8.328841825838179,0.0047
Rural population growth (annual %),88.91038620408311,0.0
"School enrollment, primary and secondary (gross), gender parity index (GPI)",53.422858176511,0.0
"School enrollment, secondary (% gross)",96.90828835220933,0.0
"School enrollment, secondary (gross), gender parity index (GPI)",71.28616177114709,0.0
"School enrollment, secondary, female (% gross)",66.84342222050341,0.0
"School enrollment, secondary, male (% gross)",70.0233359001539,0.0
"Secondary education, pupils (% female)",68.93597534042091,0.0
"Time-related underemployment, female (% of employment)",11.206588440728819,0.00112
"Time-related underemployment, male (% of employment)",11.206619995230037,0.00112
"Total debt service (% of exports of goods, services and primary income)",7.0449197936379715,0.00913
"Unemployment with advanced education, female (% of female labor force with advanced education)",11.205986561629638,0.00112
"Unemployment with advanced education, male (% of male labor force with advanced education)",11.20696989144638,0.00112
"Unemployment with basic education, female (% of female labor force with basic education)",11.206640214932769,0.00112
"Unemployment with basic education, male (% of male labor force with basic education)",11.206783404586563,0.00112
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",11.205249854103712,0.00112
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",11.206109811671443,0.00112
"Unemployment, male (% of male labor force)",27.70490419568236,0.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",27.70490419568236,0.0
"Unemployment, total (% of total labor force)",8.341061854058468,0.00467
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",16.324612667742247,0.0001
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",16.18362945720656,0.00011
Vitamin A supplementation coverage rate (% of children ages 6-59 months),25.880506205676703,0.0
Women's share of population ages 15+ living with HIV (%),18.02297865021462,5e-05
Years,10.884890344368005,0.00131
