,F-value,p-value
"Cost of business start-up procedures, male (% of GNI per capita)",1541.4354947582835,0.0
Country_code,1523.339500876875,0.0
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1509.4000045370162,0.0
"Employment to population ratio, 15+, female (%) (national estimate)",9.924443329329998,0.00407
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",1475.2583613437341,0.0
"Employment to population ratio, 15+, male (%) (national estimate)",9.92172637185982,0.00408
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1491.725431347162,0.0
"Employment to population ratio, 15+, total (%) (national estimate)",29.872333100125992,1e-05
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",1501.8312796874518,0.0
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",1464.6329737676267,0.0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",1483.5391224124533,0.0
"Expected years of schooling, female",11.619446747237728,0.00214
"Expected years of schooling, male",11.619410647713018,0.00214
External resources for health (% of total expenditure on health),85.60975012296966,0.0
Female population 05-09,36.51873814698574,0.0
Female population 10-14,166.18093891081023,0.0
Female population 15-19,402.86689381437213,0.0
Female population 20-24,153.71357375517454,0.0
Female population 25-29,85.38731290705337,0.0
Female population 30-34,107.97713345042271,0.0
Female population 35-39,187.82239962727124,0.0
Female population 40-44,454.68759937422345,0.0
Female population 45-49,871.4263314734835,0.0
Female population 50-54,776.4337725943301,0.0
Female population 55-59,1260.287323321296,0.0
Female population 60-64,319.0810239019408,0.0
Female population 65-69,414.9731065166368,0.0
Female population 70-74,1589.6856847686824,0.0
Female population 75-79,215.99481301312503,0.0
Female population 80+,263.3667106543185,0.0
GDP (current US$),121.16934933466793,0.0
GDP per capita (Current US$),110.3235244757671,0.0
GDP per person employed (constant 2011 PPP $),5434.189435852441,0.0
"GNI per capita, Atlas method (current US$)",213.61120658332098,0.0
"GNI per capita, PPP (current international $)",353.78631112110463,0.0
"GNI, Atlas method (current US$)",77.29323999354688,0.0
Health expenditure per capita (current US$),84.83822684731368,0.0
"Health expenditure per capita, PPP",85.37413469416407,0.0
"Health expenditure per capita, PPP (constant 2011 international $)",85.37413469416407,0.0
"Health expenditure, private (% of GDP)",85.78685151759841,0.0
"Health expenditure, private (% of total health expenditure)",85.58289903686261,0.0
"Health expenditure, public (% of GDP)",85.83355994609889,0.0
"Health expenditure, public (% of government expenditure)",85.85425593174824,0.0
"Health expenditure, public (% of total health expenditure)",85.98506402322805,0.0
"Health expenditure, total (% of GDP)",85.8132850299183,0.0
"Health expenditure, total (current US$)",59.14358846669511,0.0
"Immunization, BCG (% of one-year-old children)",1574.6456669229642,0.0
"Immunization, DPT (% of children ages 12-23 months)",1472.094621495372,0.0
"Immunization, HepB3 (% of one-year-old children)",1446.833059837212,0.0
"Immunization, Hib3 (% of children ages 12-23 months)",19.20005222775995,0.00017
"Immunization, Pol3 (% of one-year-old children)",1473.277685054535,0.0
"Immunization, measles (% of children ages 12-23 months)",1434.239576774922,0.0
"Incidence of tuberculosis (per 100,000 people)",9.372251096328078,0.00507
Internet users (per 100 people),312.7448317266942,0.0
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",1562.3463520323571,0.0
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",1524.5388632114352,0.0
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",1540.1449094881377,0.0
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",9.928277254639863,0.00407
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",1494.1515183640513,0.0
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",9.923918769931927,0.00407
"Labor force, female",3323.050697377531,0.0
"Labor force, female (% of total labor force)",1544.5368281582387,0.0
"Labor force, total",2658.6771576700066,0.0
Lifetime risk of maternal death (%),171.07150803877906,0.0
Lifetime risk of maternal death (1 in: rate varies by country),163.6859294052037,0.0
Male population 05-09,42.27186997750638,0.0
Male population 10-14,237.52193664338876,0.0
Male population 15-19,454.76708258119004,0.0
Male population 20-24,112.20506407577477,0.0
Male population 25-29,95.69975113887438,0.0
Male population 30-34,142.06799897170043,0.0
Male population 35-39,160.85465535132371,0.0
Male population 40-44,330.1848502670838,0.0
Male population 45-49,1511.7842574330907,0.0
Male population 50-54,1076.9410841450162,0.0
Male population 55-59,2677.068735739402,0.0
Male population 60-64,493.27560488340754,0.0
Male population 65-69,529.8827722006046,0.0
Male population 70-74,4016.225269994804,0.0
Male population 75-79,1078.2802955891902,0.0
Male population 80+,799.5946830561759,0.0
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",173.32133306320983,0.0
Mobile cellular subscriptions (per 100 people),1316.8806103442769,0.0
"Mortality rate, infant (per 1,000 live births)",1553.6566737029168,0.0
"Mortality rate, neonatal (per 1,000 live births)",1538.9670805930127,0.0
"Mortality rate, under-5 (per 1,000 live births)",1567.9439163696613,0.0
"Mortality rate, under-5 (per 1,000)",1567.9439163696613,0.0
Net ODA received (% of GNI),170.42217500532166,0.0
Net ODA received per capita (current US$),123.29736060827928,0.0
Net official development assistance and official aid received (current US$),29.041121371848643,1e-05
Net official development assistance received (current US$),29.041121371848643,1e-05
Newborns protected against tetanus (%),1300.8852062351702,0.0
Number of infant deaths,1495.7649364971824,0.0
Number of maternal deaths,171.12906312582652,0.0
Number of neonatal deaths,1508.5596748193518,0.0
Number of under-five deaths,1504.7931193649852,0.0
"Nurses and midwives (per 1,000 people)",9.818382553768068,0.00425
Out-of-pocket health expenditure (% of private expenditure on health),85.83620467712545,0.0
Out-of-pocket health expenditure (% of total expenditure on health),85.80776624577923,0.0
"PPP conversion factor, GDP (LCU per international $)",1523.1457601758573,0.0
"People practicing open defecation, rural (% of rural population)",171.25731189350324,0.0
"People practicing open defecation, urban (% of urban population)",172.10619347500503,0.0
"People using basic drinking water services, rural (% of rural population)",171.24387067405638,0.0
"People using basic drinking water services, urban (% of urban population)",170.50531256056644,0.0
"People using basic sanitation services, rural (% of rural population)",170.53035559753963,0.0
"People using basic sanitation services, urban  (% of urban population)",170.77472526528115,0.0
Population ages 0-14 (% of total),860.0102732620451,0.0
"Population ages 0-14, female",58.55038495147173,0.0
"Population ages 0-14, male",63.85598458514962,0.0
"Population ages 00-04, female (% of female population)",94.61645028652464,0.0
"Population ages 00-04, male (% of male population)",169.15288721232957,0.0
Population ages 00-14 (% of total),860.0102732620451,0.0
"Population ages 00-14, female (% of total)",654.7790140154982,0.0
"Population ages 00-14, male (% of total)",1115.1064191094645,0.0
"Population ages 00-14, total",61.407733881824214,0.0
"Population ages 05-09, female (% of female population)",65.18007965164806,0.0
"Population ages 05-09, male (% of male population)",116.49564047865647,0.0
"Population ages 10-14, female (% of female population)",51.255507334464234,0.0
"Population ages 15-19, female (% of female population)",271.33387087091904,0.0
"Population ages 15-19, male (% of male population)",200.69929723241341,0.0
Population ages 15-64 (% of total),584.7346997504742,0.0
"Population ages 15-64, female",996.3838061874048,0.0
"Population ages 15-64, female (% of total)",403.4860572108424,0.0
"Population ages 15-64, male",1521.436996409172,0.0
"Population ages 15-64, male (% of total)",756.0083605235513,0.0
"Population ages 15-64, total",1248.8547448854583,0.0
"Population ages 20-24, female (% of female population)",94.65013236337128,0.0
"Population ages 20-24, male (% of male population)",78.67105976289214,0.0
"Population ages 25-29, female (% of female population)",28.849845299411633,1e-05
"Population ages 25-29, male (% of male population)",14.62312696914321,0.00074
"Population ages 35-39, male (% of male population)",12.917460548525947,0.00133
"Population ages 40-44, female (% of female population)",48.12172221624517,0.0
"Population ages 40-44, male (% of male population)",56.04716885480037,0.0
"Population ages 45-49, female (% of female population)",231.4125339181606,0.0
"Population ages 45-49, male (% of male population)",378.11685536165544,0.0
"Population ages 50-54, female (% of female population)",243.64670028674368,0.0
"Population ages 50-54, male (% of male population)",302.7194256586033,0.0
"Population ages 55-59, female (% of female population)",503.98797197766623,0.0
"Population ages 55-59, male (% of male population)",931.0505065294657,0.0
"Population ages 60-64, female (% of female population)",136.25084892842565,0.0
"Population ages 60-64, male (% of male population)",207.4566560336563,0.0
Population ages 65 and above (% of total),428.6509055360272,0.0
"Population ages 65 and above, female",644.528705837554,0.0
"Population ages 65 and above, female (% of total)",315.670990993897,0.0
"Population ages 65 and above, male",1213.7455102615888,0.0
"Population ages 65 and above, male (% of total)",637.5416872333907,0.0
"Population ages 65 and above, total",858.4439685621659,0.0
"Population ages 65-69, female (% of female population)",193.46813220038604,0.0
"Population ages 65-69, male (% of male population)",271.54772577023436,0.0
"Population ages 70-74, female (% of female population)",414.5900060736813,0.0
"Population ages 70-74, male (% of male population)",1264.9128083650712,0.0
"Population ages 75-79, female (% of female population)",111.07678622007961,0.0
"Population ages 75-79, male (% of male population)",620.6207585129424,0.0
"Population ages 80 and older, female (% of female population)",194.51396732180817,0.0
"Population ages 80 and older, male (% of male population)",593.7473703069624,0.0
"Population ages10-14, male (% of male population)",95.4469351729907,0.0
Population growth (annual %),409.0096625338493,0.0
"Population, female",837.7402862466761,0.0
"Population, female (% of total)",486.36072423633465,0.0
"Population, male",1021.2355623918808,0.0
"Population, male (% of total)",486.3607242455512,0.0
"Population, total",939.4581292858911,0.0
Prevalence of anemia among children (% of children under 5),1526.621074411773,0.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1522.6626502683978,0.0
Prevalence of anemia among pregnant women (%),1530.990210716551,0.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1523.3452356407188,0.0
"Prevalence of obesity, female (% of female population ages 18+)",85.73240755561963,0.0
"Prevalence of obesity, male (% of male population ages 18+)",85.7440147840484,0.0
"Prevalence of overweight, female (% of female adults)",85.75500516338725,0.0
"Prevalence of overweight, male (% of male adults)",85.76853764343902,0.0
Prevalence of undernourishment (% of population),171.05878611752001,0.0
"Primary completion rate, female (% of relevant age group)",14.690890104150476,0.00072
"Primary completion rate, male (% of relevant age group)",14.703156568955027,0.00072
"Primary completion rate, total (% of relevant age group)",14.698516120506412,0.00072
"Primary education, pupils (% female)",25.117067320877553,3e-05
"Primary education, teachers (% female)",14.682809745602913,0.00072
Proportion of seats held by women in national parliaments (%),132.93567453507308,0.0
Proportion of women in ministerial level positions (%),11.32784097080599,0.00238
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),1579.4926391587974,0.0
Ratio of female to male labor force participation rate (%) (national estimate),9.931058481840482,0.00406
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),1519.8400673423812,0.0
Rural population,594.3141879152171,0.0
Rural population (% of total population),1869.6490691076908,0.0
Rural population growth (annual %),653.3764469389964,0.0
"School enrollment, primary (% gross)",25.128496674040964,3e-05
"School enrollment, primary (gross), gender parity index (GPI)",25.118479861657654,3e-05
"School enrollment, primary and secondary (gross), gender parity index (GPI)",11.61923352737503,0.00214
"School enrollment, primary, female (% gross)",25.12536390673667,3e-05
"School enrollment, primary, male (% gross)",25.131337466167146,3e-05
"School enrollment, secondary (% gross)",11.619603000051859,0.00214
"School enrollment, secondary (gross), gender parity index (GPI)",11.619248201556715,0.00214
"School enrollment, secondary, female (% gross)",11.620193197619038,0.00214
"School enrollment, secondary, male (% gross)",11.618986110864073,0.00214
"Secondary education, pupils (% female)",11.619557550935733,0.00214
"Secondary education, teachers (% female)",11.619694817218914,0.00214
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),22.38083692313496,7e-05
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),22.38083692313496,7e-05
"Start-up procedures to register a business, female (number)",1521.7933949813857,0.0
"Start-up procedures to register a business, male (number)",1521.7933949813857,0.0
"Time required to start a business, female (days)",1507.3611398323822,0.0
"Time required to start a business, male (days)",1507.3611398323822,0.0
"Unemployment, female (% of female labor force)",1578.9415738180164,0.0
"Unemployment, female (% of female labor force) (modeled ILO estimate)",1578.9415738180164,0.0
"Unemployment, female (% of female labor force) (national estimate)",9.932083531642478,0.00406
"Unemployment, male (% of male labor force)",1556.7085805887189,0.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",1556.7085805887189,0.0
"Unemployment, male (% of male labor force) (national estimate)",9.928788475942495,0.00407
"Unemployment, total (% of total labor force)",1566.5612123369776,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",1652.9595149353959,0.0
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",1655.1230629640488,0.0
Urban population,2878.6252388255984,0.0
Urban population (% of total),1869.6490691085196,0.0
Urban population growth (annual %),420.9429191273398,0.0
