,F-value,p-value
Net official development assistance and official aid received (current US$),8.132493171310612,0.00615
Net official development assistance received (current US$),8.132493171310612,0.00615
Out-of-pocket health expenditure (% of private expenditure on health),10.700271289445348,0.00187
Out-of-pocket health expenditure (% of total expenditure on health),9.710044990246713,0.00293
"PPP conversion factor, GDP (LCU per international $)",16.197283708799265,0.00018
People using basic drinking water services (% of population),11.39320093317622,0.00137
"People using basic drinking water services, rural (% of rural population)",11.522108982794807,0.0013
"People using safely managed drinking water services, rural (% of rural population)",11.017776107390237,0.00162
"Persistence to last grade of primary, female (% of cohort)",11.178264885102,0.00151
"Persistence to last grade of primary, male (% of cohort)",11.16481675479807,0.00152
"Persistence to last grade of primary, total (% of cohort)",8.516802307795363,0.00512
"Population ages 0-14, female",18.13534552623093,8e-05
"Population ages 0-14, male",18.691581412602787,7e-05
"Population ages 00-04, female (% of female population)",8.455992262025058,0.00527
"Population ages 00-04, male (% of male population)",12.266811412768492,0.00093
"Population ages 00-14, total",18.419325029137145,7e-05
"Population ages 10-14, female (% of female population)",7.766525546834662,0.00733
"Population ages 15-19, female (% of female population)",11.361841648919917,0.00139
"Population ages 15-19, male (% of male population)",15.487881392279709,0.00024
"Population ages 15-64, female",17.11449247093457,0.00012
"Population ages 15-64, male",17.609195277119778,0.0001
"Population ages 15-64, total",17.363272597545183,0.00011
"Population ages 25-29, female (% of female population)",38.810010660567386,0.0
"Population ages 25-29, male (% of male population)",20.913581166659768,3e-05
"Population ages 40-44, female (% of female population)",11.303242943772284,0.00143
"Population ages 55-59, male (% of male population)",11.796180875099333,0.00115
"Population ages 60-64, male (% of male population)",10.268787263007958,0.00227
"Population ages 65 and above, male",11.236752618460363,0.00147
"Population ages 65 and above, total",8.406180035841846,0.0054
"Population ages 65-69, male (% of male population)",11.525147950908197,0.00129
"Population ages 80 and older, male (% of male population)",62.00583832481688,0.0
"Population ages10-14, male (% of male population)",10.524303860656648,0.00202
Population growth (annual %),20.174887732671927,4e-05
"Population, female",17.145596826290795,0.00012
"Population, male",17.989669420185102,9e-05
"Population, total",17.57243050748354,0.0001
Prevalence of anemia among pregnant women (%),17.630119729154664,0.0001
"Prevalence of obesity, female (% of female population ages 18+)",10.347452596575483,0.00219
"Prevalence of obesity, male (% of male population ages 18+)",10.354168397743017,0.00219
"Prevalence of overweight, female (% of female adults)",10.3163366206857,0.00222
"Prevalence of overweight, male (% of male adults)",10.389219597692255,0.00215
"Primary completion rate, female (% of relevant age group)",25.352138648784102,1e-05
"Primary completion rate, male (% of relevant age group)",25.41983109823038,1e-05
"Primary completion rate, total (% of relevant age group)",24.699659472840853,1e-05
"Primary education, pupils (% female)",32.980139010896856,0.0
"Primary education, teachers (% female)",32.8624837693968,0.0
"Progression to secondary school, female (%)",11.163922936241354,0.00152
"Progression to secondary school, male (%)",11.179974139097315,0.00151
Rural population,21.17116160612958,3e-05
Rural population (% of total population),10.087637460119982,0.00247
Rural population growth (annual %),32.56810627837123,0.0
"School enrollment, primary (% gross)",33.1182594014989,0.0
"School enrollment, primary (% net)",28.740973436561504,0.0
"School enrollment, primary (gross), gender parity index (GPI)",32.99891944357907,0.0
"School enrollment, primary and secondary (gross), gender parity index (GPI)",31.35427894892611,0.0
"School enrollment, primary, female (% gross)",33.11261684557884,0.0
"School enrollment, primary, female (% net)",27.977249689142337,0.0
"School enrollment, primary, male (% gross)",33.123289793867805,0.0
"School enrollment, primary, male (% net)",27.966715047047465,0.0
"School enrollment, secondary (% gross)",31.908507722240493,0.0
"School enrollment, secondary (gross), gender parity index (GPI)",31.355867437714032,0.0
"School enrollment, secondary, female (% gross)",32.089587252537974,0.0
"School enrollment, secondary, male (% gross)",31.73133888832831,0.0
"School enrollment, tertiary (% gross)",73.62032389289934,0.0
"School enrollment, tertiary (gross), gender parity index (GPI)",73.61302663114563,0.0
"School enrollment, tertiary, female (% gross)",73.83586987197353,0.0
"School enrollment, tertiary, male (% gross)",73.38746793245771,0.0
"Secondary education, pupils (% female)",31.43817532844132,0.0
Sex ratio at birth (male births per female births),9.60466696507573,0.00308
"Start-up procedures to register a business, female (number)",37.87922549577606,0.0
"Start-up procedures to register a business, male (number)",37.87922549577606,0.0
"Tertiary education, academic staff (% female)",50.51770257715396,0.0
"Time required to start a business, female (days)",36.03535404628927,0.0
"Time required to start a business, male (days)",36.03535404628927,0.0
Tuberculosis treatment success rate (% of new cases),7.824705924320624,0.00713
Urban population,9.486151583492026,0.00325
Urban population (% of total),10.087637460120959,0.00247
Vitamin A supplementation coverage rate (% of children ages 6-59 months),7.480800825744363,0.00842
Years,54.95035109337667,0.0
