,F-value,p-value
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",7.136214063270283,0.0087
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",7.067622430180683,0.00902
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",7.320742227269019,0.0079
"Labor force with advanced education, female (% of female working-age population with advanced education)",10.612585390547109,0.00149
"Labor force with advanced education, male (% of male working-age population with advanced education)",10.590462521503982,0.00151
"Labor force with basic education, female (% of female working-age population with basic education)",10.297547298616404,0.00175
"Labor force with basic education, male (% of male working-age population with basic education)",10.524409513932119,0.00156
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",10.602131258803613,0.0015
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",10.742807034639041,0.0014
"Labor force, female (% of total labor force)",7.379019434501275,0.00767
Lifetime risk of maternal death (%),16.90088064890034,8e-05
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",17.042328761323642,7e-05
Mobile cellular subscriptions (per 100 people),11.925825785537675,0.00079
"Mortality rate, adult, female (per 1,000 female adults)",33.0898902642742,0.0
"Mortality rate, adult, male (per 1,000 male adults)",34.259394548620854,0.0
"Mortality rate, infant (per 1,000 live births)",7.535034229403081,0.00707
"Mortality rate, neonatal (per 1,000 live births)",7.504983384146232,0.00718
"Mortality rate, under-5 (per 1,000 live births)",7.5503492268649355,0.00701
"Mortality rate, under-5 (per 1,000)",7.5503492268649355,0.00701
Net ODA provided to the least developed countries (% of donor GNI),16.90345945077794,8e-05
"Net ODA provided, total (% of GNI)",16.902580754917206,8e-05
Number of maternal deaths,16.835859128327296,8e-05
Out-of-pocket health expenditure (% of private expenditure on health),30.466740800507814,0.0
Out-of-pocket health expenditure (% of total expenditure on health),29.961127673709136,0.0
"Own-account workers, female (% of females employed)",10.728023039416808,0.00141
"Own-account workers, male (% of males employed)",10.786610911486289,0.00137
"PPP conversion factor, GDP (LCU per international $)",7.488940659349337,0.00724
"PPP conversion factor, private consumption (LCU per international $)",7.483974613763324,0.00726
People practicing open defecation (% of population),8.191381816397543,0.00504
"People practicing open defecation, rural (% of rural population)",16.900724973650483,8e-05
"People practicing open defecation, urban (% of urban population)",16.900724973650483,8e-05
People using basic drinking water services (% of population),8.190527541004084,0.00504
"People using basic drinking water services, rural (% of rural population)",16.897699137027836,8e-05
"People using basic drinking water services, urban (% of urban population)",16.900724973650647,8e-05
People using basic sanitation services (% of population),8.155625628104588,0.00513
"People using basic sanitation services, rural (% of rural population)",16.8904464218624,8e-05
"People using basic sanitation services, urban  (% of urban population)",16.88100112687691,8e-05
People using safely managed drinking water services (% of population),8.375803855376462,0.00459
People using safely managed sanitation services (% of population),7.702054972568763,0.00648
"Persistence to grade 5, female (% of cohort)",12.468996307229414,0.00061
"Persistence to grade 5, male (% of cohort)",12.476720626842733,0.0006
"Persistence to last grade of primary, female (% of cohort)",24.07773134790078,0.0
"Persistence to last grade of primary, male (% of cohort)",24.078215248188254,0.0
"Persistence to last grade of primary, total (% of cohort)",24.33047853735052,0.0
Population ages 0-14 (% of total),7.538909872094612,0.00706
"Population ages 00-04, female (% of female population)",7.498010822038141,0.00721
"Population ages 00-04, male (% of male population)",7.502372737193148,0.00719
Population ages 00-14 (% of total),7.538909872094612,0.00706
"Population ages 00-14, female (% of total)",7.532945495803987,0.00708
"Population ages 00-14, male (% of total)",7.545501431826285,0.00703
"Population ages 05-09, female (% of female population)",7.514584972664002,0.00714
"Population ages 05-09, male (% of male population)",7.518765039041791,0.00713
"Population ages 10-14, female (% of female population)",7.520655166397882,0.00712
"Population ages 15-19, female (% of female population)",7.509543306749321,0.00716
"Population ages 15-19, male (% of male population)",7.512332463968453,0.00715
Population ages 15-64 (% of total),7.51060971410918,0.00716
"Population ages 15-64, female (% of total)",7.482136244420508,0.00727
"Population ages 15-64, male (% of total)",7.541210060021631,0.00705
"Population ages 20-24, female (% of female population)",7.4904616493296485,0.00723
"Population ages 20-24, male (% of male population)",7.493384548044711,0.00722
"Population ages 25-29, female (% of female population)",7.477650234972564,0.00728
"Population ages 25-29, male (% of male population)",7.481096773090399,0.00727
"Population ages 30-34, female (% of female population)",7.508018220969906,0.00717
"Population ages 30-34, male (% of male population)",7.517064789492261,0.00714
"Population ages 35-39, female (% of female population)",7.569334108251109,0.00694
"Population ages 35-39, male (% of male population)",7.5844509211602675,0.00689
"Population ages 40-44, female (% of female population)",7.546289395047837,0.00703
"Population ages 40-44, male (% of male population)",7.563600656592328,0.00697
"Population ages 45-49, female (% of female population)",7.482833034574721,0.00726
"Population ages 45-49, male (% of male population)",7.485560133393874,0.00725
"Population ages 50-54, female (% of female population)",7.461387730445189,0.00734
"Population ages 50-54, male (% of male population)",7.461143668715025,0.00735
"Population ages 55-59, female (% of female population)",7.472125765837669,0.0073
"Population ages 55-59, male (% of male population)",7.4780464129347894,0.00728
"Population ages 60-64, female (% of female population)",7.463196256916007,0.00734
"Population ages 60-64, male (% of male population)",7.4668237325027125,0.00732
Population ages 65 and above (% of total),7.449428923275749,0.00739
"Population ages 65 and above, female (% of total)",7.485146838169265,0.00725
"Population ages 65 and above, male (% of total)",7.410762048884365,0.00754
"Population ages 65-69, female (% of female population)",7.490903681849586,0.00723
"Population ages 65-69, male (% of male population)",7.481519489819412,0.00727
"Population ages 70-74, female (% of female population)",7.520345206140295,0.00712
"Population ages 70-74, male (% of male population)",7.503579156984904,0.00719
"Population ages 75-79, female (% of female population)",7.523804162734011,0.00711
"Population ages 75-79, male (% of male population)",7.493882220755212,0.00722
"Population ages 80 and older, female (% of female population)",7.450076473795675,0.00739
"Population ages 80 and older, male (% of male population)",7.4306001755094755,0.00746
"Population ages10-14, male (% of male population)",7.524820287146424,0.00711
Population growth (annual %),9.210617195376502,0.003
"Population, female (% of total)",7.518358400676867,0.00713
"Population, male (% of total)",7.4814990802247525,0.00727
Prevalence of anemia among children (% of children under 5),7.437570307241904,0.00744
Prevalence of anemia among non-pregnant women (% of women ages 15-49),7.309720485249876,0.00795
Prevalence of anemia among pregnant women (%),7.408732512569635,0.00755
Prevalence of anemia among women of reproductive age (% of women ages 15-49),7.310180539010343,0.00795
"Prevalence of obesity, female (% of female population ages 18+)",30.182832486990932,0.0
"Prevalence of obesity, male (% of male population ages 18+)",30.017836813257883,0.0
"Prevalence of overweight, female (% of female adults)",30.105860894442014,0.0
"Prevalence of overweight, male (% of male adults)",30.00998482014662,0.0
"Primary education, pupils (% female)",12.790476330076427,0.00052
"Primary education, teachers (% female)",19.24629978989672,3e-05
Proportion of women in ministerial level positions (%),16.381004772133068,0.0001
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),7.070339339868076,0.00901
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),7.914260041476222,0.00581
Ratio of female to male youth unemployment rate (%) (national estimate),11.149159300508272,0.00115
Rural population (% of total population),9.091195816530826,0.00319
Rural population growth (annual %),10.660083472584072,0.00146
"School enrollment, primary (% gross)",11.463284164955155,0.00099
"School enrollment, primary (gross), gender parity index (GPI)",11.520197745004351,0.00096
"School enrollment, primary and secondary (gross), gender parity index (GPI)",12.362130504459781,0.00064
"School enrollment, primary, female (% gross)",11.4633029351784,0.00099
"School enrollment, primary, male (% gross)",11.461990377253136,0.00099
"School enrollment, secondary (% gross)",11.557835183261828,0.00094
"School enrollment, secondary (gross), gender parity index (GPI)",12.363541358761905,0.00064
"School enrollment, secondary, female (% gross)",12.633667211635109,0.00056
"School enrollment, secondary, male (% gross)",12.292311440691256,0.00066
"Secondary education, pupils (% female)",13.620903315944018,0.00035
"Secondary education, teachers (% female)",14.028694441039944,0.00029
"Self-employed, female (% of female employment)",10.698070759024326,0.00143
"Self-employed, male (% of male employment)",10.66840200022873,0.00145
"Self-employed, total (% of total employment)",10.688964362154183,0.00144
Sex ratio at birth (male births per female births),9.72773291176365,0.00232
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),42.2707994937693,0.0
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),42.2707994937693,0.0
"Survival to age 65, female (% of cohort)",16.737110059474706,8e-05
"Survival to age 65, male (% of cohort)",16.58901441230743,9e-05
"Time-related underemployment, female (% of employment)",7.719761088332401,0.00642
Total bilateral ODA commitments (current US$),14.309878276551325,0.00025
Trade (% of GDP),9.675138982730054,0.00238
"Tuberculosis case detection rate (%, all forms)",15.48198726126582,0.00015
Tuberculosis case detection rate (all forms),15.48198726126582,0.00015
"Tuberculosis death rate (per 100,000 people)",16.917095458543315,8e-05
"Tuberculosis death rate (per 100,000 people), including HIV",16.917095458543315,8e-05
Tuberculosis treatment success rate (% of new cases),46.91270167568796,0.0
"Unemployment with advanced education, female (% of female labor force with advanced education)",10.778270959313359,0.00138
"Unemployment with advanced education, male (% of male labor force with advanced education)",10.771289813979855,0.00138
"Unemployment with basic education, female (% of female labor force with basic education)",10.812848289807885,0.00135
"Unemployment with basic education, male (% of male labor force with basic education)",10.782775921631586,0.00137
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",10.824691596103495,0.00135
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",10.778174837651825,0.00138
"Unemployment, female (% of female labor force)",7.539795300220202,0.00705
"Unemployment, female (% of female labor force) (modeled ILO estimate)",7.539795300220202,0.00705
"Unemployment, male (% of male labor force)",7.510886746661776,0.00716
"Unemployment, male (% of male labor force) (modeled ILO estimate)",7.510886746661776,0.00716
"Unemployment, total (% of total labor force)",7.523141329714649,0.00711
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",7.4850245627796275,0.00726
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",10.76447030063513,0.00139
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",7.408495546449438,0.00755
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",10.692018444152714,0.00144
Urban population (% of total),9.09119581653272,0.00319
"Vulnerable employment, female (% of female employment)",10.73228675352119,0.00141
"Vulnerable employment, male (% of male employment)",9.853164798778215,0.00218
"Vulnerable employment, total (% of total employment)",10.744758202201746,0.0014
"Wage and salaried workers, female (% of female employment)",10.868439992781294,0.00132
"Wage and salaried workers, male (% of male employment)",10.896002190016873,0.0013
Years,133.0404056531234,0.0
