,F-value,p-value
Net official development assistance and official aid received (current US$),6.971341901717375,0.00896
Net official development assistance received (current US$),6.971341901717375,0.00896
Newborns protected against tetanus (%),16.460892544995172,7e-05
Number of infant deaths,34.71182399728314,0.0
Number of maternal deaths,34.119776163071684,0.0
Number of neonatal deaths,31.727308652425098,0.0
Number of people who are undernourished,44.904663058789666,0.0
Number of under-five deaths,36.18474441957105,0.0
Out-of-pocket health expenditure (% of total expenditure on health),8.459450322382553,0.00406
"PPP conversion factor, GDP (LCU per international $)",12.4453385475795,0.00052
Population ages 0-14 (% of total),116.04517094450215,0.0
"Population ages 0-14, female",25.067092478072773,0.0
"Population ages 0-14, male",24.813481614595595,0.0
"Population ages 00-04, female (% of female population)",159.0864973569656,0.0
"Population ages 00-04, male (% of male population)",125.13114672506947,0.0
Population ages 00-14 (% of total),116.04517094450215,0.0
"Population ages 00-14, female (% of total)",143.1980664260709,0.0
"Population ages 00-14, male (% of total)",91.87296191916447,0.0
"Population ages 00-14, total",24.937465304406405,0.0
"Population ages 05-09, female (% of female population)",125.48709282249663,0.0
"Population ages 05-09, male (% of male population)",79.70145302578278,0.0
"Population ages 10-14, female (% of female population)",33.45319688070502,0.0
"Population ages 15-19, female (% of female population)",21.518816840093923,1e-05
"Population ages 15-19, male (% of male population)",42.35809795256143,0.0
Population ages 15-64 (% of total),79.37211815649762,0.0
"Population ages 15-64, female",23.485416287817053,0.0
"Population ages 15-64, female (% of total)",86.1733917438296,0.0
"Population ages 15-64, male",23.553433209343044,0.0
"Population ages 15-64, male (% of total)",71.81571355154422,0.0
"Population ages 15-64, total",23.520554270537087,0.0
"Population ages 20-24, female (% of female population)",38.234528975156046,0.0
"Population ages 20-24, male (% of male population)",45.73988989611876,0.0
"Population ages 25-29, female (% of female population)",21.982592365921413,1e-05
"Population ages 25-29, male (% of male population)",42.17163439990755,0.0
"Population ages 30-34, female (% of female population)",16.04526025966903,9e-05
"Population ages 30-34, male (% of male population)",44.443211956343255,0.0
"Population ages 35-39, female (% of female population)",48.60949088290757,0.0
"Population ages 35-39, male (% of male population)",53.82796312126437,0.0
"Population ages 40-44, female (% of female population)",143.2349089250655,0.0
"Population ages 40-44, male (% of male population)",42.14980362595421,0.0
"Population ages 45-49, female (% of female population)",145.7349318603854,0.0
"Population ages 45-49, male (% of male population)",21.62518724437357,1e-05
"Population ages 50-54, female (% of female population)",63.28973333522287,0.0
"Population ages 50-54, male (% of male population)",15.231231057241839,0.00013
"Population ages 55-59, female (% of female population)",7.20759153158038,0.00789
"Population ages 60-64, male (% of male population)",17.113639996206885,5e-05
Population ages 65 and above (% of total),259.07953488293947,0.0
"Population ages 65 and above, female",21.748435902383886,1e-05
"Population ages 65 and above, female (% of total)",331.4590312520316,0.0
"Population ages 65 and above, male",22.4649105839684,0.0
"Population ages 65 and above, male (% of total)",146.12571553110183,0.0
"Population ages 65 and above, total",22.096199362554728,0.0
"Population ages 65-69, female (% of female population)",64.7021472927512,0.0
"Population ages 70-74, female (% of female population)",262.94486022173436,0.0
"Population ages 70-74, male (% of male population)",106.72480464826643,0.0
"Population ages 75-79, female (% of female population)",322.75388033027724,0.0
"Population ages 75-79, male (% of male population)",237.29004945019213,0.0
"Population ages 80 and older, female (% of female population)",277.82138204384665,0.0
"Population ages 80 and older, male (% of male population)",269.68591371882883,0.0
Population growth (annual %),48.144926666643975,0.0
"Population, female",24.129172881481423,0.0
"Population, male",24.092048344718133,0.0
"Population, total",24.110748188659308,0.0
"Prevalence of HIV, female (% ages 15-24)",128.45750229762075,0.0
"Prevalence of HIV, male (% ages 15-24)",121.00041519783026,0.0
"Prevalence of HIV, total (% of population ages 15-49)",55.298040673244685,0.0
Prevalence of anemia among children (% of children under 5),128.35650510611927,0.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),87.46536773490493,0.0
Prevalence of anemia among pregnant women (%),72.72453653942823,0.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),92.22177106031083,0.0
Prevalence of overweight (% of children under 5),9.462794059990852,0.0024
"Prevalence of overweight, female (% of children under 5)",9.462424499466215,0.0024
"Prevalence of overweight, male (% of children under 5)",9.463266483941354,0.0024
"Prevalence of overweight, weight for height, female (% of children under 5)",9.462424499466215,0.0024
"Prevalence of overweight, weight for height, male (% of children under 5)",9.463266483941354,0.0024
"Prevalence of severe wasting, weight for height (% of children under 5)",9.45366565450657,0.00241
"Prevalence of severe wasting, weight for height, female (% of children under 5)",9.453609354294652,0.00241
"Prevalence of severe wasting, weight for height, male (% of children under 5)",9.45357228472304,0.00241
"Prevalence of stunting, height for age, female (% of children under 5)",9.466670265630025,0.00239
"Prevalence of stunting, height for age, male (% of children under 5)",9.470115407497815,0.00239
"Prevalence of underweight, weight for age (% of children under 5)",9.456384822224834,0.00241
"Prevalence of underweight, weight for age, female (% of children under 5)",9.455809736723616,0.00241
"Prevalence of underweight, weight for age, male (% of children under 5)",9.457205791431866,0.00241
Prevalence of wasting (% of children under 5),9.452035236612419,0.00241
"Prevalence of wasting, female (% of children under 5)",9.452148569368639,0.00241
"Prevalence of wasting, male (% of children under 5)",9.45183668569862,0.00241
"Prevalence of wasting, weight for height, female (% of children under 5)",9.452148569368639,0.00241
"Prevalence of wasting, weight for height, male (% of children under 5)",9.45183668569862,0.00241
"Primary completion rate, female (% of relevant age group)",16.692043562898018,6e-05
"Primary completion rate, male (% of relevant age group)",15.733471283254193,0.0001
"Primary completion rate, total (% of relevant age group)",16.04213388748989,9e-05
"Primary education, pupils (% female)",18.92900164270409,2e-05
"Primary education, teachers (% female)",28.8940964476598,0.0
"Progression to secondary school, female (%)",19.109700421724916,2e-05
"Progression to secondary school, male (%)",18.78474725050598,2e-05
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),20.531184090596543,1e-05
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),53.739052653951205,0.0
Rural population,28.134313540677947,0.0
Rural population (% of total population),90.5777432007877,0.0
Rural population growth (annual %),57.2922869041095,0.0
"School enrollment, primary (% gross)",20.1824855644085,1e-05
"School enrollment, primary (% net)",24.161937113426085,0.0
"School enrollment, primary (gross), gender parity index (GPI)",18.605461158511076,3e-05
"School enrollment, primary and secondary (gross), gender parity index (GPI)",9.522363021356497,0.00233
"School enrollment, primary, female (% gross)",20.695799827355113,1e-05
"School enrollment, primary, female (% net)",19.878306808823588,1e-05
"School enrollment, primary, male (% gross)",19.770997792831448,1e-05
"School enrollment, primary, male (% net)",19.1152425740479,2e-05
"School enrollment, secondary (% gross)",8.703657352016569,0.00357
"School enrollment, secondary (% net)",13.17090292715088,0.00036
"School enrollment, secondary (gross), gender parity index (GPI)",9.36025571114183,0.00253
"School enrollment, secondary, female (% gross)",11.244240788729737,0.00096
"School enrollment, secondary, female (% net)",10.70063916553883,0.00127
"School enrollment, secondary, male (% gross)",10.62536642531734,0.00132
"School enrollment, secondary, male (% net)",10.347321690731931,0.00152
"School enrollment, tertiary (% gross)",56.817710358860595,0.0
"School enrollment, tertiary (gross), gender parity index (GPI)",53.50927972641708,0.0
"School enrollment, tertiary, female (% gross)",54.55456349279261,0.0
"School enrollment, tertiary, male (% gross)",54.01328269480352,0.0
"Secondary education, pupils (% female)",9.74645609331363,0.00207
"Secondary education, teachers (% female)",8.967807131784024,0.00311
Sex ratio at birth (male births per female births),7.633775860355617,0.00628
Status under enhanced HIPC initiative,25.46473245201262,0.0
"Tertiary education, academic staff (% female)",27.629584495316976,0.0
Tuberculosis treatment success rate (% of new cases),13.12258261803364,0.00037
"Unemployment, female (% of female labor force)",54.52753293983464,0.0
"Unemployment, female (% of female labor force) (modeled ILO estimate)",54.52753293983464,0.0
"Unemployment, male (% of male labor force)",37.578164636288356,0.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",37.578164636288356,0.0
"Unemployment, total (% of total labor force)",50.989581030178215,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",76.04805000905745,0.0
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",24.04270966339122,0.0
Urban population,19.01124567740154,2e-05
Urban population (% of total),90.57774320078568,0.0
Urban population growth (annual %),48.21626830985617,0.0
Vitamin A supplementation coverage rate (% of children ages 6-59 months),63.299604278686985,0.0
Years,23.815870993815995,0.0
