,F-value,p-value
"Age population, age 20, male, interpolated",8.151558895340331,0.00514
"Age population, age 21, female, interpolated",8.042491360765089,0.00544
"Age population, age 21, male, interpolated",8.269402481515273,0.00484
"Age population, age 22, female, interpolated",8.121114917118955,0.00522
"Age population, age 22, male, interpolated",8.38397175835225,0.00457
"Age population, age 23, female, interpolated",8.197772278148953,0.00502
"Age population, age 23, male, interpolated",8.494784129629792,0.00432
"Age population, age 24, female, interpolated",8.272818714636504,0.00483
"Age population, age 24, male, interpolated",8.602234436975674,0.00409
"Age population, age 25, female, interpolated",8.343561286805903,0.00466
"Age population, age 25, male, interpolated",8.703862996127091,0.00388
Agricultural support estimate (% of GDP),8.062179323719018,0.00539
Antiretroviral therapy coverage (% of people living with HIV),50.85391853724732,0.0
Births attended by skilled health staff (% of total),8.520863779994128,0.00426
CO2 emissions (kt),6.915993951126977,0.00977
Children (ages 0-14) newly infected with HIV,12.821281934558979,0.00051
"Contraceptive prevalence, any methods (% of women ages 15-49)",17.745315894629854,5e-05
"Contributing family workers, female (% of female employment)",48.090029557990015,0.0
"Contributing family workers, male (% of male employment)",47.89015499077282,0.0
"Contributing family workers, total (% of total employment)",37.14997942414871,0.0
Country_code,18.59145666153332,4e-05
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",14.252431138599139,0.00026
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",14.13312255188376,0.00027
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",14.491867680452605,0.00023
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",14.360422083549235,0.00025
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",14.153059579145344,0.00027
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",14.123501484940752,0.00028
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",14.182638547087024,0.00027
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",14.11384491678164,0.00028
"Educational attainment, completed Bachelor's or equivalent, population 25+ years, female (%)",14.13796055605594,0.00027
"Educational attainment, completed Bachelor's or equivalent, population 25+ years, male (%)",14.107489333688534,0.00028
"Educational attainment, completed lower secondary, population 25+ years, female (%)",14.002953942494257,0.00029
"Educational attainment, completed lower secondary, population 25+ years, male (%)",13.950407014940005,0.0003
"Educational attainment, completed primary, population 25+ years, female (%)",14.181730093261942,0.00027
"Educational attainment, completed primary, population 25+ years, male (%)",14.166989219470874,0.00027
"Educational attainment, completed upper secondary, population 25+ years, female (%)",13.960980072938218,0.0003
"Educational attainment, completed upper secondary, population 25+ years, male (%)",13.92046715620918,0.0003
"Educational attainment, no schooling, population 25+ years, female (%)",15.324360078034845,0.00016
"Educational attainment, no schooling, population 25+ years, male (%)",15.440469495241594,0.00015
"Educational attainment, some primary, population 25+ years, female (%)",13.645605725602817,0.00035
"Educational attainment, some primary, population 25+ years, male (%)",13.678571525260105,0.00034
"Educational attainment, some primary, population 25+ years, total (%)",13.659833844280554,0.00034
"Employers, female (% of female employment)",37.99125963316013,0.0
"Employers, male (% of male employment)",38.15850051201547,0.0
"Employment in agriculture, female (% of female employment)",49.23323364198805,0.0
"Employment in agriculture, male (% of male employment)",47.39504529637268,0.0
"Employment in industry, female (% of female employment)",48.594965700646235,0.0
"Employment in industry, male (% of male employment)",49.922837789516,0.0
"Employment in services, female (% of female employment)",44.60494683123986,0.0
"Employment in services, male (% of male employment)",45.10701117729841,0.0
"Employment to population ratio, 15+, female (%) (national estimate)",50.22343486672535,0.0
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",15.220183962775701,0.00017
"Employment to population ratio, 15+, male (%) (national estimate)",50.163791191121696,0.0
"Employment to population ratio, 15+, total (%) (national estimate)",48.56441150944541,0.0
"Employment to population ratio, ages 15-24, female (%) (national estimate)",109.6967806060872,0.0
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",45.239170025000575,0.0
"Employment to population ratio, ages 15-24, male (%) (national estimate)",108.2662637514116,0.0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",32.21003694336521,0.0
"Employment to population ratio, ages 15-24, total (%) (national estimate)",109.05801817484128,0.0
Female population 10-14,7.072087813757059,0.009
Female population 15-19,7.6727314412649275,0.00658
Female population 20-24,8.11717700251177,0.00524
Female population 25-29,8.46006798199121,0.00439
Female population 30-34,8.841002583310534,0.00362
Female population 35-39,9.540892858762502,0.00254
Female population 40-44,10.077605576844494,0.00195
Female population 45-49,10.314930301540233,0.00173
Female population 50-54,10.38993514873059,0.00167
Female population 55-59,10.629152931614453,0.00148
Female population 60-64,10.576491562858319,0.00152
Female population 65-69,10.356401573503343,0.0017
Female population 70-74,10.00242547256527,0.00202
Female population 75-79,9.923532179619228,0.0021
Female population 80+,10.977518221081162,0.00125
Fixed telephone subscriptions (per 100 people),59.586856087272125,0.0
Forest area (sq. km),8.837251651577779,0.00363
GDP (current US$),11.690789661433666,0.00088
GDP growth (annual %),7.3197655836823285,0.00791
GDP per capita (Current US$),117.19933578570081,0.0
GDP per person employed (constant 2011 PPP $),85.29258492973007,0.0
GINI index (World Bank estimate),20.327969061744174,2e-05
"GNI per capita, Atlas method (current US$)",119.17970181414233,0.0
"GNI per capita, PPP (current international $)",128.30309006642216,0.0
"GNI, Atlas method (current US$)",11.594587480731207,0.00092
Gross capital formation (% of GDP),63.77042702368354,0.0
"Health expenditure per capita, PPP",6.88937060431115,0.0099
"Health expenditure per capita, PPP (constant 2011 international $)",6.88937060431115,0.0099
"Health expenditure, total (current US$)",8.553644438070469,0.00419
"Immunization, BCG (% of one-year-old children)",14.69721308091502,0.00021
Incidence of HIV (% of uninfected population ages 15-49),30.949337096261935,0.0
Income share held by lowest 20%,20.34758302367049,2e-05
"Informal employment, female (% of total non-agricultural employment)",28.815145936727934,0.0
"Informal employment, male (% of total non-agricultural employment)",28.986700871592586,0.0
Internet users (per 100 people),7.102689415742065,0.00886
"Labor force participation rate for ages 15-24, female (%) (national estimate)",72.49764597645118,0.0
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",70.83517758320261,0.0
"Labor force participation rate for ages 15-24, male (%) (national estimate)",70.99722991375296,0.0
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",49.46974488090287,0.0
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",48.83535920773303,0.0
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",48.870747680496585,0.0
"Labor force with advanced education, female (% of female working-age population with advanced education)",36.41508795353555,0.0
"Labor force with advanced education, male (% of male working-age population with advanced education)",35.273012221306864,0.0
"Labor force with basic education, female (% of female working-age population with basic education)",36.552985664234626,0.0
"Labor force with basic education, male (% of male working-age population with basic education)",36.41465800205021,0.0
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",36.65976229046175,0.0
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",36.50918740890092,0.0
"Labor force, female",9.554086481843356,0.00253
"Labor force, total",9.401647761304805,0.00273
Lifetime risk of maternal death (1 in: rate varies by country),10.671321468593696,0.00145
Low-birthweight babies (% of births),22.25998346317442,1e-05
Malaria cases reported,16.219665420626463,0.0001
Male population 10-14,7.130642876714317,0.00873
Male population 15-19,7.771310812635501,0.00626
Male population 20-24,8.376876233538445,0.00458
Male population 25-29,8.870384883279154,0.00357
Male population 30-34,9.332207556978236,0.00283
Male population 35-39,10.051039316110405,0.00197
Male population 40-44,10.599752239936821,0.0015
Male population 45-49,10.867240897316409,0.00132
Male population 50-54,10.897624118487444,0.0013
Male population 55-59,11.080584242469518,0.00119
Male population 60-64,10.962972054165608,0.00126
Male population 65-69,10.67015117935623,0.00145
Male population 70-74,10.31246639903852,0.00173
Male population 75-79,10.197974277329589,0.00183
Male population 80+,11.163994049367776,0.00114
Mobile cellular subscriptions (per 100 people),14.118808333055417,0.00028
"Mortality rate, infant (per 1,000 live births)",76.74460498561422,0.0
"Mortality rate, neonatal (per 1,000 live births)",102.79174089135485,0.0
"Mortality rate, under-5 (per 1,000 live births)",73.3799012926942,0.0
"Mortality rate, under-5 (per 1,000)",73.3799012926942,0.0
"Net intake rate in grade 1, female (% of official school-age population)",53.563207755184266,0.0
"Net intake rate in grade 1, male (% of official school-age population)",53.664477305543166,0.0
Newborns protected against tetanus (%),150.67131988399908,0.0
Number of people who are undernourished,17.656986480446903,5e-05
"Own-account workers, female (% of females employed)",36.373051781499534,0.0
"Own-account workers, male (% of males employed)",37.48746933147841,0.0
"PPP conversion factor, GDP (LCU per international $)",69.23491100678996,0.0
"PPP conversion factor, private consumption (LCU per international $)",27.211390194231893,0.0
People using safely managed drinking water services (% of population),12.05098857514004,0.00074
"People using safely managed drinking water services, urban (% of urban population)",7.351922501526783,0.00778
People using safely managed sanitation services (% of population),8.091511524843293,0.0053
"People using safely managed sanitation services, urban  (% of urban population)",11.142508402992481,0.00115
"Physicians (per 1,000 people)",11.458041533574223,0.00099
Population ages 0-14 (% of total),316.3331359471658,0.0
"Population ages 00-04, female (% of female population)",148.4732053289968,0.0
"Population ages 00-04, male (% of male population)",218.92425149330782,0.0
Population ages 00-14 (% of total),316.3331359471658,0.0
"Population ages 00-14, female (% of total)",250.49569792672708,0.0
"Population ages 00-14, male (% of total)",376.9317645512474,0.0
"Population ages 05-09, female (% of female population)",239.07651912599468,0.0
"Population ages 05-09, male (% of male population)",368.2208445236406,0.0
"Population ages 10-14, female (% of female population)",397.4918005435261,0.0
"Population ages 15-19, female (% of female population)",261.59790964597585,0.0
"Population ages 15-19, male (% of male population)",175.11888558380934,0.0
Population ages 15-64 (% of total),268.0804520646067,0.0
"Population ages 15-64, female",9.13485077878703,0.00312
"Population ages 15-64, female (% of total)",204.63697105374746,0.0
"Population ages 15-64, male",9.475522188826686,0.00263
"Population ages 15-64, male (% of total)",312.88988784006756,0.0
"Population ages 15-64, total",9.303270795698445,0.00287
"Population ages 20-24, female (% of female population)",67.97464694788799,0.0
"Population ages 20-24, male (% of male population)",24.448907310787202,0.0
"Population ages 25-29, male (% of male population)",12.074286725615703,0.00073
"Population ages 30-34, female (% of female population)",28.787279379506636,0.0
"Population ages 30-34, male (% of male population)",63.033771388669386,0.0
"Population ages 35-39, female (% of female population)",99.88376503282525,0.0
"Population ages 35-39, male (% of male population)",119.10249828674064,0.0
"Population ages 40-44, female (% of female population)",172.1315373362405,0.0
"Population ages 40-44, male (% of male population)",163.73499590181197,0.0
"Population ages 45-49, female (% of female population)",242.85785622218978,0.0
"Population ages 45-49, male (% of male population)",211.26666257393035,0.0
"Population ages 50-54, female (% of female population)",219.83714439219295,0.0
"Population ages 50-54, male (% of male population)",232.28109199770597,0.0
"Population ages 55-59, female (% of female population)",198.1289755436009,0.0
"Population ages 55-59, male (% of male population)",256.50388286130976,0.0
"Population ages 60-64, female (% of female population)",151.63794159558498,0.0
"Population ages 60-64, male (% of male population)",185.28550299244787,0.0
Population ages 65 and above (% of total),121.3309505590034,0.0
"Population ages 65 and above, female",10.365054869112804,0.00169
"Population ages 65 and above, female (% of total)",140.60788947873314,0.0
"Population ages 65 and above, male",10.596159403743025,0.00151
"Population ages 65 and above, male (% of total)",103.07346415281916,0.0
"Population ages 65 and above, total",10.47165991879553,0.0016
"Population ages 65-69, female (% of female population)",106.92112809715047,0.0
"Population ages 65-69, male (% of male population)",103.74990979319081,0.0
"Population ages 70-74, female (% of female population)",90.96158467046223,0.0
"Population ages 70-74, male (% of male population)",68.80509119774773,0.0
"Population ages 75-79, female (% of female population)",105.0206401143072,0.0
"Population ages 75-79, male (% of male population)",59.077209469732345,0.0
"Population ages 80 and older, female (% of female population)",306.2929108358162,0.0
"Population ages 80 and older, male (% of male population)",173.4058573926537,0.0
"Population ages10-14, male (% of male population)",443.7703309881271,0.0
Population growth (annual %),12.713733269440498,0.00054
"Population, female",8.513911816165066,0.00427
"Population, female (% of total)",20.19641817068599,2e-05
"Population, male",8.70048699625717,0.00389
"Population, male (% of total)",20.19641817073089,2e-05
"Population, total",8.606574940466757,0.00408
Poverty gap at $1.90 a day (2011 PPP) (%),20.118983919885874,2e-05
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),19.807065787468648,2e-05
"Prevalence of HIV, female (% ages 15-24)",42.98517721815549,0.0
"Prevalence of HIV, male (% ages 15-24)",36.754257950235726,0.0
"Prevalence of HIV, total (% of population ages 15-49)",40.28165534757528,0.0
Proportion of seats held by women in national parliaments (%),94.52292202854795,0.0
Ratio of female to male labor force participation rate (%) (national estimate),49.76956142899593,0.0
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),10.766394831206641,0.00139
Ratio of female to male youth unemployment rate (%) (national estimate),70.41573757332964,0.0
Reported cases of malaria,16.219665420626463,0.0001
Rural population (% of total population),196.1246233567018,0.0
Rural population growth (annual %),85.20054105956518,0.0
"School enrollment, primary (% net)",33.40512822739798,0.0
"School enrollment, primary, female (% net)",23.133763575181362,0.0
"School enrollment, primary, male (% net)",23.156849620905483,0.0
"School enrollment, secondary (% net)",7.856979008658426,0.00598
"School enrollment, secondary, female (% net)",7.836522779172293,0.00605
"School enrollment, secondary, male (% net)",7.87605922184965,0.00593
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),30.015131132473115,0.0
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),30.015131132473115,0.0
"Time-related underemployment, female (% of employment)",30.118018708040882,0.0
"Time-related underemployment, male (% of employment)",30.121128041086312,0.0
"Unemployment with advanced education, female (% of female labor force with advanced education)",115.3749174211684,0.0
"Unemployment with advanced education, male (% of male labor force with advanced education)",115.37550980156206,0.0
"Unemployment with basic education, female (% of female labor force with basic education)",115.96955276778068,0.0
"Unemployment with basic education, male (% of male labor force with basic education)",115.69112572272073,0.0
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",114.63806303212299,0.0
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",114.4806735431783,0.0
"Unemployment, female (% of female labor force) (national estimate)",13.063115900243071,0.00046
"Unemployment, male (% of male labor force) (national estimate)",13.002378211683345,0.00047
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",70.29857336272703,0.0
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",10.849208241063275,0.00133
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",69.67740172917306,0.0
Urban population,9.754573482220042,0.00229
Urban population (% of total),196.12462335673177,0.0
Vitamin A supplementation coverage rate (% of children ages 6-59 months),8.529892376645602,0.00424
"Vulnerable employment, female (% of female employment)",46.3352163552348,0.0
"Vulnerable employment, male (% of male employment)",47.33701764167749,0.0
"Vulnerable employment, total (% of total employment)",36.16317685132945,0.0
"Wage and salaried workers, female (% of female employment)",40.5660720668795,0.0
"Wage and salaried workers, male (% of male employment)",39.1328690235743,0.0
Women's share of population ages 15+ living with HIV (%),178.15241978252752,0.0
Years,9.198558214841746,0.00302
