,F-value,p-value
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",36.28537063639201,0.0
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",43.641742447908,0.0
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",43.589963330888644,0.0
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",18.412479202846328,3e-05
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",18.411799037985276,3e-05
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",20.74117248588128,1e-05
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",20.49630492263402,1e-05
"Educational attainment, completed lower secondary, population 25+ years, female (%)",21.168756154713897,1e-05
"Educational attainment, completed lower secondary, population 25+ years, male (%)",21.440509161193656,1e-05
"Educational attainment, completed post-secondary, population 25+ years, female (%)",36.182195646171515,0.0
"Educational attainment, completed post-secondary, population 25+ years, male (%)",36.195020178469186,0.0
"Educational attainment, completed primary, population 25+ years, female (%)",21.18484748186418,1e-05
"Educational attainment, completed primary, population 25+ years, male (%)",21.104850186834035,1e-05
"Educational attainment, completed short-cycle tertiary, population 25+ years, female (%)",12.054974418863578,0.00066
"Educational attainment, completed short-cycle tertiary, population 25+ years, male (%)",12.047161572122175,0.00066
"Educational attainment, completed upper secondary, population 25+ years, female (%)",20.594581135737997,1e-05
"Educational attainment, completed upper secondary, population 25+ years, male (%)",20.344721471314173,1e-05
"Educational attainment, no schooling, population 25+ years, female (%)",22.217957874188095,1e-05
"Educational attainment, no schooling, population 25+ years, male (%)",22.233418681173738,1e-05
"Educational attainment, some primary, population 25+ years, female (%)",12.780269391458777,0.00046
"Educational attainment, some primary, population 25+ years, male (%)",12.810935759110459,0.00045
"Educational attainment, some primary, population 25+ years, total (%)",12.794445915205165,0.00046
"Employers, female (% of female employment)",23.39255394323631,0.0
"Employers, male (% of male employment)",23.490463749787732,0.0
"Employment in agriculture, female (% of female employment)",9.652767378902537,0.00222
"Employment in agriculture, male (% of male employment)",9.764280954433424,0.0021
"Employment in industry, female (% of female employment)",11.937666262945163,0.0007
"Employment in industry, male (% of male employment)",12.23196606700223,0.0006
"Employment in services, female (% of female employment)",13.11727806423299,0.00039
"Employment in services, male (% of male employment)",12.698572054141941,0.00048
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",33.034908275206305,0.0
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",32.566792867214446,0.0
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",32.80923746483289,0.0
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",32.08718689531145,0.0
"Employment to population ratio, ages 15-24, female (%) (national estimate)",13.170796741722159,0.00038
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",32.65698630557816,0.0
"Employment to population ratio, ages 15-24, male (%) (national estimate)",12.988794706582592,0.00041
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",32.376701083837894,0.0
"Employment to population ratio, ages 15-24, total (%) (national estimate)",13.075619302437415,0.0004
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",18.421101170841208,3e-05
External resources for health (% of total expenditure on health),90.74594512730273,0.0
Female population 00-04,38.826524249271245,0.0
Female population 05-09,39.392265741703525,0.0
Female population 10-14,35.9865431519292,0.0
Female population 15-19,33.56276354986393,0.0
Female population 20-24,33.6327484316683,0.0
Female population 25-29,34.79142972802922,0.0
Female population 30-34,38.921989680233686,0.0
Female population 35-39,43.53166396050684,0.0
Female population 40-44,44.99086723567356,0.0
Female population 45-49,45.35766897807573,0.0
Female population 50-54,44.244323293405095,0.0
Female population 55-59,42.38647870126994,0.0
Female population 60-64,43.525493924661134,0.0
Female population 65-69,42.93275095437635,0.0
Female population 70-74,41.29897235326994,0.0
Female population 75-79,44.60972116118109,0.0
Female population 80+,52.76187491549639,0.0
Female share of employment in senior and middle management (%),37.29681849913967,0.0
"Fertility rate, total (births per woman)",29.694280804701588,0.0
Fixed telephone subscriptions (per 100 people),17.255456542367284,5e-05
Forest area (sq. km),20.65463212579935,1e-05
GDP (current US$),51.93585510562768,0.0
GDP growth (annual %),22.868946796329237,0.0
GDP per capita (Current US$),122.18186312544165,0.0
GDP per person employed (constant 2011 PPP $),31.561213428482983,0.0
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),12.603928328768031,0.0005
"GNI per capita, Atlas method (current US$)",139.36017194429996,0.0
"GNI per capita, PPP (current international $)",43.49091933784678,0.0
"GNI, Atlas method (current US$)",53.639162165881594,0.0
Goods (excluding arms) admitted free of tariffs from developing countries (% total merchandise imports excluding arms),43.43749539637718,0.0
Goods (excluding arms) admitted free of tariffs from least developed countries (% total merchandise imports excluding arms),43.29084658957078,0.0
"Government expenditure per student, primary (% of GDP per capita)",31.449886085163175,0.0
"Government expenditure per student, secondary (% of GDP per capita)",25.014750352287354,0.0
Gross capital formation (% of GDP),30.139269254024885,0.0
"Gross graduation ratio, primary, female (%)",15.47239148166071,0.00012
"Gross graduation ratio, primary, male (%)",15.45351620528771,0.00012
"Gross graduation ratio, tertiary, female (%)",19.424809997348856,2e-05
"Gross graduation ratio, tertiary, male (%)",19.376490790229383,2e-05
Health expenditure per capita (current US$),53.37685096489716,0.0
"Health expenditure per capita, PPP",30.911838731702414,0.0
"Health expenditure per capita, PPP (constant 2011 international $)",30.911838731702414,0.0
"Health expenditure, private (% of total health expenditure)",7.330051423566702,0.00749
"Health expenditure, total (current US$)",33.37595567388042,0.0
"Immunization, BCG (% of one-year-old children)",205.16363332000805,0.0
"Immunization, DPT (% of children ages 12-23 months)",9.469242578486078,0.00244
"Immunization, Hib3 (% of children ages 12-23 months)",35.75565358317381,0.0
"Immunization, Pol3 (% of one-year-old children)",9.344083597658777,0.00261
"Immunization, measles (% of children ages 12-23 months)",9.055773661915325,0.00303
Improved sanitation facilities (% of population with access),28.85134663575687,0.0
"Improved sanitation facilities, rural (% of rural population with access)",28.47214801531586,0.0
"Improved sanitation facilities, urban (% of urban population with access)",29.235930648729255,0.0
Improved water source (% of population with access),29.44291779667445,0.0
"Improved water source, rural (% of rural population with access)",29.300077841659792,0.0
"Improved water source, urban (% of urban population with access)",29.565953358315404,0.0
Incidence of HIV (% of uninfected population ages 15-49),17.37433069758557,5e-05
"Informal employment, female (% of total non-agricultural employment)",9.701420722921831,0.00217
"Informal employment, male (% of total non-agricultural employment)",9.701770544905227,0.00217
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",32.333394115489455,0.0
"Labor force participation rate for ages 15-24, female (%) (national estimate)",8.621922089945485,0.00379
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",33.59379869582573,0.0
"Labor force participation rate for ages 15-24, male (%) (national estimate)",8.457700054724619,0.00413
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",33.44887252045326,0.0
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",33.30849935561254,0.0
"Labor force with advanced education, female (% of female working-age population with advanced education)",40.50223764065362,0.0
"Labor force with advanced education, male (% of male working-age population with advanced education)",40.92902796566594,0.0
"Labor force with basic education, female (% of female working-age population with basic education)",40.677974558437874,0.0
"Labor force with basic education, male (% of male working-age population with basic education)",41.16553212979644,0.0
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",40.71071109908228,0.0
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",40.87803278411362,0.0
"Labor force, female",46.50077939640759,0.0
"Labor force, female (% of total labor force)",33.98459009582946,0.0
"Labor force, total",44.76723547526681,0.0
Lifetime risk of maternal death (%),29.668123066752084,0.0
Lifetime risk of maternal death (1 in: rate varies by country),12.479604496389051,0.00053
"Literacy rate, adult female (% of females ages 15 and above)",16.831631164802317,6e-05
"Literacy rate, adult male (% of males ages 15 and above)",16.829377721019195,6e-05
"Literacy rate, adult total (% of people ages 15 and above)",16.830513934757185,6e-05
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",16.827665961524296,6e-05
"Literacy rate, youth female (% of females ages 15-24)",16.828330650430846,6e-05
"Literacy rate, youth male (% of males ages 15-24)",16.828194311999894,6e-05
"Literacy rate, youth total (% of people ages 15-24)",16.82826070975691,6e-05
Male population 00-04,38.91740476083226,0.0
Male population 05-09,39.345056831188316,0.0
Male population 10-14,35.83338920674714,0.0
Male population 15-19,33.34821466986698,0.0
Male population 20-24,33.52545987726151,0.0
Male population 25-29,34.70960233070938,0.0
Male population 30-34,38.96646935608528,0.0
Male population 35-39,44.0259829554129,0.0
Male population 40-44,45.698219250136034,0.0
Male population 45-49,45.700177511883616,0.0
Male population 50-54,44.32918862266932,0.0
Male population 55-59,42.52755695823467,0.0
Male population 60-64,44.00851438135391,0.0
Male population 65-69,44.06050376669184,0.0
Male population 70-74,43.09436303443485,0.0
Male population 75-79,47.09126568947363,0.0
Male population 80+,56.537309356909894,0.0
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",31.146630719302365,0.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",35.68814344774993,0.0
Mobile cellular subscriptions (per 100 people),11.45663823176995,0.00089
"Mortality rate, adult, female (per 1,000 female adults)",59.45945270465705,0.0
"Mortality rate, adult, male (per 1,000 male adults)",64.69889539817976,0.0
"Mortality rate, infant (per 1,000 live births)",75.04911202171404,0.0
"Mortality rate, neonatal (per 1,000 live births)",166.32303790737944,0.0
"Mortality rate, under-5 (per 1,000 live births)",75.64882396634515,0.0
"Mortality rate, under-5 (per 1,000)",75.64882396634515,0.0
Net ODA provided to the least developed countries (% of donor GNI),50.79606314178763,0.0
Net ODA provided to the least developed countries (current US$),18.632709111059665,3e-05
"Net ODA provided, total (% of GNI)",47.68476353653203,0.0
"Net ODA provided, total (constant 2015 US$)",34.01001002133659,0.0
"Net ODA provided, total (current US$)",33.987763687115,0.0
Net ODA received (% of GNI),328.0523237799207,0.0
Net ODA received per capita (current US$),325.40973493775033,0.0
Net official development assistance and official aid received (current US$),114.38300969126591,0.0
Net official development assistance received (current US$),114.37978129164235,0.0
Newborns protected against tetanus (%),6.979404684792747,0.00903
Number of infant deaths,9.471929966359678,0.00244
Number of maternal deaths,28.77446484385652,0.0
Number of neonatal deaths,10.351915757051424,0.00156
Number of under-five deaths,10.67980360175439,0.00132
Out-of-pocket health expenditure (% of private expenditure on health),7.146557440061699,0.00826
Out-of-pocket health expenditure (% of total expenditure on health),7.486592404184771,0.00689
"PPP conversion factor, GDP (LCU per international $)",38.06452293360889,0.0
"People practicing open defecation, rural (% of rural population)",17.21900106519652,5e-05
"People practicing open defecation, urban (% of urban population)",17.20571309499028,5e-05
"People using basic drinking water services, rural (% of rural population)",14.538563984646915,0.00019
"People using basic drinking water services, urban (% of urban population)",14.618021154946861,0.00019
"People using basic sanitation services, rural (% of rural population)",16.588337442460947,7e-05
"People using basic sanitation services, urban  (% of urban population)",17.0163539944178,6e-05
"People using safely managed drinking water services, urban (% of urban population)",13.33248809808269,0.00035
"People using safely managed sanitation services, rural (% of rural population)",16.713027628482674,7e-05
"People using safely managed sanitation services, urban  (% of urban population)",11.809822860262875,0.00074
"Persistence to grade 5, female (% of cohort)",13.129353032682364,0.00039
"Persistence to grade 5, male (% of cohort)",13.127393650379261,0.00039
Population ages 0-14 (% of total),35.01306821940837,0.0
"Population ages 0-14, female",38.220029819920256,0.0
"Population ages 0-14, male",38.182343958974066,0.0
"Population ages 00-04, female (% of female population)",34.15853957945375,0.0
"Population ages 00-04, male (% of male population)",34.183983061649094,0.0
Population ages 00-14 (% of total),35.01306821940837,0.0
"Population ages 00-14, female (% of total)",34.954446141844045,0.0
"Population ages 00-14, male (% of total)",35.07319704963705,0.0
"Population ages 00-14, total",38.21269632562386,0.0
"Population ages 05-09, female (% of female population)",34.27023650376486,0.0
"Population ages 05-09, male (% of male population)",34.30955008351272,0.0
"Population ages 10-14, female (% of female population)",34.420861189889834,0.0
"Population ages 15-19, female (% of female population)",34.492126679081466,0.0
"Population ages 15-19, male (% of male population)",34.54338474305139,0.0
Population ages 15-64 (% of total),34.14738879181383,0.0
"Population ages 15-64, female",41.601743480874035,0.0
"Population ages 15-64, female (% of total)",34.275134721579036,0.0
"Population ages 15-64, male",41.74967460805258,0.0
"Population ages 15-64, male (% of total)",34.01994635921926,0.0
"Population ages 15-64, total",41.682909546884886,0.0
"Population ages 20-24, female (% of female population)",34.38199754958179,0.0
"Population ages 20-24, male (% of male population)",34.40165044108317,0.0
"Population ages 25-29, female (% of female population)",34.14863272456101,0.0
"Population ages 25-29, male (% of male population)",34.112273258468086,0.0
"Population ages 30-34, female (% of female population)",33.901478973731365,0.0
"Population ages 30-34, male (% of male population)",33.81595720773643,0.0
"Population ages 35-39, female (% of female population)",33.743346094748084,0.0
"Population ages 35-39, male (% of male population)",33.63984113770612,0.0
"Population ages 40-44, female (% of female population)",33.76549361579473,0.0
"Population ages 40-44, male (% of male population)",33.697927596583995,0.0
"Population ages 45-49, female (% of female population)",33.83150334159109,0.0
"Population ages 45-49, male (% of male population)",33.82752992553366,0.0
"Population ages 50-54, female (% of female population)",33.926306855585295,0.0
"Population ages 50-54, male (% of male population)",33.9465322556593,0.0
"Population ages 55-59, female (% of female population)",33.877798899627784,0.0
"Population ages 55-59, male (% of male population)",33.866170693061036,0.0
"Population ages 60-64, female (% of female population)",33.73414960848207,0.0
"Population ages 60-64, male (% of male population)",33.68428349636836,0.0
Population ages 65 and above (% of total),32.68554816460474,0.0
"Population ages 65 and above, female",46.23243793581234,0.0
"Population ages 65 and above, female (% of total)",32.61418844482163,0.0
"Population ages 65 and above, male",47.65436247329517,0.0
"Population ages 65 and above, male (% of total)",32.755225558318195,0.0
"Population ages 65 and above, total",46.853349672552966,0.0
"Population ages 65-69, female (% of female population)",33.76491516616575,0.0
"Population ages 65-69, male (% of male population)",33.70007575702592,0.0
"Population ages 70-74, female (% of female population)",33.82788724107459,0.0
"Population ages 70-74, male (% of male population)",33.77109414672669,0.0
"Population ages 75-79, female (% of female population)",33.713361599504935,0.0
"Population ages 75-79, male (% of male population)",33.70330114034613,0.0
"Population ages 80 and older, female (% of female population)",33.116356758856845,0.0
"Population ages 80 and older, male (% of male population)",33.39341577260779,0.0
"Population ages10-14, male (% of male population)",34.47557381461027,0.0
"Population, female",42.29502443008308,0.0
"Population, female (% of total)",33.951220665963895,0.0
"Population, male",42.364053207016354,0.0
"Population, male (% of total)",33.93803152360941,0.0
"Population, total",42.39161954031569,0.0
Poverty gap at national poverty lines (%),16.17740394964214,9e-05
Poverty headcount ratio at national poverty line (% of population),8.46070881596372,0.00413
Poverty headcount ratio at national poverty lines (% of population),8.46070881596372,0.00413
Pregnant women receiving prenatal care (%),8.995203370107017,0.00312
"Prevalence of HIV, female (% ages 15-24)",7.948703576564634,0.0054
"Prevalence of HIV, male (% ages 15-24)",7.947055774589044,0.0054
"Prevalence of HIV, total (% of population ages 15-49)",7.940442101966458,0.00542
Prevalence of anemia among children (% of children under 5),37.544385599010674,0.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),36.59032012954644,0.0
Prevalence of anemia among pregnant women (%),34.96459668371209,0.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),36.556064980409204,0.0
"Prevalence of obesity, female (% of female population ages 18+)",30.457337294583354,0.0
"Prevalence of obesity, male (% of male population ages 18+)",30.423716157320875,0.0
"Prevalence of overweight, female (% of female adults)",30.150491731226094,0.0
"Prevalence of overweight, male (% of male adults)",29.965959301214156,0.0
"Primary education, pupils (% female)",13.300771788051815,0.00035
Proportion of seats held by women in national parliaments (%),28.44425924871024,0.0
Proportion of women in ministerial level positions (%),7.15527116941739,0.00822
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),33.849051566543025,0.0
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),33.491022754673956,0.0
Ratio of female to male youth unemployment rate (%) (national estimate),18.89345849195278,2e-05
Ratio of young literate females to males (% ages 15-24),16.82766596152429,6e-05
Rural population,26.268012042699553,0.0
Rural population (% of total population),153.58246926717754,0.0
Rural poverty gap at national poverty lines (%),16.17815038693438,9e-05
Rural poverty headcount ratio at national poverty lines (% of rural population),16.180055656952195,9e-05
"School enrollment, secondary (% net)",10.449710263298945,0.00148
"School enrollment, secondary, female (% net)",8.728446832091064,0.00359
"School enrollment, secondary, male (% net)",8.750754222038458,0.00355
"Secondary education, pupils (% female)",11.805133246112423,0.00075
"Self-employed, female (% of female employment)",40.33444446103374,0.0
"Self-employed, male (% of male employment)",40.723583750065785,0.0
"Self-employed, total (% of total employment)",40.5636667460297,0.0
"Start-up procedures to register a business, female (number)",14.407233458147832,0.00021
"Start-up procedures to register a business, male (number)",14.407233458147832,0.00021
"Survival to age 65, female (% of cohort)",28.688707541504492,0.0
"Survival to age 65, male (% of cohort)",28.024464677454336,0.0
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),7.801572439598635,0.00583
"Time required to start a business, female (days)",15.644333044247015,0.00011
"Time required to start a business, male (days)",15.644333044247015,0.00011
"Time-related underemployment, female (% of employment)",14.818310760291705,0.00017
"Time-related underemployment, male (% of employment)",14.694477329278113,0.00018
Total bilateral ODA commitments (current US$),8.46285534351793,0.00412
Total bilateral sector allocable ODA commitments (current US$),17.582424901760856,4e-05
"Total debt service (% of exports of goods, services and primary income)",86.75585688974601,0.0
Trade (% of GDP),25.23367022235701,0.0
"Tuberculosis case detection rate (%, all forms)",12.50771862640624,0.00053
Tuberculosis case detection rate (all forms),12.50771862640624,0.00053
Tuberculosis treatment success rate (% of new cases),86.236692077205,0.0
"Unemployment with advanced education, female (% of female labor force with advanced education)",35.67646481935973,0.0
"Unemployment with advanced education, male (% of male labor force with advanced education)",35.61256907413094,0.0
"Unemployment with basic education, female (% of female labor force with basic education)",36.134850744316594,0.0
"Unemployment with basic education, male (% of male labor force with basic education)",35.898189460751674,0.0
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",35.69794463391685,0.0
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",35.691384480371326,0.0
"Unemployment, female (% of female labor force)",35.390073194309856,0.0
"Unemployment, female (% of female labor force) (modeled ILO estimate)",35.390073194309856,0.0
"Unemployment, male (% of male labor force)",35.37923226387612,0.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",35.37923226387612,0.0
"Unemployment, total (% of total labor force)",35.38334274818917,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",36.47818520930516,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",19.528714618808248,2e-05
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",36.29693496511463,0.0
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",19.726809043068144,2e-05
Urban population,48.57064663591782,0.0
Urban population (% of total),153.58246926718,0.0
Urban population growth (annual %),12.314680218557644,0.00058
Urban poverty gap at national poverty lines (%),16.173609665347197,9e-05
Urban poverty headcount ratio at national poverty lines (% of urban population),16.17611229564076,9e-05
"Wage and salaried workers, female (% of female employment)",11.754149570126506,0.00077
"Wage and salaried workers, male (% of male employment)",11.423339546675825,0.0009
Women's share of population ages 15+ living with HIV (%),8.451299340010454,0.00415
Years,22.591251749540685,0.0
