,F-value,p-value
"Age population, age 25, male, interpolated",22.731316085535564,1e-05
Agricultural support estimate (% of GDP),28.88045504739888,0.0
Antiretroviral therapy coverage (% of people living with HIV),14.200603535606731,0.00025
Average tariffs imposed by developed countries on agricultural products from developing countries (%),17.714664914683592,5e-05
Average tariffs imposed by developed countries on agricultural products from least developed countries (%),18.12648508888753,4e-05
Average tariffs imposed by developed countries on clothing products from developing countries (%),18.167446621698495,4e-05
Average tariffs imposed by developed countries on clothing products from least developed countries (%),18.078645961334253,4e-05
Average tariffs imposed by developed countries on textile products from developing countries (%),18.147299801332558,4e-05
Average tariffs imposed by developed countries on textile products from least developed countries (%),18.07375414794826,4e-05
Bilateral ODA commitments that is untied (% of bilateral ODA commitments),8.263174999869745,0.00476
Bilateral ODA commitments that is untied (current US$),9.064560920417396,0.00316
"Bilateral, sector-allocable ODA to basic social services (% of bilateral ODA commitments)",55.77058500728055,0.0
"Bilateral, sector-allocable ODA to basic social services (current US$)",31.00199029752565,0.0
Births attended by skilled health staff (% of total),40.72981372220773,0.0
CO2 emissions (kt),12.382482775472743,0.00061
"Contributing family workers, female (% of female employment)",16.118503734568957,0.0001
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",9.63989945869743,0.00236
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",9.438968953232067,0.00261
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",45.78476939944511,0.0
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",45.808527856837436,0.0
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",7.776900898350852,0.00613
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",7.753168577663251,0.0062
"Educational attainment, completed Bachelor's or equivalent, population 25+ years, female (%)",7.596027043294196,0.00673
"Educational attainment, completed Bachelor's or equivalent, population 25+ years, male (%)",7.525837630171992,0.00698
"Educational attainment, completed lower secondary, population 25+ years, female (%)",7.27966970934932,0.00795
"Educational attainment, completed lower secondary, population 25+ years, male (%)",7.3813558785821085,0.00753
"Educational attainment, completed post-secondary, population 25+ years, female (%)",19.098237763874884,3e-05
"Educational attainment, completed post-secondary, population 25+ years, male (%)",18.899225892006587,3e-05
"Educational attainment, no schooling, population 25+ years, female (%)",24.537373203562996,0.0
"Educational attainment, no schooling, population 25+ years, male (%)",24.537373203562996,0.0
"Educational attainment, some primary, population 25+ years, female (%)",8.493327655847647,0.00423
"Educational attainment, some primary, population 25+ years, male (%)",8.478242045139508,0.00426
"Educational attainment, some primary, population 25+ years, total (%)",8.486626347974914,0.00424
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",95.2340837886093,0.0
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",43.15218123270773,0.0
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",78.89696601965119,0.0
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",151.6261470470493,0.0
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",54.02212870222921,0.0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",97.6616816263374,0.0
External resources for health (% of total expenditure on health),18.75718200058531,3e-05
Female population 00-04,39.2520886513238,0.0
Female population 05-09,38.943554013297835,0.0
Female population 10-14,25.40288400180368,0.0
Female population 15-19,18.267258081264107,4e-05
Female population 20-24,20.34765298142247,1e-05
Female population 25-29,24.617967490752644,0.0
Female population 30-34,24.615880441619886,0.0
Female population 35-39,23.682689808590045,0.0
Female population 40-44,20.51732514118635,1e-05
Female population 45-49,18.97551852012476,3e-05
Female population 50-54,18.7860284707363,3e-05
Female population 55-59,19.642717709477772,2e-05
Female population 60-64,20.18794211128857,2e-05
Female population 65-69,15.285475636784914,0.00015
Female population 70-74,7.894428623343998,0.00576
Female population 80+,19.591204312454362,2e-05
Fixed telephone subscriptions (per 100 people),29.059527525801116,0.0
Forest area (sq. km),16.061610065835964,0.00011
GDP (current US$),80.42476992396092,0.0
GDP per capita (Current US$),282.53704410775634,0.0
GDP per person employed (constant 2011 PPP $),180.09118095332448,0.0
"GNI per capita, Atlas method (current US$)",263.2412377731371,0.0
"GNI per capita, PPP (current international $)",326.5398893813559,0.0
"GNI, Atlas method (current US$)",78.64634786412076,0.0
Goods (excluding arms) admitted free of tariffs from developing countries (% total merchandise imports excluding arms),17.63521147286361,5e-05
Goods (excluding arms) admitted free of tariffs from least developed countries (% total merchandise imports excluding arms),17.996051534444053,4e-05
"Government expenditure per student, secondary (% of GDP per capita)",7.240475257471543,0.00811
Gross capital formation (% of GDP),21.687037762142428,1e-05
"Gross graduation ratio, tertiary, female (%)",13.160577125661288,0.00042
"Gross graduation ratio, tertiary, male (%)",13.068741342914054,0.00044
Health expenditure per capita (current US$),47.04051529155643,0.0
"Health expenditure per capita, PPP",34.340741910434275,0.0
"Health expenditure per capita, PPP (constant 2011 international $)",34.340741910434275,0.0
"Health expenditure, total (current US$)",35.88896738495947,0.0
"Hospital beds (per 1,000 people)",20.6173217288013,1e-05
"Immunization, BCG (% of one-year-old children)",63.905146902501976,0.0
"Immunization, HepB3 (% of one-year-old children)",92.03882786402883,0.0
"Immunization, measles (% of children ages 12-23 months)",7.11987440946565,0.00864
Incidence of HIV (% of uninfected population ages 15-49),16.189309257147464,0.0001
"Inflation, consumer prices (annual %)",8.562313654358178,0.00408
Internet users (per 100 people),183.2747258301464,0.0
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",203.22452785730815,0.0
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",88.12275927694412,0.0
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",88.02543533144204,0.0
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",31.81612149230481,0.0
"Labor force, female",24.031664546509603,0.0
"Labor force, female (% of total labor force)",59.122695644690886,0.0
"Labor force, total",26.938459870954244,0.0
Lifetime risk of maternal death (1 in: rate varies by country),39.3140895505626,0.0
"Lower secondary completion rate, female (% of relevant age group)",16.630734064554165,8e-05
"Lower secondary completion rate, male (% of relevant age group)",16.628577674549412,8e-05
Male population 00-04,39.35948139339994,0.0
Male population 05-09,38.714412822892506,0.0
Male population 10-14,25.389878993286704,0.0
Male population 15-19,18.637231575999326,3e-05
Male population 20-24,20.334257536102612,1e-05
Male population 25-29,24.656681943378832,0.0
Male population 30-34,26.19634843273101,0.0
Male population 35-39,26.509598012310207,0.0
Male population 40-44,24.752086350686604,0.0
Male population 45-49,25.076805979989892,0.0
Male population 50-54,26.705244421968686,0.0
Male population 55-59,29.330694958811492,0.0
Male population 60-64,32.808995808993615,0.0
Male population 65-69,31.636046338815394,0.0
Male population 70-74,26.38066406323148,0.0
Male population 75-79,27.245177001692078,0.0
Male population 80+,38.25817036816364,0.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",49.8552129799553,0.0
"Mortality rate, adult, male (per 1,000 male adults)",13.978697305421566,0.00028
"Mortality rate, infant (per 1,000 live births)",404.86909386324686,0.0
"Mortality rate, neonatal (per 1,000 live births)",201.51170372958697,0.0
"Mortality rate, under-5 (per 1,000 live births)",442.4656134716682,0.0
"Mortality rate, under-5 (per 1,000)",442.4656134716682,0.0
Net ODA provided to the least developed countries (% of donor GNI),198.4957208491561,0.0
Net ODA provided to the least developed countries (current US$),46.279392345532145,0.0
"Net ODA provided, total (% of GNI)",198.5002633766568,0.0
"Net ODA provided, total (constant 2015 US$)",43.4739883643078,0.0
"Net ODA provided, total (current US$)",43.8583607590615,0.0
"Net intake rate in grade 1, female (% of official school-age population)",15.710218077915775,0.00012
"Net intake rate in grade 1, male (% of official school-age population)",15.706572913203349,0.00012
"PPP conversion factor, GDP (LCU per international $)",26.02438973736562,0.0
"PPP conversion factor, private consumption (LCU per international $)",25.907884726072886,0.0
"People using safely managed sanitation services, rural (% of rural population)",90.5414105084521,0.0
"People using safely managed sanitation services, urban  (% of urban population)",10.101317231228284,0.00187
"Persistence to last grade of primary, female (% of cohort)",20.025146232431474,2e-05
"Persistence to last grade of primary, male (% of cohort)",20.05965615645622,2e-05
"Persistence to last grade of primary, total (% of cohort)",17.213861330076174,6e-05
Population ages 0-14 (% of total),108.7820727793409,0.0
"Population ages 0-14, female",34.72080129278048,0.0
"Population ages 0-14, male",34.68476494458095,0.0
"Population ages 00-04, female (% of female population)",166.02470947588174,0.0
"Population ages 00-04, male (% of male population)",63.814211663202094,0.0
Population ages 00-14 (% of total),108.7820727793409,0.0
"Population ages 00-14, female (% of total)",159.73952615266086,0.0
"Population ages 00-14, male (% of total)",54.42620536798262,0.0
"Population ages 00-14, total",34.7014521477452,0.0
"Population ages 05-09, female (% of female population)",203.82197418545752,0.0
"Population ages 05-09, male (% of male population)",84.32310544714593,0.0
"Population ages 10-14, female (% of female population)",33.689697803147546,0.0
"Population ages 15-19, male (% of male population)",30.10725990199769,0.0
Population ages 15-64 (% of total),60.32965281033368,0.0
"Population ages 15-64, female",21.578865463566242,1e-05
"Population ages 15-64, male",26.069940116428192,0.0
"Population ages 15-64, male (% of total)",338.3439143613859,0.0
"Population ages 15-64, total",23.810719208036858,0.0
"Population ages 20-24, male (% of male population)",52.92216184320478,0.0
"Population ages 25-29, male (% of male population)",22.391339171603555,1e-05
"Population ages 30-34, female (% of female population)",7.047979076212559,0.00898
"Population ages 30-34, male (% of male population)",10.426677755169068,0.00159
"Population ages 35-39, female (% of female population)",8.458492035396345,0.00431
"Population ages 35-39, male (% of male population)",7.1628531530443595,0.00845
"Population ages 40-44, male (% of male population)",35.82106114605168,0.0
"Population ages 45-49, female (% of female population)",24.356464049434134,0.0
"Population ages 45-49, male (% of male population)",57.722332456219945,0.0
"Population ages 50-54, female (% of female population)",21.752503681684527,1e-05
"Population ages 50-54, male (% of male population)",8.934072502981643,0.00338
"Population ages 60-64, male (% of male population)",16.874423217808612,7e-05
Population ages 65 and above (% of total),12.499759677220712,0.00057
"Population ages 65 and above, female",12.976957087647275,0.00045
"Population ages 65 and above, female (% of total)",51.29026805369972,0.0
"Population ages 65 and above, male",31.54845643135931,0.0
"Population ages 65 and above, male (% of total)",12.740552516818418,0.00051
"Population ages 65 and above, total",20.323411836444865,1e-05
"Population ages 65-69, female (% of female population)",28.55226901803331,0.0
"Population ages 70-74, female (% of female population)",138.88556326970982,0.0
"Population ages 75-79, female (% of female population)",155.07302255954792,0.0
"Population ages 80 and older, male (% of male population)",115.7111965454696,0.0
Population growth (annual %),227.18168340389673,0.0
"Population, female",21.91456797289312,1e-05
"Population, female (% of total)",826.4824837958884,0.0
"Population, male",28.8347300075337,0.0
"Population, male (% of total)",826.4824837911913,0.0
"Population, total",25.246391720481974,0.0
Poverty headcount ratio at national poverty line (% of population),115.8714868390002,0.0
Poverty headcount ratio at national poverty lines (% of population),115.8714868390002,0.0
"Prevalence of HIV, female (% ages 15-24)",16.193221686783488,0.0001
"Prevalence of HIV, male (% ages 15-24)",16.196087324562985,0.0001
"Prevalence of HIV, total (% of population ages 15-49)",16.197398895486447,0.0001
Prevalence of anemia among children (% of children under 5),532.8366099674047,0.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),298.4385046237738,0.0
Prevalence of anemia among pregnant women (%),429.6056673897175,0.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),297.72545544735726,0.0
"Primary completion rate, female (% of relevant age group)",9.2892365116089,0.00282
"Primary completion rate, male (% of relevant age group)",9.376040428636395,0.0027
"Primary completion rate, total (% of relevant age group)",9.33369996324579,0.00275
"Primary education, teachers (% female)",28.45397221342051,0.0
Proportion of seats held by women in national parliaments (%),92.70528425752103,0.0
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),57.16292869894522,0.0
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),44.909474260168224,0.0
Rural population (% of total population),85.24748667266347,0.0
Rural population growth (annual %),16.171197801100327,0.0001
"Secondary education, teachers (% female)",26.461522426289235,0.0
"Time-related underemployment, female (% of employment)",17.0528755898181,7e-05
"Time-related underemployment, male (% of employment)",17.16909347890425,6e-05
Total bilateral ODA commitments (current US$),8.967415758754898,0.00332
Total bilateral sector allocable ODA commitments (current US$),37.94795966351156,0.0
Trade (% of GDP),9.124725052845355,0.00306
"Unemployment, female (% of female labor force)",38.12795552238801,0.0
"Unemployment, female (% of female labor force) (modeled ILO estimate)",38.12795552238801,0.0
"Unemployment, male (% of male labor force)",26.83263264868434,0.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",26.83263264868434,0.0
"Unemployment, total (% of total labor force)",31.1074618212047,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",19.70735448535515,2e-05
Urban population,29.927921137338558,0.0
Urban population (% of total),85.24748667266199,0.0
Urban population growth (annual %),241.37015133738106,0.0
"Vulnerable employment, female (% of female employment)",16.295423855044007,9e-05
Women's share of population ages 15+ living with HIV (%),16.04537311934317,0.00011
Years,12.46785761549776,0.00058
