,F-value,p-value
"Age population, age 13, female, interpolated",25.83662939168013,0.0
"Age population, age 13, male, interpolated",24.200994182853325,1e-05
"Age population, age 14, female, interpolated",21.612166709293966,2e-05
"Age population, age 14, male, interpolated",20.159680010765122,3e-05
"Age population, age 15, female, interpolated",17.66450348204944,8e-05
"Age population, age 15, male, interpolated",16.408813199216706,0.00013
"Age population, age 16, female, interpolated",14.17144382129378,0.00035
"Age population, age 16, male, interpolated",13.114774244491773,0.00056
"Age population, age 17, female, interpolated",11.153773590501643,0.00136
"Age population, age 17, male, interpolated",10.290701323624912,0.00204
"Age population, age 18, female, interpolated",8.586919142704641,0.00461
"Age population, age 18, male, interpolated",7.90629291595283,0.00643
CO2 emissions (kt),12.071498820676632,0.0009
Children (0-14) living with HIV,56.15631079913677,0.0
Children (ages 0-14) newly infected with HIV,33.997654008476175,0.0
Children orphaned by HIV/AIDS,64.75830448296998,0.0
"Contributing family workers, total (% of total employment)",8.798208312183332,0.00416
Country_code,11.82556547286119,0.001
"Employment to population ratio, 15+, female (%) (national estimate)",8.149179817585198,0.00571
"Employment to population ratio, 15+, male (%) (national estimate)",8.14714909993103,0.00571
"Employment to population ratio, 15+, total (%) (national estimate)",9.00958126592574,0.00375
Female population 00-04,36.859515145746684,0.0
Female population 05-09,41.1829093219308,0.0
Female population 10-14,29.484083623571028,0.0
Female population 15-19,11.260862187634446,0.0013
Female population 80+,10.793497470261553,0.00161
Fixed telephone subscriptions (per 100 people),39.86757936769957,0.0
Forest area (sq. km),266.0132948374225,0.0
GDP (current US$),8.14679638317839,0.00571
GDP per capita (Current US$),8.930331560706623,0.0039
GDP per person employed (constant 2011 PPP $),10.036564846594008,0.0023
"GNI per capita, Atlas method (current US$)",10.815222010245385,0.0016
"GNI per capita, PPP (current international $)",11.72350128884249,0.00105
"GNI, Atlas method (current US$)",11.707128311593667,0.00106
"Immunization, BCG (% of one-year-old children)",135.18820044300745,0.0
"Immunization, DPT (% of children ages 12-23 months)",93.32805165536315,0.0
"Immunization, HepB3 (% of one-year-old children)",10.029751701779052,0.00231
"Immunization, Pol3 (% of one-year-old children)",92.73175480551664,0.0
"Immunization, measles (% of children ages 12-23 months)",130.76329369582558,0.0
Internet users (per 100 people),12.453295868351141,0.00075
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",9.800101440289712,0.00257
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",9.797895672373928,0.00257
"Lower secondary completion rate, female (% of relevant age group)",24.916867845529797,0.0
"Lower secondary completion rate, male (% of relevant age group)",24.781459137318336,0.0
Malaria cases reported,253.41560696575723,0.0
Male population 00-04,35.38582971229038,0.0
Male population 05-09,39.356994371794606,0.0
Male population 10-14,27.733648266614185,0.0
Male population 15-19,10.417920708920848,0.00192
Male population 75-79,7.739400203229723,0.00699
Male population 80+,9.630470110637841,0.00279
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",11.293167172430529,0.00128
Mobile cellular subscriptions (per 100 people),26.138707274822174,0.0
"Mortality rate, infant (per 1,000 live births)",221.06815984858596,0.0
"Mortality rate, neonatal (per 1,000 live births)",121.76087572050865,0.0
"Mortality rate, under-5 (per 1,000 live births)",372.6623531357216,0.0
"Mortality rate, under-5 (per 1,000)",372.6623531357216,0.0
"Net intake rate in grade 1, female (% of official school-age population)",16.34668423949447,0.00014
"Net intake rate in grade 1, male (% of official school-age population)",16.34102919528876,0.00014
Net official development assistance and official aid received (current US$),23.59388399838543,1e-05
Net official development assistance received (current US$),23.566213842195097,1e-05
Number of infant deaths,207.10744113545385,0.0
Number of maternal deaths,160.51426811584423,0.0
Number of neonatal deaths,151.19827274871258,0.0
Number of under-five deaths,291.7794019414584,0.0
"Nurses and midwives (per 1,000 people)",39.78565537653451,0.0
People using safely managed drinking water services (% of population),16.114855809134582,0.00015
People using safely managed sanitation services (% of population),100.62310208970577,0.0
"People using safely managed sanitation services, urban  (% of urban population)",49.76956997089778,0.0
"Persistence to grade 5, female (% of cohort)",20.96430088428757,2e-05
"Persistence to grade 5, male (% of cohort)",20.941416488286535,2e-05
"Persistence to last grade of primary, female (% of cohort)",19.191965026530085,4e-05
"Persistence to last grade of primary, male (% of cohort)",19.171330497622222,4e-05
"Persistence to last grade of primary, total (% of cohort)",19.181312187229985,4e-05
Population ages 0-14 (% of total),919.0658095735185,0.0
"Population ages 0-14, female",36.76530540368461,0.0
"Population ages 0-14, male",35.04212781718048,0.0
"Population ages 00-04, female (% of female population)",303.8942869121175,0.0
"Population ages 00-04, male (% of male population)",289.1883448860988,0.0
Population ages 00-14 (% of total),919.0658095735185,0.0
"Population ages 00-14, female (% of total)",919.6232784032561,0.0
"Population ages 00-14, male (% of total)",838.4511050557591,0.0
"Population ages 00-14, total",35.88219407430309,0.0
"Population ages 05-09, female (% of female population)",844.5146529512954,0.0
"Population ages 05-09, male (% of male population)",732.5212193483408,0.0
"Population ages 10-14, female (% of female population)",226.88742524815012,0.0
"Population ages 15-19, female (% of female population)",20.33304274480354,3e-05
"Population ages 15-19, male (% of male population)",18.462480928527942,6e-05
Population ages 15-64 (% of total),628.0108218422688,0.0
"Population ages 15-64, female (% of total)",744.8534679609336,0.0
"Population ages 15-64, male (% of total)",519.6298906345448,0.0
"Population ages 20-24, male (% of male population)",7.5862499395303065,0.00754
"Population ages 25-29, female (% of female population)",59.739843728402136,0.0
"Population ages 25-29, male (% of male population)",43.079478589741676,0.0
"Population ages 30-34, female (% of female population)",70.62019174596409,0.0
"Population ages 30-34, male (% of male population)",34.49276676407735,0.0
"Population ages 35-39, female (% of female population)",83.72982398505503,0.0
"Population ages 35-39, male (% of male population)",36.79168596141153,0.0
"Population ages 40-44, female (% of female population)",134.52417689101367,0.0
"Population ages 40-44, male (% of male population)",82.6490519184714,0.0
"Population ages 45-49, female (% of female population)",112.86285848706427,0.0
"Population ages 45-49, male (% of male population)",122.82281239582186,0.0
"Population ages 50-54, female (% of female population)",82.47149054985711,0.0
"Population ages 50-54, male (% of male population)",94.72631255959725,0.0
"Population ages 55-59, female (% of female population)",51.883061946032676,0.0
"Population ages 55-59, male (% of male population)",58.497486311124256,0.0
"Population ages 60-64, female (% of female population)",50.99744764041682,0.0
"Population ages 60-64, male (% of male population)",60.34991744189863,0.0
Population ages 65 and above (% of total),125.07374170791094,0.0
"Population ages 65 and above, female (% of total)",121.31791785338572,0.0
"Population ages 65 and above, male (% of total)",126.83206646315745,0.0
"Population ages 65-69, female (% of female population)",80.94687509333048,0.0
"Population ages 65-69, male (% of male population)",102.82453996341148,0.0
"Population ages 70-74, female (% of female population)",110.54258469438372,0.0
"Population ages 70-74, male (% of male population)",103.55113055016886,0.0
"Population ages 75-79, female (% of female population)",125.49591024127339,0.0
"Population ages 75-79, male (% of male population)",119.3203210526283,0.0
"Population ages 80 and older, female (% of female population)",108.46626147366418,0.0
"Population ages 80 and older, male (% of male population)",98.42236181954692,0.0
"Population ages10-14, male (% of male population)",209.92843646368297,0.0
Population growth (annual %),37.69704376467954,0.0
Prevalence of anemia among children (% of children under 5),760.6580689047886,0.0
"Prevalence of obesity, female (% of female population ages 18+)",46.13634100952105,0.0
"Prevalence of obesity, male (% of male population ages 18+)",46.103737592065514,0.0
"Prevalence of overweight, female (% of female adults)",46.16164925620873,0.0
"Prevalence of overweight, male (% of male adults)",46.08934643485746,0.0
Prevalence of undernourishment (% of population),49.27527833879798,0.0
"Primary completion rate, female (% of relevant age group)",30.807325805115426,0.0
"Primary completion rate, male (% of relevant age group)",30.73988335166845,0.0
"Primary completion rate, total (% of relevant age group)",30.772971524005932,0.0
"Primary education, teachers (% female)",49.65860376513757,0.0
"Progression to secondary school, female (%)",15.785193209231194,0.00017
"Progression to secondary school, male (%)",15.77852266729001,0.00017
Ratio of female to male labor force participation rate (%) (national estimate),9.801259986162979,0.00257
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),8.386362789492866,0.00508
Reported cases of malaria,253.41560696575723,0.0
Rural population,57.24855947071524,0.0
Rural population (% of total population),131.83576943001512,0.0
Rural population growth (annual %),136.07750967908225,0.0
"School enrollment, primary (% net)",22.29447469059674,1e-05
Status under enhanced HIPC initiative,119.28881741494119,0.0
"Tertiary education, academic staff (% female)",20.542599950133535,2e-05
"Unemployment, female (% of female labor force) (national estimate)",18.13902215443191,6e-05
"Unemployment, male (% of male labor force) (national estimate)",18.079971021274265,7e-05
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",10.081103613891715,0.00225
Urban population (% of total),131.83576942999062,0.0
Vitamin A supplementation coverage rate (% of children ages 6-59 months),52.262596251246585,0.0
