,F-value,p-value
"Population ages10-14, male (% of male population)",20.015252042212424,6e-05
Population growth (annual %),19.513004617923006,7e-05
"Population, female",20.42861225531845,5e-05
"Population, female (% of total)",20.021515425517805,6e-05
"Population, male",20.43293426269836,5e-05
"Population, male (% of total)",20.021823731667283,6e-05
"Population, total",20.448960475717172,5e-05
Prevalence of anemia among children (% of children under 5),20.020409763207834,6e-05
Prevalence of anemia among non-pregnant women (% of women ages 15-49),20.02391079139204,6e-05
Prevalence of anemia among pregnant women (%),20.022182649503485,6e-05
Prevalence of anemia among women of reproductive age (% of women ages 15-49),20.023870975155802,6e-05
"Prevalence of obesity, female (% of female population ages 18+)",12.879999451536042,0.0009
"Prevalence of obesity, male (% of male population ages 18+)",12.881161157634873,0.0009
"Prevalence of overweight, female (% of female adults)",12.880423969938985,0.0009
"Prevalence of overweight, male (% of male adults)",12.880197215607494,0.0009
"Primary education, pupils (% female)",25.666140301975954,1e-05
Proportion of seats held by women in national parliaments (%),20.042952778689752,6e-05
Proportion of women in ministerial level positions (%),7.5658821099147815,0.00889
"Public spending on education, total (% of GDP)",8.101747213038928,0.00694
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),20.033166014258047,6e-05
Ratio of female to male labor force participation rate (%) (national estimate),20.031758932979624,6e-05
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),20.017605609825498,6e-05
Ratio of female to male youth unemployment rate (%) (national estimate),20.018375799555784,6e-05
Rural population,20.006461976995173,6e-05
"School enrollment, primary (% gross)",28.37868237566735,0.0
"School enrollment, primary (gross), gender parity index (GPI)",25.683416159617135,1e-05
"School enrollment, primary and secondary (gross), gender parity index (GPI)",22.369809122773635,3e-05
"School enrollment, primary, female (% gross)",25.61390840727233,1e-05
"School enrollment, primary, male (% gross)",25.66626338241044,1e-05
"School enrollment, secondary (% gross)",24.700091211552866,1e-05
"School enrollment, secondary (gross), gender parity index (GPI)",24.567737090322336,1e-05
"School enrollment, secondary, female (% gross)",24.670573947233617,1e-05
"School enrollment, secondary, male (% gross)",24.727843762034286,1e-05
"Secondary education, pupils (% female)",24.544056122121756,1e-05
"Self-employed, female (% of female employment)",20.02327961773753,6e-05
"Self-employed, male (% of male employment)",20.0198518387674,6e-05
"Self-employed, total (% of total employment)",20.021232111047425,6e-05
Sex ratio at birth (male births per female births),10.645147420855698,0.00226
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),22.837919519804537,2e-05
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),22.837919519804537,2e-05
"Start-up procedures to register a business, female (number)",20.01704750793703,6e-05
"Start-up procedures to register a business, male (number)",20.01704750793703,6e-05
"Survival to age 65, female (% of cohort)",16.089232234101512,0.00026
"Survival to age 65, male (% of cohort)",16.09351881964312,0.00026
"Time required to start a business, female (days)",20.021564195038167,6e-05
"Time required to start a business, male (days)",20.021564195038167,6e-05
"Time-related underemployment, female (% of employment)",20.0240295615004,6e-05
"Time-related underemployment, male (% of employment)",20.02309191827751,6e-05
Total bilateral sector allocable ODA commitments (current US$),15.638144839517452,0.0003
Tuberculosis treatment success rate (% of new cases),12.916329858053961,0.00088
"Unemployment with advanced education, female (% of female labor force with advanced education)",16.08602648151068,0.00026
"Unemployment with advanced education, male (% of male labor force with advanced education)",16.08722793770521,0.00026
"Unemployment with basic education, female (% of female labor force with basic education)",16.07908732113884,0.00026
"Unemployment with basic education, male (% of male labor force with basic education)",16.07741158133325,0.00026
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",16.088039258285008,0.00026
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",16.08983424585468,0.00026
"Unemployment, female (% of female labor force)",20.02168230728373,6e-05
"Unemployment, female (% of female labor force) (modeled ILO estimate)",20.02168230728373,6e-05
"Unemployment, female (% of female labor force) (national estimate)",20.02148807752007,6e-05
"Unemployment, male (% of male labor force)",20.023540440108626,6e-05
"Unemployment, male (% of male labor force) (modeled ILO estimate)",20.023540440108626,6e-05
"Unemployment, male (% of male labor force) (national estimate)",20.02358987672007,6e-05
"Unemployment, total (% of total labor force)",20.022644186332986,6e-05
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",20.02589182858327,6e-05
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",20.025507695925224,6e-05
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",20.027538044010555,6e-05
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",20.026885191561853,6e-05
Urban population,20.53791481797056,5e-05
"Vulnerable employment, female (% of female employment)",20.024748616952746,6e-05
"Vulnerable employment, male (% of male employment)",20.023037565257216,6e-05
"Vulnerable employment, total (% of total employment)",20.023711251635273,6e-05
"Wage and salaried workers, female (% of female employment)",20.02017040032512,6e-05
"Wage and salaried workers, male (% of male employment)",20.023369484581018,6e-05
