,F-value,p-value
Population ages 15-64 (% of total),10.405911862844352,0.00172
"Population ages 15-64, female (% of total)",16.30957893914794,0.00011
"Population ages 15-64, male (% of total)",7.43520079470701,0.0076
"Population ages 25-29, female (% of female population)",18.99083905234395,3e-05
"Population ages 30-34, female (% of female population)",20.64524316392572,2e-05
"Population ages 30-34, male (% of male population)",8.250138138120708,0.00502
"Population ages 35-39, female (% of female population)",32.7138779048202,0.0
"Population ages 35-39, male (% of male population)",17.72133332060003,6e-05
"Population ages 40-44, female (% of female population)",23.875267988346707,0.0
"Population ages 40-44, male (% of male population)",15.413080061759398,0.00016
"Population ages 45-49, female (% of female population)",16.40845762799716,0.0001
"Population ages 60-64, male (% of male population)",7.8000355648904645,0.00631
Population ages 65 and above (% of total),12.655008750388847,0.00058
"Population ages 65 and above, female (% of total)",13.230846940265979,0.00045
"Population ages 65 and above, male (% of total)",12.029386573870289,0.00079
"Population ages 70-74, female (% of female population)",8.627034603524972,0.00415
"Population ages 70-74, male (% of male population)",8.48150726247801,0.00446
"Population ages 75-79, female (% of female population)",29.647991118951303,0.0
"Population ages 75-79, male (% of male population)",41.771785026885816,0.0
"Population ages 80 and older, female (% of female population)",57.78235953411173,0.0
"Population ages 80 and older, male (% of male population)",70.85074531116254,0.0
"Prevalence of HIV, female (% ages 15-24)",55.39412710158783,0.0
"Prevalence of HIV, male (% ages 15-24)",55.63832990155352,0.0
"Prevalence of HIV, total (% of population ages 15-49)",55.612251292950944,0.0
Prevalence of anemia among children (% of children under 5),118.83349632843877,0.0
Prevalence of anemia among pregnant women (%),7.224381128525855,0.00848
Prevalence of syphilis (% of women attending antenatal care),8.360896188652694,0.00474
Proportion of seats held by women in national parliaments (%),10.481456705569517,0.00166
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),112.35025157302135,0.0
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),25.65244286790027,0.0
Rural population,9.706652227739333,0.00242
Rural population (% of total population),116.83961087833501,0.0
Rural population growth (annual %),16.89867384837514,8e-05
"School enrollment, secondary (% net)",36.26445809229955,0.0
"School enrollment, secondary, female (% net)",36.26612964472006,0.0
"School enrollment, secondary, male (% net)",36.262721488232266,0.0
"School enrollment, tertiary (% gross)",28.48297643201197,0.0
"School enrollment, tertiary (gross), gender parity index (GPI)",8.354078230366305,0.00476
"School enrollment, tertiary, female (% gross)",8.281221914858158,0.00494
"School enrollment, tertiary, male (% gross)",8.27450468267164,0.00495
Status under enhanced HIPC initiative,12.135989266715427,0.00075
"Total debt service (% of exports of goods, services and primary income)",14.562028489440038,0.00024
Trade (% of GDP),49.339387709145896,0.0
"Unemployment, female (% of female labor force)",108.96029863985403,0.0
"Unemployment, female (% of female labor force) (modeled ILO estimate)",108.96029863985403,0.0
"Unemployment, male (% of male labor force)",88.11933859171222,0.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",88.11933859171222,0.0
"Unemployment, total (% of total labor force)",103.8551169962378,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",122.42842511244459,0.0
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",63.292175310713915,0.0
Urban population (% of total),116.83961087833296,0.0
Urban population growth (annual %),8.85495928527889,0.0037
Women's share of population ages 15+ living with HIV (%),54.25694828833229,0.0
Years,10.716781390454742,0.00148
