,F-value,p-value
External resources for health (% of total expenditure on health),77.5529475167501,0.0
Female population 00-04,48.401841584697955,0.0
Female population 05-09,43.500752443435,0.0
Female population 10-14,40.30592127274792,0.0
Female population 15-19,36.67187888936211,0.0
Female population 20-24,30.367248050025367,0.0
Female population 25-29,24.18394172850797,0.0
Female population 30-34,20.1615788411376,1e-05
Female population 35-39,18.123052716714977,3e-05
Female population 40-44,16.666713908632776,6e-05
Female population 45-49,14.362450919804116,0.00019
Female population 50-54,11.38472413017943,0.00087
Female population 55-59,7.9071872790461235,0.00536
Female population 65-69,7.384964621340238,0.0071
Female population 70-74,8.002628668156161,0.0051
Female share of employment in senior and middle management (%),40.99146073318288,0.0
Fixed telephone subscriptions (per 100 people),194.4404249866448,0.0
Forest area (sq. km),8.371838267395011,0.00419
GDP per capita (Current US$),96.70810201861497,0.0
GDP per person employed (constant 2011 PPP $),11.921489083649774,0.00066
"GNI per capita, Atlas method (current US$)",86.52014640216973,0.0
"GNI per capita, PPP (current international $)",30.84396139310848,0.0
Goods (excluding arms) admitted free of tariffs from developing countries (% total merchandise imports excluding arms),24.64232790924186,0.0
Goods (excluding arms) admitted free of tariffs from least developed countries (% total merchandise imports excluding arms),24.628784253494736,0.0
"Government expenditure on education, total (% of GDP)",15.105728043236207,0.00013
"Government expenditure per student, primary (% of GDP per capita)",36.60518371306421,0.0
"Government expenditure per student, secondary (% of GDP per capita)",36.3979384961153,0.0
Health expenditure per capita (current US$),56.73004086730357,0.0
"Health expenditure per capita, PPP",33.573069711769215,0.0
"Health expenditure per capita, PPP (constant 2011 international $)",33.573069711769215,0.0
"Hospital beds (per 1,000 people)",21.931121727270096,0.0
"Immunization, BCG (% of one-year-old children)",166.5711351112178,0.0
"Immunization, DPT (% of children ages 12-23 months)",72.3353021265203,0.0
"Immunization, HepB3 (% of one-year-old children)",102.40719190315836,0.0
"Immunization, Hib3 (% of children ages 12-23 months)",130.6374346636997,0.0
"Immunization, Pol3 (% of one-year-old children)",52.617933864813295,0.0
"Immunization, measles (% of children ages 12-23 months)",39.94233536627609,0.0
"Incidence of tuberculosis (per 100,000 people)",6.880865087165021,0.00932
Internet users (per 100 people),28.54520668533782,0.0
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",95.20633835595785,0.0
"Labor force participation rate for ages 15-24, female (%) (national estimate)",39.10684345357126,0.0
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",30.075814679473186,0.0
"Labor force participation rate for ages 15-24, male (%) (national estimate)",38.039269095168834,0.0
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",26.50929620809681,0.0
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",21.408561573712355,1e-05
"Labor force with advanced education, female (% of female working-age population with advanced education)",12.751199635229092,0.00044
"Labor force with advanced education, male (% of male working-age population with advanced education)",12.603554223127126,0.00047
"Labor force with basic education, female (% of female working-age population with basic education)",12.743347799287713,0.00044
"Labor force with basic education, male (% of male working-age population with basic education)",12.31726590586839,0.00054
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",12.980618711348425,0.00039
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",12.64211954263822,0.00046
"Labor force, total",12.123278286909617,0.0006
Lifetime risk of maternal death (1 in: rate varies by country),78.85023605338269,0.0
"Lower secondary completion rate, female (% of relevant age group)",15.77503486084584,0.0001
"Lower secondary completion rate, male (% of relevant age group)",15.466882370471104,0.00011
Malaria cases reported,50.65954730809574,0.0
Male population 00-04,50.31618816037859,0.0
Male population 05-09,45.35179088266161,0.0
Male population 10-14,41.881383389714095,0.0
Male population 15-19,37.691062504666974,0.0
Male population 20-24,28.542491765152135,0.0
Male population 25-29,18.623532408061855,2e-05
Male population 30-34,13.745692510300223,0.00026
Male population 35-39,11.645935298786139,0.00076
Male population 40-44,10.680018033997401,0.00125
Male population 45-49,10.140453255398324,0.00166
Male population 50-54,9.171674324572294,0.00275
Male population 55-59,7.629126361953102,0.00622
Male population 60-64,7.009727376375966,0.00869
Male population 65-69,7.572632460110773,0.00642
Male population 70-74,7.448531068782658,0.00686
"Maternal mortality ratio (national estimate, per 100,000 live births)",19.124825662004238,2e-05
Mobile cellular subscriptions (per 100 people),48.16649783573426,0.0
"Mortality rate, adult, male (per 1,000 male adults)",13.36582415763954,0.00032
"Mortality rate, infant (per 1,000 live births)",603.0133304187447,0.0
"Mortality rate, neonatal (per 1,000 live births)",577.7015657412562,0.0
"Mortality rate, under-5 (per 1,000 live births)",602.0528384970822,0.0
"Mortality rate, under-5 (per 1,000)",602.0528384970822,0.0
Net ODA received (% of GNI),67.86211569546312,0.0
Net ODA received per capita (current US$),109.14187756120737,0.0
Net official development assistance and official aid received (current US$),36.96531579506027,0.0
Net official development assistance received (current US$),36.977889757334935,0.0
Newborns protected against tetanus (%),32.40972035665938,0.0
Number of infant deaths,110.50037911862253,0.0
Number of maternal deaths,27.059421341131163,0.0
Number of neonatal deaths,117.66306269154784,0.0
Number of people who are undernourished,63.92345620732518,0.0
Number of under-five deaths,110.72943677691372,0.0
"People practicing open defecation, rural (% of rural population)",12.736665575927642,0.00044
"People practicing open defecation, urban (% of urban population)",12.615475123918774,0.00047
"People using basic drinking water services, rural (% of rural population)",11.351098858016611,0.00089
"People using basic drinking water services, urban (% of urban population)",12.291131578049004,0.00055
"People using basic sanitation services, rural (% of rural population)",11.366203953224085,0.00088
"People using basic sanitation services, urban  (% of urban population)",11.976648193622704,0.00065
People using safely managed drinking water services (% of population),8.454800824818346,0.00401
"People using safely managed drinking water services, rural (% of rural population)",65.48393140052458,0.0
"People using safely managed drinking water services, urban (% of urban population)",65.48393140052458,0.0
People using safely managed sanitation services (% of population),20.50695706935345,1e-05
"Persistence to grade 5, female (% of cohort)",24.720907122457636,0.0
"Persistence to grade 5, male (% of cohort)",24.742553489054774,0.0
Population ages 0-14 (% of total),72.49424834680579,0.0
"Population ages 0-14, female",44.26690163812829,0.0
"Population ages 0-14, male",46.05625955828197,0.0
"Population ages 00-04, female (% of female population)",20.685740318850918,1e-05
"Population ages 00-04, male (% of male population)",82.37304420522824,0.0
Population ages 00-14 (% of total),72.49424834680579,0.0
"Population ages 00-14, female (% of total)",27.903274138854645,0.0
"Population ages 00-14, male (% of total)",85.74047403409949,0.0
"Population ages 00-14, total",45.1741014440689,0.0
"Population ages 05-09, female (% of female population)",22.067605477104745,0.0
"Population ages 05-09, male (% of male population)",75.94021997536295,0.0
"Population ages 10-14, female (% of female population)",36.697557531988345,0.0
"Population ages 15-19, female (% of female population)",46.77776403386149,0.0
"Population ages 15-19, male (% of male population)",74.15070407870678,0.0
Population ages 15-64 (% of total),43.521605536701614,0.0
"Population ages 15-64, female",20.312424150507194,1e-05
"Population ages 15-64, female (% of total)",28.44263646031248,0.0
"Population ages 15-64, male",17.136462782543738,5e-05
"Population ages 15-64, male (% of total)",46.11928150171199,0.0
"Population ages 15-64, total",18.89886563915754,2e-05
"Population ages 25-29, female (% of female population)",14.089248662271304,0.00022
"Population ages 25-29, male (% of male population)",20.391274890233188,1e-05
"Population ages 30-34, female (% of female population)",22.469596394041428,0.0
"Population ages 30-34, male (% of male population)",21.22053736155163,1e-05
"Population ages 35-39, female (% of female population)",17.061863040070754,5e-05
"Population ages 35-39, male (% of male population)",20.107212090463673,1e-05
"Population ages 40-44, male (% of male population)",24.162960774314566,0.0
"Population ages 45-49, male (% of male population)",26.6321192215212,0.0
"Population ages 50-54, male (% of male population)",22.970142205233017,0.0
"Population ages 55-59, female (% of female population)",7.73884213466489,0.00587
"Population ages 55-59, male (% of male population)",23.995930106161946,0.0
"Population ages 60-64, female (% of female population)",10.794030500444382,0.00118
"Population ages 60-64, male (% of male population)",20.37670098645991,1e-05
"Population ages 65 and above, male (% of total)",7.867678487216148,0.00548
"Population ages 80 and older, female (% of female population)",17.51282693197448,4e-05
"Population ages 80 and older, male (% of male population)",35.25964621272941,0.0
"Population ages10-14, male (% of male population)",82.6363951915203,0.0
Population growth (annual %),17.732453991092832,4e-05
"Population, female",24.971838477338782,0.0
"Population, female (% of total)",22.248597227877614,0.0
"Population, male",23.820305527639402,0.0
"Population, male (% of total)",22.248597227881433,0.0
"Population, total",24.517746370811736,0.0
Poverty headcount ratio at national poverty line (% of population),20.219253171800837,1e-05
Poverty headcount ratio at national poverty lines (% of population),20.219253171800837,1e-05
Prevalence of anemia among children (% of children under 5),104.52790612716467,0.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),55.33013887038646,0.0
Prevalence of anemia among pregnant women (%),25.01341545115757,0.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),55.131854442326336,0.0
Prevalence of undernourishment (% of population),74.14847506669214,0.0
"Primary completion rate, female (% of relevant age group)",16.50197102871372,7e-05
"Primary completion rate, male (% of relevant age group)",16.383132075752016,7e-05
"Primary completion rate, total (% of relevant age group)",14.978016542935425,0.00014
"Primary education, pupils (% female)",16.68348694702665,6e-05
"Primary education, teachers (% female)",25.037493515313642,0.0
"Progression to secondary school, female (%)",10.527582527221119,0.00136
"Progression to secondary school, male (%)",10.47499778026497,0.00139
"Public spending on education, total (% of GDP)",15.105728043236207,0.00013
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),16.04824530496468,8e-05
Ratio of female to male youth unemployment rate (%) (national estimate),15.454241258641744,0.00011
Reported cases of malaria,50.65954730809574,0.0
Rural population,46.76205718166929,0.0
Rural population (% of total population),103.59473804869961,0.0
"School enrollment, primary (% gross)",16.399557748612715,7e-05
"School enrollment, primary (% net)",31.883030535487492,0.0
"School enrollment, primary (gross), gender parity index (GPI)",16.36815729900605,7e-05
"School enrollment, primary and secondary (gross), gender parity index (GPI)",41.85775494814362,0.0
"School enrollment, primary, female (% gross)",16.390995501779006,7e-05
"School enrollment, primary, female (% net)",59.91582562301148,0.0
"School enrollment, primary, male (% gross)",16.40727257278929,7e-05
"School enrollment, primary, male (% net)",59.79100284143969,0.0
"School enrollment, secondary (% gross)",36.07763356928102,0.0
"School enrollment, secondary (% net)",36.560153413768724,0.0
"School enrollment, secondary (gross), gender parity index (GPI)",46.57691856293316,0.0
"School enrollment, secondary, female (% gross)",47.66550222207724,0.0
"School enrollment, secondary, female (% net)",28.28302224981124,0.0
"School enrollment, secondary, male (% gross)",47.24429964616245,0.0
"School enrollment, secondary, male (% net)",28.043358101300992,0.0
"Secondary education, pupils (% female)",47.173269669589956,0.0
"Secondary education, teachers (% female)",117.08106818292498,0.0
"Time-related underemployment, female (% of employment)",12.507139362854677,0.00049
"Time-related underemployment, male (% of employment)",12.537695977762603,0.00049
"Total debt service (% of exports of goods, services and primary income)",20.907503539921798,1e-05
"Unemployment with advanced education, female (% of female labor force with advanced education)",14.286889501358118,0.0002
"Unemployment with advanced education, male (% of male labor force with advanced education)",14.394792470240654,0.00019
"Unemployment with basic education, female (% of female labor force with basic education)",14.621755587121575,0.00017
"Unemployment with basic education, male (% of male labor force with basic education)",14.423428212257406,0.00019
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",14.343990288361809,0.0002
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",14.47474109029735,0.00018
"Unemployment, female (% of female labor force)",39.56276392471537,0.0
"Unemployment, female (% of female labor force) (modeled ILO estimate)",39.56276392471537,0.0
"Unemployment, male (% of male labor force)",31.625746122134938,0.0
"Unemployment, male (% of male labor force) (modeled ILO estimate)",31.625746122134938,0.0
"Unemployment, total (% of total labor force)",39.40285223592739,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",55.7170261201853,0.0
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",12.538978384609905,0.00049
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",44.927679843247205,0.0
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",12.781153390987923,0.00043
Urban population,16.82429542230048,6e-05
Urban population (% of total),103.59473804870615,0.0
Urban population growth (annual %),14.430759440874313,0.00019
Vitamin A supplementation coverage rate (% of children ages 6-59 months),18.71491199860771,2e-05
Years,6.965629282558201,0.0089
