,F-value,p-value
"Prevalence of HIV, female (% ages 15-24)",268.5628978670347,0.0
"Prevalence of HIV, male (% ages 15-24)",265.7816027904659,0.0
"Prevalence of HIV, total (% of population ages 15-49)",272.01023431184774,0.0
Prevalence of anemia among children (% of children under 5),271.94314920007986,0.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),106.3439993953565,0.0
Prevalence of anemia among pregnant women (%),94.26832633902224,0.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),116.73634166590764,0.0
"Primary completion rate, female (% of relevant age group)",16.64148183970525,6e-05
"Primary completion rate, male (% of relevant age group)",16.12074684258556,8e-05
"Primary completion rate, total (% of relevant age group)",16.379564123875628,7e-05
"Primary education, pupils (% female)",19.25403303706439,2e-05
"Primary education, teachers (% female)",21.760247639479616,1e-05
Proportion of seats held by women in national parliaments (%),10.496839996440997,0.00137
Proportion of women in ministerial level positions (%),14.048979963773105,0.00022
"Public spending on education, total (% of GDP)",20.815339830823195,1e-05
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),10.922651553323258,0.0011
Ratio of female to male labor force participation rate (%) (national estimate),38.73026939303688,0.0
Ratio of female to male youth unemployment rate (%) (national estimate),28.934664817482105,0.0
"School enrollment, primary (% gross)",18.78563498526593,2e-05
"School enrollment, primary (gross), gender parity index (GPI)",19.189611225249543,2e-05
"School enrollment, primary and secondary (gross), gender parity index (GPI)",24.92868881573018,0.0
"School enrollment, primary, female (% gross)",19.229622196571526,2e-05
"School enrollment, primary, male (% gross)",18.770920770752145,2e-05
"School enrollment, secondary (% gross)",28.973324883121677,0.0
"School enrollment, secondary (gross), gender parity index (GPI)",24.93867051009342,0.0
"School enrollment, secondary, female (% gross)",29.329968159949868,0.0
"School enrollment, secondary, male (% gross)",28.62443440394026,0.0
"Secondary education, pupils (% female)",25.3714715502283,0.0
"Secondary education, teachers (% female)",25.384471419304372,0.0
Sex ratio at birth (male births per female births),14.172649657468078,0.00021
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),27.023018202320717,0.0
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),27.023018202320717,0.0
"Start-up procedures to register a business, female (number)",12.37075266817852,0.00052
"Start-up procedures to register a business, male (number)",12.336748199963997,0.00053
Status under enhanced HIPC initiative,43.25146825083738,0.0
"Time required to start a business, female (days)",9.870760273581746,0.00189
"Time required to start a business, male (days)",9.841408619343367,0.00192
"Unemployment, female (% of female labor force)",9.454015246395645,0.00235
"Unemployment, female (% of female labor force) (modeled ILO estimate)",9.454015246395645,0.00235
"Unemployment, female (% of female labor force) (national estimate)",44.00539459667097,0.0
"Unemployment, male (% of male labor force)",9.801650072599816,0.00196
"Unemployment, male (% of male labor force) (modeled ILO estimate)",9.801650072599816,0.00196
"Unemployment, male (% of male labor force) (national estimate)",44.1750985114406,0.0
"Unemployment, total (% of total labor force)",9.67511190792882,0.0021
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",9.01795080605506,0.00296
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",29.384836163393263,0.0
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",9.534464857427613,0.00226
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",29.3565490105676,0.0
Vitamin A supplementation coverage rate (% of children ages 6-59 months),65.38850508960442,0.0
"Vulnerable employment, female (% of female employment)",27.573852893899303,0.0
"Vulnerable employment, male (% of male employment)",27.808066550203296,0.0
"Vulnerable employment, total (% of total employment)",7.375121930601247,0.0071
"Wage and salaried workers, female (% of female employment)",29.946656163206747,0.0
"Wage and salaried workers, male (% of male employment)",29.666178122015506,0.0
Women's share of population ages 15+ living with HIV (%),264.85623403195495,0.0
Years,46.56067937717453,0.0
