,F-value,p-value
Children (ages 0-14) newly infected with HIV,48.31333280400335,0.0
"Children out of school, primary, female",12.162796750990317,0.00068
"Children out of school, primary, male",12.150024726432495,0.00068
"Community health workers (per 1,000 people)",15.169970900113322,0.00016
"Contributing family workers, female (% of female employment)",23.319234462553965,0.0
"Contributing family workers, male (% of male employment)",23.57436278769287,0.0
"Contributing family workers, total (% of total employment)",9.87439515031478,0.0021
Country_code,16.920471878100194,7e-05
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",33.884520156099015,0.0
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",57.93339893870493,0.0
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",57.93102819950734,0.0
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",23.300752366002705,0.0
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",23.213114172792466,0.0
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",65.07255643765765,0.0
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",65.07699085955339,0.0
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",22.54951110678407,1e-05
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",22.480711908657415,1e-05
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",23.137448889589393,0.0
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",23.31573588069105,0.0
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",23.452737650538907,0.0
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",23.38547837842965,0.0
"Educational attainment, completed Bachelor's or equivalent, population 25+ years, female (%)",22.78999220975876,0.0
"Educational attainment, completed Bachelor's or equivalent, population 25+ years, male (%)",22.914302333300377,0.0
"Educational attainment, completed lower secondary, population 25+ years, female (%)",22.136919745802437,1e-05
"Educational attainment, completed lower secondary, population 25+ years, male (%)",22.116053983599514,1e-05
"Educational attainment, completed post-secondary, population 25+ years, female (%)",64.9970562317404,0.0
"Educational attainment, completed post-secondary, population 25+ years, male (%)",65.00810666429223,0.0
"Educational attainment, completed primary, population 25+ years, female (%)",21.515271462125973,1e-05
"Educational attainment, completed primary, population 25+ years, male (%)",21.52626143066255,1e-05
"Educational attainment, completed short-cycle tertiary, population 25+ years, female (%)",57.91267077017984,0.0
"Educational attainment, completed short-cycle tertiary, population 25+ years, male (%)",57.91069444231113,0.0
"Educational attainment, completed upper secondary, population 25+ years, female (%)",22.418897602990892,1e-05
"Educational attainment, completed upper secondary, population 25+ years, male (%)",22.11668330000085,1e-05
"Educational attainment, some primary, population 25+ years, female (%)",22.36780325061798,1e-05
"Educational attainment, some primary, population 25+ years, male (%)",22.222646948574823,1e-05
"Educational attainment, some primary, population 25+ years, total (%)",22.30265448392027,1e-05
"Employers, female (% of female employment)",23.87693245640333,0.0
"Employers, male (% of male employment)",23.91272342411064,0.0
"Employment in industry, female (% of female employment)",26.767033006188832,0.0
"Employment in industry, male (% of male employment)",26.849567607853924,0.0
"Employment in services, female (% of female employment)",27.266515783034894,0.0
"Employment in services, male (% of male employment)",27.759747957381517,0.0
"Employment to population ratio, 15+, female (%) (national estimate)",27.56425693772289,0.0
"Employment to population ratio, 15+, male (%) (national estimate)",27.33330739386956,0.0
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",10.36841991998668,0.00164
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",11.99634095196252,0.00073
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",11.682694455502975,0.00085
"Expected years of schooling, female",9.02886696795962,0.00322
"Expected years of schooling, male",9.019384980435772,0.00323
Female population 00-04,15.486828251867326,0.00014
Female population 05-09,15.10855460187235,0.00016
Female population 10-14,14.643495514263964,0.0002
Female population 15-19,13.919132136380934,0.00029
Female population 20-24,13.08522566154804,0.00043
Female population 25-29,11.526790859840018,0.00092
Female population 30-34,10.256117078700292,0.00173
Female population 35-39,9.125706953450527,0.00306
Female population 40-44,8.19629005590991,0.00493
Female population 45-49,7.445336618771547,0.00728
Female population 50-54,6.980993243984999,0.0093
Fixed telephone subscriptions (per 100 people),517.3216501020282,0.0
Forest area (sq. km),13.433882153362172,0.00036
GDP per capita (Current US$),311.2728754716553,0.0
GDP per person employed (constant 2011 PPP $),331.002199061531,0.0
"GNI per capita, Atlas method (current US$)",274.5855016195513,0.0
"GNI per capita, PPP (current international $)",268.75039792487917,0.0
Gross capital formation (% of GDP),22.780719686269666,1e-05
"Gross graduation ratio, tertiary, female (%)",17.67810107412693,5e-05
"Gross graduation ratio, tertiary, male (%)",17.699295494464963,5e-05
Health expenditure per capita (current US$),41.43439687975399,0.0
"Health expenditure per capita, PPP",72.92723248228792,0.0
"Health expenditure per capita, PPP (constant 2011 international $)",72.92723248228792,0.0
"Hospital beds (per 1,000 people)",33.83019418215465,0.0
"Immunization, BCG (% of one-year-old children)",127.03950347165448,0.0
"Immunization, DPT (% of children ages 12-23 months)",131.38557356480072,0.0
"Immunization, HepB3 (% of one-year-old children)",23.138424545954916,0.0
"Immunization, Hib3 (% of children ages 12-23 months)",9.206203272026952,0.00294
"Immunization, Pol3 (% of one-year-old children)",123.95772112609359,0.0
"Immunization, measles (% of children ages 12-23 months)",126.48576640820474,0.0
Improved sanitation facilities (% of population with access),11.224890884841859,0.00107
"Improved sanitation facilities, rural (% of rural population with access)",105.60380861743893,0.0
"Improved sanitation facilities, urban (% of urban population with access)",12.77431056275422,0.0005
Improved water source (% of population with access),12.629852019047682,0.00054
"Improved water source, rural (% of rural population with access)",110.94836686060991,0.0
"Improved water source, urban (% of urban population with access)",13.800939611651254,0.00031
Incidence of HIV (% of uninfected population ages 15-49),38.19352254073485,0.0
"Incidence of tuberculosis (per 100,000 people)",34.682358935643386,0.0
Internet users (per 100 people),18.312609680297097,4e-05
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",13.640793572258561,0.00033
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",18.371505748516526,4e-05
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",32.10935118086267,0.0
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",31.656818703272396,0.0
"Labor force, female",12.37843987956487,0.00061
"Labor force, total",10.471218151151307,0.00155
Lifetime risk of maternal death (1 in: rate varies by country),164.66289734248386,0.0
"Literacy rate, adult female (% of females ages 15 and above)",8.271938135781927,0.00474
"Literacy rate, adult male (% of males ages 15 and above)",8.247966010661445,0.0048
"Literacy rate, adult total (% of people ages 15 and above)",8.259606228132025,0.00477
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",8.20696176958717,0.0049
"Literacy rate, youth female (% of females ages 15-24)",8.222461617810168,0.00486
"Literacy rate, youth male (% of males ages 15-24)",8.218961415218489,0.00487
"Literacy rate, youth total (% of people ages 15-24)",8.22069862582254,0.00487
"Lower secondary completion rate, female (% of relevant age group)",9.372569072184126,0.0027
"Lower secondary completion rate, male (% of relevant age group)",9.449471128599932,0.0026
Malaria cases reported,34.226698005072436,0.0
Male population 00-04,15.157440037920047,0.00016
Male population 05-09,14.708510938531568,0.0002
Male population 10-14,14.152949024122844,0.00026
Male population 15-19,13.475316604305737,0.00036
Male population 20-24,12.583642648845121,0.00055
Male population 25-29,11.088343798546832,0.00114
Male population 30-34,9.98212870448106,0.00199
Male population 35-39,8.874431024216594,0.00348
Male population 40-44,7.901123368179955,0.00574
Male population 45-49,6.946486984147959,0.00947
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",19.5797371587467,2e-05
Mobile cellular subscriptions (per 100 people),123.36308856316991,0.0
"Mortality rate, infant (per 1,000 live births)",550.336062822565,0.0
"Mortality rate, neonatal (per 1,000 live births)",848.4089684171187,0.0
"Mortality rate, under-5 (per 1,000 live births)",518.6889395119399,0.0
"Mortality rate, under-5 (per 1,000)",518.6889395119399,0.0
Net ODA received (% of GNI),121.59682039727534,0.0
Net ODA received per capita (current US$),133.73539772483915,0.0
"Net intake rate in grade 1, female (% of official school-age population)",7.253745245258388,0.00805
"Net intake rate in grade 1, male (% of official school-age population)",7.26417148408713,0.00801
Net official development assistance and official aid received (current US$),26.492192501502515,0.0
Net official development assistance received (current US$),26.492192501502515,0.0
Newborns protected against tetanus (%),91.27783519565239,0.0
Number of infant deaths,30.451525471552692,0.0
Number of maternal deaths,22.118855315713002,1e-05
Number of neonatal deaths,28.881426735308786,0.0
Number of people who are undernourished,24.460990224641993,0.0
Number of under-five deaths,32.5402316648618,0.0
"Own-account workers, female (% of females employed)",23.143074504644996,0.0
"Own-account workers, male (% of males employed)",23.194801371048605,0.0
"PPP conversion factor, GDP (LCU per international $)",13.52184108255314,0.00035
"PPP conversion factor, private consumption (LCU per international $)",12.703069021099196,0.00052
"People practicing open defecation, rural (% of rural population)",73.63425652515028,0.0
"People using basic drinking water services, rural (% of rural population)",58.170661581474306,0.0
"People using basic sanitation services, rural (% of rural population)",54.53037986441396,0.0
People using safely managed drinking water services (% of population),15.9375263972969,0.00011
"People using safely managed drinking water services, rural (% of rural population)",16.592959700853203,8e-05
People using safely managed sanitation services (% of population),77.12238602463682,0.0
"People using safely managed sanitation services, urban  (% of urban population)",78.63423687749535,0.0
"Persistence to last grade of primary, total (% of cohort)",7.319495022251157,0.00778
Population ages 0-14 (% of total),156.1115809153929,0.0
"Population ages 0-14, female",15.096341221330032,0.00017
"Population ages 0-14, male",14.68723287259406,0.0002
"Population ages 00-04, female (% of female population)",123.6406395249684,0.0
"Population ages 00-04, male (% of male population)",156.29482063921358,0.0
Population ages 00-14 (% of total),156.1115809153929,0.0
"Population ages 00-14, female (% of total)",134.59393437270077,0.0
"Population ages 00-14, male (% of total)",181.3227619881991,0.0
"Population ages 00-14, total",14.886416660856922,0.00018
"Population ages 05-09, female (% of female population)",124.72867870837591,0.0
"Population ages 05-09, male (% of male population)",169.07286663173448,0.0
"Population ages 10-14, female (% of female population)",141.2210106777397,0.0
"Population ages 15-19, female (% of female population)",130.40408746089435,0.0
"Population ages 15-19, male (% of male population)",170.18136583643275,0.0
Population ages 15-64 (% of total),137.7552696346671,0.0
"Population ages 15-64, female",10.05378450392751,0.00192
"Population ages 15-64, female (% of total)",118.59540311694514,0.0
"Population ages 15-64, male",9.566134179052504,0.00245
"Population ages 15-64, male (% of total)",158.6667973260788,0.0
"Population ages 15-64, total",9.807830334448086,0.00217
"Population ages 20-24, female (% of female population)",41.67775608931982,0.0
"Population ages 20-24, male (% of male population)",45.38061659460168,0.0
"Population ages 30-34, female (% of female population)",28.031930241854926,0.0
"Population ages 30-34, male (% of male population)",22.86082963056214,0.0
"Population ages 35-39, female (% of female population)",82.20110035286072,0.0
"Population ages 35-39, male (% of male population)",77.40413342104605,0.0
"Population ages 40-44, female (% of female population)",144.62388650354674,0.0
"Population ages 40-44, male (% of male population)",178.38988895644263,0.0
"Population ages 45-49, female (% of female population)",137.83682470374205,0.0
"Population ages 45-49, male (% of male population)",225.45961339944512,0.0
"Population ages 50-54, female (% of female population)",123.20587012453751,0.0
"Population ages 50-54, male (% of male population)",214.13839481839145,0.0
"Population ages 55-59, female (% of female population)",103.15598099588237,0.0
"Population ages 55-59, male (% of male population)",156.53425247645328,0.0
"Population ages 60-64, female (% of female population)",89.3015691529805,0.0
"Population ages 60-64, male (% of male population)",122.72367620463315,0.0
Population ages 65 and above (% of total),77.99906380601264,0.0
"Population ages 65 and above, female (% of total)",68.53368342613132,0.0
"Population ages 65 and above, male (% of total)",91.65562228161608,0.0
"Population ages 65-69, female (% of female population)",57.344658916975156,0.0
"Population ages 65-69, male (% of male population)",84.41409451160251,0.0
"Population ages 70-74, female (% of female population)",48.16137130281488,0.0
"Population ages 70-74, male (% of male population)",74.36445548997732,0.0
"Population ages 75-79, female (% of female population)",66.298330439822,0.0
"Population ages 75-79, male (% of male population)",86.75184994924946,0.0
"Population ages 80 and older, female (% of female population)",101.24602699654444,0.0
"Population ages 80 and older, male (% of male population)",117.78409240364215,0.0
"Population ages10-14, male (% of male population)",189.98242083159946,0.0
"Population, female",11.165217083987917,0.0011
"Population, female (% of total)",9.954053120310508,0.00201
"Population, male",10.773690104313536,0.00134
"Population, male (% of total)",9.954053120290268,0.00201
"Population, total",10.96838936176236,0.00121
Poverty gap at national poverty lines (%),13.718551642006734,0.00032
"Prevalence of HIV, female (% ages 15-24)",38.21255792227012,0.0
"Prevalence of HIV, male (% ages 15-24)",38.20722525079829,0.0
"Prevalence of HIV, total (% of population ages 15-49)",38.18399695751001,0.0
Prevalence of anemia among children (% of children under 5),208.50670341355442,0.0
Prevalence of anemia among non-pregnant women (% of women ages 15-49),148.29221701270572,0.0
Prevalence of anemia among pregnant women (%),77.62645396478138,0.0
Prevalence of anemia among women of reproductive age (% of women ages 15-49),151.69896659782256,0.0
Prevalence of undernourishment (% of population),56.788847330821554,0.0
"Primary completion rate, female (% of relevant age group)",7.9881398051204915,0.00549
"Primary completion rate, male (% of relevant age group)",7.986093076513983,0.0055
"Primary completion rate, total (% of relevant age group)",11.536625323300182,0.00092
"Primary education, pupils (% female)",9.94103071149444,0.00203
Ratio of female to male labor force participation rate (%) (national estimate),32.3394506927933,0.0
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),41.523703210306195,0.0
Ratio of young literate females to males (% ages 15-24),8.20696176958717,0.0049
Reported cases of malaria,34.226698005072436,0.0
Rural population,17.853314304233315,5e-05
Rural population (% of total population),669.42078340952,0.0
Rural population growth (annual %),94.7616699941322,0.0
"School enrollment, primary (% gross)",15.443017149257049,0.00014
"School enrollment, primary (% net)",24.399367020754703,0.0
"School enrollment, primary (gross), gender parity index (GPI)",9.945186674132952,0.00202
"School enrollment, primary, female (% gross)",10.228704291891042,0.00176
"School enrollment, primary, female (% net)",20.74592165276123,1e-05
"School enrollment, primary, male (% gross)",10.384088643798272,0.00162
"School enrollment, primary, male (% net)",20.782054734894636,1e-05
"Start-up procedures to register a business, female (number)",14.474892833391126,0.00022
"Start-up procedures to register a business, male (number)",14.437551643006952,0.00023
"Tertiary education, academic staff (% female)",33.51513963368344,0.0
"Time required to start a business, female (days)",9.238636101519559,0.00289
"Time required to start a business, male (days)",9.210721336994355,0.00293
"Time-related underemployment, female (% of employment)",21.73185589549405,1e-05
"Time-related underemployment, male (% of employment)",21.646456504400604,1e-05
"Total debt service (% of exports of goods, services and primary income)",33.75117004086847,0.0
Trade (% of GDP),35.023551669678184,0.0
"Unemployment, female (% of female labor force) (national estimate)",28.290784184671097,0.0
"Unemployment, male (% of male labor force) (national estimate)",28.287802722783933,0.0
Urban population (% of total),669.4207834093645,0.0
Vitamin A supplementation coverage rate (% of children ages 6-59 months),193.09511644766783,0.0
"Vulnerable employment, female (% of female employment)",22.63823907178643,1e-05
"Vulnerable employment, male (% of male employment)",22.93249740946421,0.0
"Vulnerable employment, total (% of total employment)",9.298063272268038,0.00281
"Wage and salaried workers, female (% of female employment)",25.01212980016057,0.0
"Wage and salaried workers, male (% of male employment)",24.6828750697981,0.0
Women's share of population ages 15+ living with HIV (%),39.11850250203343,0.0
