,F-value,p-value
Antiretroviral therapy coverage (% of people living with HIV),29.90036120544269,0.0
CO2 emissions (kg per PPP $ of GDP),67.05241920782275,0.0
CO2 emissions (metric tons per capita),30.04822744666523,0.0
Children (0-14) living with HIV,340.6583811318936,0.0
Children (ages 0-14) newly infected with HIV,138.91262467907154,0.0
Children orphaned by HIV/AIDS,277.4443617087028,0.0
"Cost of business start-up procedures, female (% of GNI per capita)",53.27769145565766,0.0
"Cost of business start-up procedures, male (% of GNI per capita)",53.27769145565766,0.0
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",60.683983318386936,0.0
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",99.0486648082532,0.0
"Expected years of schooling, female",17.781842034690005,4e-05
"Expected years of schooling, male",17.763662538469504,4e-05
External resources for health (% of total expenditure on health),32.48264251758837,0.0
Female population 00-04,66.8543723557527,0.0
Female population 05-09,58.462830025792954,0.0
Female population 10-14,49.95191154589699,0.0
Female population 15-19,41.548898212030856,0.0
Female population 20-24,35.99702198794836,0.0
Female population 25-29,27.321326584115,0.0
Female population 30-34,13.215541524287653,0.00038
Female population 80+,11.172936242117023,0.00104
Forest area (sq. km),9.082281317130247,0.00302
GDP (current US$),13.882606008601737,0.00027
GDP per capita (Current US$),36.07975752078099,0.0
GDP per person employed (constant 2011 PPP $),22.04720694798904,1e-05
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),90.19729922235848,0.0
Gross capital formation (% of GDP),28.884670581270544,0.0
"Gross graduation ratio, primary, female (%)",10.247115487607532,0.00167
"Gross graduation ratio, primary, male (%)",10.205662117890181,0.0017
"Gross graduation ratio, tertiary, female (%)",11.51527109787438,0.00088
"Gross graduation ratio, tertiary, male (%)",11.393968170181667,0.00094
Health expenditure per capita (current US$),11.840961320222025,0.00075
"Health expenditure, private (% of GDP)",31.676972145240438,0.0
"Health expenditure, private (% of total health expenditure)",35.50984180613868,0.0
"Health expenditure, public (% of GDP)",31.03096016065853,0.0
"Health expenditure, public (% of government expenditure)",31.110133759844906,0.0
"Health expenditure, public (% of total health expenditure)",27.61811659287182,0.0
"Health expenditure, total (% of GDP)",31.318595556261563,0.0
"Immunization, BCG (% of one-year-old children)",15.609103403893636,0.00012
"Immunization, DPT (% of children ages 12-23 months)",38.31975945392355,0.0
"Immunization, Pol3 (% of one-year-old children)",38.17833078034101,0.0
"Immunization, measles (% of children ages 12-23 months)",38.045408092483676,0.0
Improved water source (% of population with access),9.736422801249244,0.00216
"Improved water source, rural (% of rural population with access)",9.383845822077335,0.00259
"Improved water source, urban (% of urban population with access)",10.234942527780529,0.00168
Incidence of HIV (% of uninfected population ages 15-49),37.44134070516717,0.0
"Incidence of tuberculosis (per 100,000 people)",10.309096993648193,0.00162
"Inflation, consumer prices (annual %)",91.00048308534952,0.0
Internet users (per 100 people),24.72503933873734,0.0
"Labor force, female",20.40592269436574,1e-05
"Labor force, total",10.411037451449934,0.00153
Lifetime risk of maternal death (%),16.08220989001455,9e-05
Malaria cases reported,111.15192659196971,0.0
Male population 00-04,65.3694192393535,0.0
Male population 05-09,56.56584449195975,0.0
Male population 10-14,47.19888485439683,0.0
Male population 15-19,38.45115355370213,0.0
Male population 20-24,32.45739074184546,0.0
Male population 25-29,23.5272566009628,0.0
Male population 30-34,10.156492389463038,0.00175
Male population 80+,9.464449977130318,0.00249
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",39.14024164454425,0.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",10.462955989017889,0.00149
Mobile cellular subscriptions (per 100 people),16.47222008680187,8e-05
"Mortality rate, adult, female (per 1,000 female adults)",6.8404135627166855,0.00981
"Mortality rate, adult, male (per 1,000 male adults)",7.616987503923449,0.00649
"Mortality rate, infant (per 1,000 live births)",47.78274174671903,0.0
"Mortality rate, neonatal (per 1,000 live births)",44.163379543803345,0.0
"Mortality rate, under-5 (per 1,000 live births)",50.84417060387205,0.0
"Mortality rate, under-5 (per 1,000)",50.84417060387205,0.0
Net ODA received (% of GNI),33.5802025389947,0.0
Net ODA received per capita (current US$),30.95469124834124,0.0
"Net intake rate in grade 1, female (% of official school-age population)",7.0444093377286565,0.0088
"Net intake rate in grade 1, male (% of official school-age population)",7.04473563258108,0.0088
Net official development assistance and official aid received (current US$),81.81548903746636,0.0
Net official development assistance received (current US$),81.81548903746636,0.0
Newborns protected against tetanus (%),60.603022128483474,0.0
Number of infant deaths,351.7103622877769,0.0
Number of maternal deaths,96.23103206202175,0.0
Number of neonatal deaths,256.2913754854465,0.0
Number of people who are undernourished,274.85422306663713,0.0
Number of under-five deaths,237.67716330387424,0.0
Out-of-pocket health expenditure (% of private expenditure on health),29.309258473624098,0.0
Out-of-pocket health expenditure (% of total expenditure on health),33.2737871718045,0.0
"PPP conversion factor, GDP (LCU per international $)",52.57449192914298,0.0
"PPP conversion factor, private consumption (LCU per international $)",88.96130031741744,0.0
"People practicing open defecation, rural (% of rural population)",17.90544398701745,4e-05
"People practicing open defecation, urban (% of urban population)",16.48088576945475,8e-05
"People using basic drinking water services, rural (% of rural population)",14.269464009370994,0.00023
"People using basic drinking water services, urban (% of urban population)",15.529312329244934,0.00012
"People using basic sanitation services, rural (% of rural population)",13.432405364728234,0.00034
"People using basic sanitation services, urban  (% of urban population)",13.889742097271032,0.00027
People using safely managed sanitation services (% of population),36.098441432798914,0.0
"People using safely managed sanitation services, urban  (% of urban population)",14.696676277197142,0.00018
"Persistence to grade 5, female (% of cohort)",10.18482956854006,0.00172
"Persistence to grade 5, male (% of cohort)",10.197746787683103,0.00171
"Persistence to last grade of primary, female (% of cohort)",10.184527931892603,0.00172
"Persistence to last grade of primary, male (% of cohort)",10.202115536048485,0.00171
"Persistence to last grade of primary, total (% of cohort)",8.449687675475499,0.0042
"Physicians (per 1,000 people)",12.92472573191551,0.00044
Population ages 0-14 (% of total),197.58357683139332,0.0
"Population ages 0-14, female",58.311915059971994,0.0
"Population ages 0-14, male",56.24475041681442,0.0
"Population ages 00-04, female (% of female population)",236.39787552554358,0.0
"Population ages 00-04, male (% of male population)",234.27206853101333,0.0
Population ages 00-14 (% of total),197.58357683139332,0.0
"Population ages 00-14, female (% of total)",202.76049158899357,0.0
"Population ages 00-14, male (% of total)",188.42514740729808,0.0
"Population ages 00-14, total",57.25302178210787,0.0
"Population ages 05-09, female (% of female population)",192.69772140003835,0.0
"Population ages 05-09, male (% of male population)",171.2198209046649,0.0
"Population ages 10-14, female (% of female population)",142.60041828191845,0.0
"Population ages 15-19, female (% of female population)",112.68371477396984,0.0
"Population ages 15-19, male (% of male population)",104.5497544623533,0.0
Population ages 15-64 (% of total),56.84702423390379,0.0
"Population ages 15-64, female",7.705538172911513,0.0062
"Population ages 15-64, female (% of total)",63.45504332417927,0.0
"Population ages 15-64, male (% of total)",48.55431882887515,0.0
"Population ages 15-64, total",7.054901112649069,0.00875
"Population ages 20-24, female (% of female population)",105.8806756053827,0.0
"Population ages 20-24, male (% of male population)",98.46735272873467,0.0
"Population ages 25-29, female (% of female population)",76.6960670719798,0.0
"Population ages 25-29, male (% of male population)",57.2991223157235,0.0
"Population ages 30-34, female (% of female population)",8.025713432839588,0.00524
"Population ages 35-39, female (% of female population)",19.022903801317636,2e-05
"Population ages 35-39, male (% of male population)",22.484758011084125,0.0
"Population ages 40-44, female (% of female population)",64.14427003820444,0.0
"Population ages 40-44, male (% of male population)",67.83604919773514,0.0
"Population ages 45-49, female (% of female population)",87.019493440184,0.0
"Population ages 45-49, male (% of male population)",86.27548136787738,0.0
"Population ages 50-54, female (% of female population)",98.07932638256716,0.0
"Population ages 50-54, male (% of male population)",96.13407512108101,0.0
"Population ages 55-59, female (% of female population)",97.93388931207565,0.0
"Population ages 55-59, male (% of male population)",103.82038577244717,0.0
"Population ages 60-64, female (% of female population)",104.66583851884324,0.0
"Population ages 60-64, male (% of male population)",116.4022823499352,0.0
Population ages 65 and above (% of total),213.57492038336247,0.0
"Population ages 65 and above, female (% of total)",185.39260573819254,0.0
"Population ages 65 and above, male (% of total)",233.8308090656251,0.0
"Population ages 65-69, female (% of female population)",113.28024932495623,0.0
"Population ages 65-69, male (% of male population)",127.03199596756853,0.0
"Population ages 70-74, female (% of female population)",154.2287659794336,0.0
"Population ages 70-74, male (% of male population)",168.61962703710367,0.0
"Population ages 75-79, female (% of female population)",146.305700445376,0.0
"Population ages 75-79, male (% of male population)",241.57513891913158,0.0
"Population ages 80 and older, female (% of female population)",164.46292295461402,0.0
"Population ages 80 and older, male (% of male population)",252.06967346333843,0.0
"Population ages10-14, male (% of male population)",125.96968429482213,0.0
Population growth (annual %),120.93106482408544,0.0
"Population, female",12.847551614752255,0.00045
"Population, female (% of total)",20.666189172052675,1e-05
"Population, male",12.274443639490556,0.0006
"Population, male (% of total)",20.66618917205727,1e-05
"Population, total",12.56140468960178,0.00052
"Prevalence of HIV, female (% ages 15-24)",31.67013709663364,0.0
"Prevalence of HIV, male (% ages 15-24)",31.63504806821294,0.0
"Prevalence of HIV, total (% of population ages 15-49)",31.731711986296247,0.0
Prevalence of anemia among children (% of children under 5),17.557371964202453,5e-05
Prevalence of anemia among non-pregnant women (% of women ages 15-49),17.177400738438152,6e-05
Prevalence of anemia among pregnant women (%),17.139353140700123,6e-05
Prevalence of anemia among women of reproductive age (% of women ages 15-49),17.184367783193213,6e-05
"Prevalence of obesity, female (% of female population ages 18+)",30.38456371850916,0.0
"Prevalence of obesity, male (% of male population ages 18+)",30.711145253504007,0.0
"Prevalence of overweight, female (% of female adults)",30.154105554110807,0.0
"Prevalence of overweight, male (% of male adults)",30.010967134772066,0.0
Prevalence of undernourishment (% of population),32.498048333912664,0.0
Proportion of seats held by women in national parliaments (%),39.243880830946836,0.0
Reported cases of malaria,111.15192659196971,0.0
Rural population,122.50338154628989,0.0
Rural population (% of total population),43.31837451207617,0.0
"School enrollment, primary and secondary (gross), gender parity index (GPI)",9.894660166170496,0.00199
"School enrollment, secondary (% gross)",11.529173803248637,0.00087
"School enrollment, secondary (gross), gender parity index (GPI)",11.565052068317636,0.00086
"School enrollment, secondary, female (% gross)",11.51842068162286,0.00088
"School enrollment, secondary, male (% gross)",11.540315345297548,0.00087
"School enrollment, tertiary (% gross)",22.13251962329088,1e-05
"School enrollment, tertiary (gross), gender parity index (GPI)",21.54808671980961,1e-05
"School enrollment, tertiary, female (% gross)",22.420616452000097,0.0
"School enrollment, tertiary, male (% gross)",22.14220828148503,1e-05
"Secondary education, pupils (% female)",11.537239612720953,0.00087
"Start-up procedures to register a business, female (number)",29.807429664538084,0.0
"Start-up procedures to register a business, male (number)",29.807429664538084,0.0
Status under enhanced HIPC initiative,59.84843707309674,0.0
"Tertiary education, academic staff (% female)",10.189191605627553,0.00172
"Time required to start a business, female (days)",42.823365672241906,0.0
"Time required to start a business, male (days)",42.823365672241906,0.0
"Total debt service (% of exports of goods, services and primary income)",59.98912025616798,0.0
"Tuberculosis case detection rate (%, all forms)",11.428496044888266,0.00092
Tuberculosis case detection rate (all forms),11.428496044888266,0.00092
Tuberculosis treatment success rate (% of new cases),8.062225752026814,0.00514
Urban population (% of total),43.31837451207579,0.0
Urban population growth (annual %),133.6144682777501,0.0
Vitamin A supplementation coverage rate (% of children ages 6-59 months),87.18853745583206,0.0
Women's share of population ages 15+ living with HIV (%),33.53532658548176,0.0
