,F-value,p-value
"Age population, age 18, female, interpolated",14.636495577905908,0.00074
"Age population, age 18, male, interpolated",14.893460700847024,0.00067
"Age population, age 19, female, interpolated",15.14916405252092,0.00062
"Age population, age 19, male, interpolated",15.645737030467902,0.00053
"Age population, age 20, female, interpolated",15.733158275248048,0.00051
"Age population, age 20, male, interpolated",16.469164441061235,0.0004
"Age population, age 21, female, interpolated",16.511395017588242,0.0004
"Age population, age 21, male, interpolated",17.468208994851945,0.00029
"Age population, age 22, female, interpolated",17.51114788857765,0.00029
"Age population, age 22, male, interpolated",18.64143504118767,0.0002
"Age population, age 23, female, interpolated",18.636497962990422,0.0002
"Age population, age 23, male, interpolated",19.817065976140842,0.00014
"Age population, age 24, female, interpolated",19.867706096491187,0.00014
"Age population, age 24, male, interpolated",20.98657933850823,0.0001
"Age population, age 25, female, interpolated",20.899906034616063,0.0001
"Age population, age 25, male, interpolated",21.917621707872406,8e-05
Antiretroviral therapy coverage (% of people living with HIV),12.625992010928789,0.00148
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),27.22674166225083,2e-05
Bilateral ODA commitments that is untied (% of bilateral ODA commitments),29.55367233816249,1e-05
"Bilateral, sector-allocable ODA to basic social services (current US$)",13.269343243050983,0.00118
Children (0-14) living with HIV,12.027079668434368,0.00184
Children (ages 0-14) newly infected with HIV,12.027079668434368,0.00184
"Contributing family workers, female (% of female employment)",8.806005105501717,0.00637
Country_code,12.027079668434332,0.00184
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",9.8154416611025,0.00425
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",9.805203406599139,0.00427
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",9.905223133530544,0.0041
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",9.872665659169636,0.00416
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",9.88396559992968,0.00414
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",9.846076538053282,0.0042
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",9.920891948653024,0.00408
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",9.8499321205582,0.00419
"Educational attainment, completed Bachelor's or equivalent, population 25+ years, female (%)",9.726298065821684,0.0044
"Educational attainment, completed Bachelor's or equivalent, population 25+ years, male (%)",9.706721908922045,0.00444
"Educational attainment, completed lower secondary, population 25+ years, female (%)",9.67897123814322,0.00449
"Educational attainment, completed lower secondary, population 25+ years, male (%)",9.740976862041084,0.00438
"Educational attainment, completed post-secondary, population 25+ years, female (%)",9.811513751603567,0.00426
"Educational attainment, completed post-secondary, population 25+ years, male (%)",9.816587625533318,0.00425
"Educational attainment, completed primary, population 25+ years, female (%)",9.760486025518258,0.00434
"Educational attainment, completed primary, population 25+ years, male (%)",9.771632496172021,0.00433
"Educational attainment, completed upper secondary, population 25+ years, female (%)",9.80631005206461,0.00427
"Educational attainment, completed upper secondary, population 25+ years, male (%)",9.765205843510119,0.00434
"Employment in agriculture, female (% of female employment)",36.48710045974624,0.0
"Employment in agriculture, male (% of male employment)",26.649837000809217,2e-05
"Employment in industry, female (% of female employment)",149.96070124160136,0.0
"Employment in industry, male (% of male employment)",11.718648824241065,0.00206
"Employment in services, female (% of female employment)",71.57466373192271,0.0
"Employment in services, male (% of male employment)",39.30263411717102,0.0
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",28.937912932387082,1e-05
"Employment to population ratio, 15+, male (%) (national estimate)",20.72203828253626,0.00011
Female population 00-04,18.057273205376074,0.00024
Female population 05-09,15.145384850620307,0.00062
Female population 10-14,12.09175782939019,0.0018
Female population 15-19,13.817183947120464,0.00097
Female population 20-24,17.308205972628997,0.00031
Female population 25-29,19.798691415630618,0.00014
Female population 30-34,14.380144274028947,0.0008
Female population 35-39,13.209825696863508,0.0012
Female population 40-44,13.49290917126489,0.00109
Female population 45-49,14.75804906559444,0.00071
Female population 50-54,18.204316798487486,0.00023
Female population 55-59,18.758316810580435,0.0002
Female population 60-64,26.018989199012086,3e-05
Female population 65-69,28.797009487894208,1e-05
Female population 70-74,21.526009731401967,9e-05
Female population 75-79,14.430849782323897,0.00079
Female population 80+,20.02675314455898,0.00013
GDP (current US$),36.86555544796457,0.0
GDP per capita (Current US$),99.31265879726104,0.0
GDP per person employed (constant 2011 PPP $),31.153075086373484,1e-05
"GNI per capita, Atlas method (current US$)",188.39822090977168,0.0
"GNI per capita, PPP (current international $)",555.7692654024577,0.0
"GNI, Atlas method (current US$)",43.14336643381296,0.0
"Health expenditure, total (current US$)",8.224830828553431,0.00809
"Immunization, DPT (% of children ages 12-23 months)",13.89580418906742,0.00095
"Immunization, Hib3 (% of children ages 12-23 months)",12.79607919687702,0.00139
"Immunization, Pol3 (% of one-year-old children)",26.710321866104472,2e-05
"Immunization, measles (% of children ages 12-23 months)",38.61360511960557,0.0
Incidence of HIV (% of uninfected population ages 15-49),12.027079668434345,0.00184
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",24.73580979235545,4e-05
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",16.562757598162303,0.00039
"Labor force, female",19.08646879222913,0.00018
"Labor force, total",17.953305201347018,0.00025
Male population 00-04,18.087311237550935,0.00024
Male population 05-09,14.671406793153416,0.00073
Male population 10-14,11.53421590373338,0.00221
Male population 15-19,13.904670394515472,0.00094
Male population 20-24,18.315604091279724,0.00022
Male population 25-29,20.723393343161476,0.00011
Male population 30-34,14.972874323037349,0.00066
Male population 35-39,13.075247243170576,0.00126
Male population 40-44,12.639675554807049,0.00147
Male population 45-49,14.198324001308604,0.00085
Male population 50-54,17.559622375164324,0.00028
Male population 55-59,16.720583411882277,0.00037
Male population 60-64,24.109687588809894,4e-05
Male population 65-69,28.387876600284827,1e-05
Male population 70-74,22.607446612888676,6e-05
Male population 75-79,17.12762700591415,0.00033
Male population 80+,27.972531757128905,2e-05
Mobile cellular subscriptions (per 100 people),23.587703324602387,5e-05
"Mortality rate, adult, female (per 1,000 female adults)",20.049785092010566,0.00013
"Mortality rate, adult, male (per 1,000 male adults)",20.044812127555215,0.00013
"Mortality rate, infant (per 1,000 live births)",163.33688915904617,0.0
"Mortality rate, neonatal (per 1,000 live births)",33.62625671624253,0.0
"Mortality rate, under-5 (per 1,000 live births)",163.40696453694125,0.0
"Mortality rate, under-5 (per 1,000)",163.40696453694125,0.0
Net ODA provided to the least developed countries (current US$),16.562052917987604,0.00039
"Net ODA provided, total (constant 2015 US$)",12.415137987108837,0.0016
"Net ODA provided, total (current US$)",16.733898098716473,0.00037
Number of neonatal deaths,7.824549372871192,0.00957
"Own-account workers, male (% of males employed)",23.149048016760602,6e-05
"People practicing open defecation, rural (% of rural population)",14.290577617017178,0.00083
"People practicing open defecation, urban (% of urban population)",14.290577617017178,0.00083
"People using basic sanitation services, rural (% of rural population)",14.290577617017144,0.00083
"People using basic sanitation services, urban  (% of urban population)",14.290577617017144,0.00083
People using safely managed drinking water services (% of population),13.873990769802848,0.00095
Population ages 0-14 (% of total),165.91954836342936,0.0
"Population ages 0-14, female",15.002099876703175,0.00065
"Population ages 0-14, male",14.627803354533604,0.00074
Population ages 00-14 (% of total),165.91954836342936,0.0
"Population ages 00-14, female (% of total)",209.63973253668684,0.0
"Population ages 00-14, male (% of total)",133.27638199453656,0.0
"Population ages 00-14, total",14.80838415306016,0.00069
"Population ages 05-09, female (% of female population)",47.40220620431903,0.0
"Population ages 05-09, male (% of male population)",45.20153736274837,0.0
"Population ages 10-14, female (% of female population)",783.8568218164168,0.0
"Population ages 15-19, female (% of female population)",103.61712701521276,0.0
"Population ages 15-19, male (% of male population)",47.93453703442736,0.0
"Population ages 15-64, female",16.517440923690845,0.0004
"Population ages 15-64, male",16.25986377599235,0.00043
"Population ages 15-64, total",16.387187508469125,0.00041
"Population ages 20-24, male (% of male population)",8.02842276345101,0.00878
"Population ages 25-29, female (% of female population)",55.73368123769775,0.0
"Population ages 25-29, male (% of male population)",98.67080127416313,0.0
"Population ages 35-39, female (% of female population)",20.538634638200666,0.00012
"Population ages 40-44, female (% of female population)",110.39742606099965,0.0
"Population ages 40-44, male (% of male population)",20.730939204751554,0.00011
"Population ages 45-49, female (% of female population)",16.23613537836263,0.00043
"Population ages 45-49, male (% of male population)",21.241824081646186,9e-05
"Population ages 50-54, female (% of female population)",19.78202780223585,0.00014
"Population ages 50-54, male (% of male population)",16.300173702267156,0.00042
"Population ages 55-59, female (% of female population)",45.044293648359556,0.0
"Population ages 55-59, male (% of male population)",9.355889239591589,0.0051
"Population ages 60-64, female (% of female population)",66.7865638118115,0.0
"Population ages 60-64, male (% of male population)",56.244608437838764,0.0
Population ages 65 and above (% of total),98.62528426861186,0.0
"Population ages 65 and above, female",21.484521581365403,9e-05
"Population ages 65 and above, female (% of total)",123.18870178364455,0.0
"Population ages 65 and above, male",24.456942484059507,4e-05
"Population ages 65 and above, male (% of total)",79.8530584423253,0.0
"Population ages 65 and above, total",22.828447547355573,6e-05
"Population ages 65-69, female (% of female population)",43.64122763122495,0.0
"Population ages 65-69, male (% of male population)",45.64302329907604,0.0
"Population ages 70-74, female (% of female population)",28.519239778141607,1e-05
"Population ages 70-74, male (% of male population)",31.91927894785693,1e-05
"Population ages 75-79, male (% of male population)",8.952997428022961,0.006
"Population ages 80 and older, female (% of female population)",116.60910859701052,0.0
"Population ages 80 and older, male (% of male population)",270.55792978618615,0.0
"Population ages10-14, male (% of male population)",732.8035995158255,0.0
"Population, female",16.917644051310994,0.00035
"Population, female (% of total)",15.637633371316943,0.00053
"Population, male",16.85592928363802,0.00035
"Population, male (% of total)",15.637633371005844,0.00053
"Population, total",16.886826600193565,0.00035
"Prevalence of HIV, female (% ages 15-24)",12.027079668434345,0.00184
"Prevalence of HIV, male (% ages 15-24)",12.027079668434345,0.00184
"Prevalence of HIV, total (% of population ages 15-49)",12.027079668434345,0.00184
Prevalence of anemia among children (% of children under 5),34.78293039449111,0.0
Prevalence of anemia among pregnant women (%),12.600831809690755,0.00149
"Primary education, teachers (% female)",21.031521529308385,0.0001
Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),17.980076728770783,0.00025
Ratio of female to male youth unemployment rate (%) (national estimate),17.53176602526476,0.00029
Rural population,13.362251920694252,0.00114
Rural population (% of total population),30.93991473154877,1e-05
"Secondary education, teachers (% female)",20.99794748930562,0.0001
Sex ratio at birth (male births per female births),8.170635976414292,0.00828
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),9.276753058536535,0.00526
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),9.276753058536535,0.00526
"Tertiary education, academic staff (% female)",17.273685032843602,0.00031
"Time required to start a business, female (days)",19.6450589276448,0.00015
"Time required to start a business, male (days)",19.6450589276448,0.00015
Total bilateral sector allocable ODA commitments (current US$),14.195621152026412,0.00085
"Unemployment, female (% of female labor force)",7.921479309656672,0.00919
"Unemployment, female (% of female labor force) (modeled ILO estimate)",7.921479309656672,0.00919
"Unemployment, female (% of female labor force) (national estimate)",7.8063446408336645,0.00965
"Unemployment, male (% of male labor force)",11.364013340362215,0.00235
"Unemployment, male (% of male labor force) (modeled ILO estimate)",11.364013340362215,0.00235
"Unemployment, male (% of male labor force) (national estimate)",11.308713337421453,0.0024
"Unemployment, total (% of total labor force)",10.55323123867846,0.00319
Urban population,17.33814737642807,0.0003
Urban population (% of total),30.93991473150927,1e-05
"Vulnerable employment, female (% of female employment)",7.742090212251847,0.00991
"Vulnerable employment, male (% of male employment)",59.64059415113052,0.0
"Vulnerable employment, total (% of total employment)",50.66933855160973,0.0
"Wage and salaried workers, male (% of male employment)",9.148334146897417,0.00554
Women's share of population ages 15+ living with HIV (%),12.058109775901736,0.00182
Years,50.67426946481151,0.0
