ID,TARGET
1152913730,0
643988132,0
1154247978,0
85851097,0
8409980064,0
531259717,0
3399770560,0
1425155288,2
1148746949,0
525037080,0
1049747818,0
310675967,0
392545620,0
467639916,0
733136440,1
131420874,1
754082543,0
639719263,0
4421297115,1
416873177,0
1148748852,0
1052031836,0
1143800049,2
1144341673,0
392237892,1
6426833877,0
432285798,1
142048643,2
360508091,0
1402453045,1
5421677884,0
368103192,0
1018449388,0
1393438044,0
1394552130,0
3151490397,0
812002407,0
7386501515,0
1149556548,2
632081873,1
1428895873,0
1024286274,0
810251057,1
1393939895,0
114009831,0
823837596,0
5107680572,1
644408076,0
812324826,0
583017544,0
520664674,0
826971750,0
1444817560,1
1127975868,0
78535039,1
452701463,1
59829226,0
428049288,0
1045634170,1
1066154523,0
1153789659,0
599445570,0
1125701007,0
65841948,0
1154373963,0
642731092,0
464503349,0
1152445031,0
643135039,0
1135482085,0
1010047250,0
1298557284,0
7164727352,0
812931479,0
1152306360,1
1152432147,0
613275410,0
87646002,0
416853469,0
733201456,1
1153982780,0
86536380,0
3114568200,0
59960630,0
1431569004,1
735675486,0
617228884,1
1152302695,0
524712457,0
1052727923,0
10151498094,0
454030269,0
1150934992,0
462300996,0
614458677,0
5107923384,1
1423482872,0
816634832,0
568584928,0
48428599,0
646118207,0
133368748,1
345325320,0
3401940786,1
1143801223,0
512072675,0
116982164,0
1033201162,0
335802267,1
89390591,1
374620050,1
749928728,1
10122194976,0
462336527,0
1153383054,0
469152582,0
632750516,1
1152630947,1
1153049313,1
565081283,0
511490897,0
1386221238,1
633659339,1
419975388,0
1153785791,0
1137195261,0
1146448698,1
1154378283,0
634313496,0
5121939469,0
437071705,0
1394205942,1
5122104723,0
345272995,0
4103062282,0
8220379412,0
84318503,0
85475621,0
479779349,1
332740821,0
1125294984,1
58934064,0
828282006,0
1153832386,0
1435516888,0
1152378700,1
157960541,0
630969042,0
635624096,1
1146469042,1
628405249,0
1140169527,0
1154083241,0
1152291594,0
5124369905,1
3383352218,1
4401066401,0
87655086,0
1143796400,0
811145604,1
736540101,0
634537837,0
454025167,0
105590286,0
1153171802,1
569540267,0
467688737,0
1150705099,0
3412497542,0
1153785196,0
1036560214,0
1129844522,2
5399239336,1
565957159,1
755523232,1
435719460,0
1152763403,0
8220055358,0
1014613047,1
526790796,0
89400034,0
4406206856,0
449750516,1
414558566,0
1128753866,1
85049453,0
392332156,0
431144086,0
644468530,0
617232651,0
1153917988,0
86652088,0
3151545619,0
335474145,0
6434999235,0
810550350,0
1154039340,2
5104711143,0
1012169446,0
85055041,2
45689307,0
467764628,0
1143695697,1
1028755843,1
632999290,0
738420834,0
756417579,0
510417299,0
1017911781,0
827623660,1
732460150,0
85874847,1
642191719,0
8392056670,0
156131523,1
3114660089,0
752414382,0
1053185945,0
4105910813,1
8403352877,0
6432630109,2
1145772763,1
1153406965,0
3110536120,0
826218893,0
5104657653,2
515514716,1
1152469393,0
1153693430,1
1038383294,0
633386896,0
7297199282,0
88180237,1
137307137,0
1141036656,0
87642464,0
1142793610,0
1147553077,0
412360733,0
3151486218,0
58920504,0
831634606,0
1145283547,1
811708159,0
395504651,0
10393277452,0
516114947,0
10417875122,0
756195139,1
731957246,1
736717869,0
5409000032,0
646128433,2
814513019,0
628390440,0
1053308780,0
1149073387,0
632836055,0
821511999,2
824779606,1
171639237,0
827771019,0
614034260,2
1152417135,2
632088600,1
630973689,0
3101090198,0
566357272,0
465678360,0
438862094,0
58078883,0
758737100,0
1051874071,0
568382469,0
637531911,0
1144479895,0
1030414931,0
732818926,2
1400116510,0
1149804171,0
85869306,0
758341640,0
565373847,0
1034202980,0
467903899,0
7414931351,1
1046331291,0
1152590680,0
573316284,0
810565387,0
1151348613,0
813049560,1
3107191528,0
109252105,0
432413717,0
449375613,0
4401914060,0
1143055902,0
7433547559,2
475705816,0
450771074,0
817279796,0
412099817,0
332176297,0
1154297244,0
582758578,0
1149677573,0
3381708415,0
1141620852,0
8435496220,1
432865416,0
1144462626,0
514401508,0
3413823962,1
76942226,0
715134986,0
747535734,0
3393036966,0
1403336025,1
1154234395,0
121195200,1
1137959639,1
376279421,0
759003561,1
748605095,0
619800739,0
1401145115,0
758329177,0
1147560663,1
84435666,0
6154494460,0
580720640,0
643912791,0
434903472,0
1024525651,2
1026668077,0
7299252588,1
1434615396,0
376250413,0
74393329,0
4103034361,1
1403716698,0
1136248593,0
434413445,0
1396211470,0
447369923,0
744651483,0
635876264,0
517914179,0
1150092603,0
4421969031,0
87140860,0
334862134,0
1032459198,0
3389675868,0
483407281,0
760349799,0
6407408133,0
1153414646,0
755206245,2
17936254,0
1298647632,1
618810750,1
731737537,0
464718346,0
3427206173,0
1401107497,0
522831669,1
1148933824,0
432019748,0
128380764,1
1047271185,2
735123198,0
825916113,0
629428241,0
1074692425,1
84268533,0
632318288,0
437584275,1
346187705,0
57151384,2
65224515,0
75365259,2
576481569,0
107864516,0
1419132154,2
497250004,2
627374240,2
581098995,2
1152281093,0
512882618,2
360562810,0
1078838531,0
1146958576,1
1152719640,1
4300031311,0
345474683,0
85255083,1
753846235,1
1153241245,0
3422037306,0
3151371636,0
1152308341,0
1153508222,1
1097343134,2
815735628,0
830149992,1
363791911,0
831378487,1
8414567001,0
1148928789,1
1034438704,0
1153100103,0
470249099,0
1132087668,1
3112066210,1
5412467444,0
732545657,1
714757339,1
1046060535,1
813695352,0
470097653,1
1152870471,0
75604408,2
86581636,0
438108363,1
6432051572,1
631984355,0
643899805,1
84320184,0
377914548,0
1031885031,0
89244159,0
361457912,0
1013941311,1
1154393813,0
570830165,0
633657325,0
117720327,1
336872740,0
819286448,0
474337063,1
1013452640,0
84736272,0
1152773110,0
7403807813,0
1150203864,0
3151542620,0
433108403,0
110662611,2
1154337846,0
1407643833,0
1148151383,1
1138495806,0
1154406019,0
336328950,0
732368766,0
6439876058,0
1137791028,1
1390570583,1
824568589,0
47624244,0
1152855416,1
5120133862,0
831316908,0
1044931938,2
1154357741,1
1153188321,0
338150559,0
1142614197,1
10152025540,0
749174866,1
1143266255,0
6297432414,0
515787093,0
830704765,0
4406209123,0
646514708,0
345336854,0
449521392,0
1041189126,1
1026051217,0
8344801716,0
1139739675,0
56361759,0
361051502,0
596287402,0
1425994550,0
635552100,0
813827913,0
460895449,2
86832673,1
3151381622,0
85466209,0
66083885,1
442056523,0
5122993150,0
1063980132,0
382212658,2
712775592,1
569899166,2
434824018,0
8299384855,0
104441025,0
741378882,0
5105605459,0
632841370,1
462317315,0
564436256,0
813946906,0
6417392189,0
1153485647,0
641444207,0
8409988088,0
754999754,0
1011039924,0
635034756,0
1035059016,1
68871680,1
3406690095,1
449249079,1
109634837,1
364932858,0
4407555062,0
8441152239,0
1146513125,2
566158706,0
1152753895,1
638358429,0
321953656,0
1052791282,0
646917656,1
1154052202,0
1047800613,0
439203476,0
4300218835,1
481456549,0
452109643,0
346169569,0
5105405695,0
86109010,0
1133783121,1
418991804,1
77185116,0
734935653,0
366797269,0
1146311271,0
1010041528,0
1149894831,1
633306765,1
1150906998,0
432543246,0
4154636350,1
580243222,0
570725193,0
1138653608,0
86656386,0
5119436707,1
47380850,0
332388104,0
1410904700,0
6165062352,0
113721404,1
595733834,0
1153243102,0
1137572127,0
88102513,0
1052060068,0
732142662,0
1153124569,0
5110902113,1
567541606,2
59488845,0
374603528,0
1391752409,1
1392177316,0
1152480878,0
8299227452,0
1152392969,0
1027125925,0
1148978403,0
59302956,0
1011613440,0
5122849604,0
1152383727,0
157832336,1
624164549,0
127341283,0
638606243,0
86160443,0
74634304,1
822215023,0
719178249,0
1021216453,0
86095563,0
739332257,0
746023067,0
1152716822,0
1153352421,0
826546753,0
3151411518,0
75794692,0
450265906,0
1153485516,0
750465113,1
1154209401,1
15668153,0
1035445732,1
1136220644,2
3107250066,0
621454054,0
522078249,1
1153973812,0
7418509103,0
332073793,0
1023814214,0
491271083,0
1130738375,0
7425355864,0
452504597,1
578990528,1
7399538109,0
6165240590,1
109812608,0
567218858,1
610357911,0
88450812,1
1150693092,0
438285836,0
3423014126,0
66571561,1
632474344,0
346055715,0
1016189476,0
641034244,0
3151981276,0
8440833182,0
753735123,1
3151561973,0
1146336140,0
4388639256,1
1032220876,0
345150126,1
1147707489,0
813299201,0
580410156,0
78267657,0
3151388040,0
3213726052,2
1152430847,0
631752594,0
1153856727,0
5119015854,0
335196261,0
1149282982,0
3110342456,0
1411907223,0
1148914698,0
1385835968,0
563084170,0
77692158,1
1152309527,0
58212168,0
1154270803,0
3151549254,0
5113589959,0
1154316947,0
643876839,0
3151412543,0
731971678,0
85436854,0
56544932,1
528511506,1
3103831699,0
636321820,0
1038771338,0
413002402,0
1152765067,0
647435050,0
1154227922,0
1146800889,0
1152811062,0
564346256,0
569524779,0
751460891,1
1153779289,1
433751042,0
635449978,1
6434048880,1
1029273098,0
5123894011,0
1152704788,0
5113688491,0
563043216,0
632920593,1
593692628,0
734518517,0
1142712345,0
645927308,0
513609718,2
632097779,0
1046170552,1
411735614,1
1149725515,0
1135880107,0
751523461,0
1144049366,0
1153371083,2
371821795,0
614446871,0
425939641,0
821114572,1
512638468,0
58070741,2
7432195007,0
1152321896,1
1403987641,1
820188724,0
112342628,0
739333486,0
7383590505,0
631905610,0
327351455,0
6297155128,0
1152861256,0
1151179652,0
1153884210,0
8387880608,2
109477544,0
460930874,0
1053028200,2
1145789369,0
822923429,0
732814180,0
740041919,0
488611447,0
3412503755,1
1053116057,0
109862520,1
89654505,0
428593310,0
1152711750,0
1378289602,1
471464324,0
1149273239,0
569783643,0
379930049,1
1153868336,1
371892614,0
6414175256,0
449126178,0
377947887,0
10151374070,1
5116823867,2
6401465105,0
1060521026,1
6386693413,0
3151544247,0
450389558,0
1152611574,1
10152193277,0
716019719,0
5119606536,0
452511271,0
737705901,1
432354058,2
739790904,1
5405201680,0
829147986,2
1149167015,0
453151697,0
1010817850,0
1154161944,0
421058825,0
365790419,2
1022603502,0
87505841,0
414570666,1
816366698,0
1148647874,0
1032428035,1
422679692,0
590366842,0
124853426,0
754906922,0
626312957,0
1390775768,2
1146530776,0
1132460789,0
566348267,0
5105078435,0
438639220,0
5107765316,0
1148336950,0
89561191,0
443660189,0
10385910818,0
744664785,0
633312443,0
641197949,0
1148681570,1
647968254,0
1129745797,0
1153813289,0
494752461,0
731973097,1
6429520038,0
1164673318,0
3383076520,0
1151072464,0
3151971206,1
4426119819,0
5411947645,0
566309226,1
561627631,0
1067669241,1
8394454711,0
760395765,1
633142754,0
823816990,1
68609631,0
376120505,0
820554603,0
636229605,1
84929390,0
5422653775,0
1125485029,0
374689281,0
440812307,0
619354892,1
448167392,0
1153901020,1
575095301,0
1146529984,0
632404499,0
56669610,1
1135078722,0
443501195,0
455881287,0
638385703,0
1154292654,0
330429212,0
647461822,0
6297748861,0
1150387335,1
166764191,0
337716179,1
59836626,0
1034352509,0
1034483931,0
5113714335,0
84685281,0
346041080,0
5124056581,1
749659513,1
1163760629,1
1031929094,0
518604935,0
68613133,1
75596099,0
457445533,0
1153762232,0
440172312,0
1153954653,0
1146264528,0
1145353000,1
1096517701,0
632765933,1
713917351,0
76204545,0
65230046,1
332740966,0
10413569343,1
1135703830,0
1147324676,0
84445753,1
89470227,0
3151471078,0
618312830,0
319121731,0
445818659,0
5120147635,0
1053527007,2
1034769849,0
87093368,1
1152873014,0
3151518545,0
459187304,0
632827826,0
632322285,0
632314578,0
751595109,0
1153137198,1
44541301,0
526467531,0
1152988148,0
1035126899,0
1153460827,0
1010931718,0
108397214,1
513342205,1
3151917941,0
1146903043,0
1153619086,0
381931733,1
1154408662,0
7440473721,1
757492483,1
6406662323,0
831606229,0
105939158,1
633725414,0
86813694,0
436525736,0
85870197,0
1152932932,0
1134403613,1
1013527404,1
335254932,0
461195694,0
48412758,0
514654922,0
469184921,0
87652538,0
10401930628,0
10379435652,0
742085732,0
466551892,1
335306367,0
520979132,0
631754149,0
1153998269,1
1137465481,0
384304047,0
631899545,0
750638101,0
570707270,1
1149909339,0
758150982,0
1146686258,0
442356203,0
1033695448,0
332456285,0
1387612674,1
1148535064,0
66802431,0
336150045,0
590388984,0
3151817610,1
830735763,0
527498036,0
3151552877,0
637250177,0
346178462,0
1153870411,0
1154364372,0
1023417051,0
1154396244,1
85933382,0
1143592816,0
1068578791,1
10121581020,0
1152294290,1
1128951660,1
1396552552,1
757178000,0
570840960,1
126623778,0
1037931415,2
627359431,0
3151564150,0
381959903,0
831016998,1
820820908,0
1036185964,1
153106435,0
734848079,2
371737718,0
826036843,0
491837996,0
1068593401,0
336547063,0
450378792,0
731964272,0
440292151,0
3404412232,0
1037219849,0
641966844,1
44788609,0
6433310092,1
520648204,0
1149330577,1
497325548,0
69704375,0
632400189,1
617224749,0
337060260,0
1146545765,1
3405179062,1
1409847050,0
564956363,0
59301305,1
634873651,0
617218522,0
580590572,2
1150323323,0
10393788931,2
10413567344,0
413382407,0
5436628562,0
7220095746,0
563944435,0
1154158778,0
125566532,0
1137918730,1
7408360755,0
753014104,2
1136251441,0
749973911,0
75378261,0
1399420282,1
750588055,0
3151432473,0
1014042637,0
811142149,0
6433461881,1
567176032,1
1153508597,0
46620929,0
345147660,1
625247481,1
646284230,0
1039284420,2
735010653,0
1048337482,2
423801060,0
578571921,1
5111306371,0
360031901,0
751897707,0
77748889,0
74412739,1
639416759,1
4403274099,0
345617082,0
371696798,0
759012371,1
1150100564,0
8442300101,0
8407509868,0
346172620,0
1409189022,0
338147345,0
84921005,1
344996737,0
137866612,1
364857914,0
1065995122,0
361030878,0
451486483,0
1131549405,0
641734702,0
736283766,0
4388410822,1
640441316,0
3409033162,0
727205673,2
1153875811,1
1034124584,1
3109872098,0
3166040037,2
749933621,2
143944509,0
1152372943,0
569913033,0
829475352,0
735755058,1
1019666441,0
3406982140,1
717038767,1
86357267,0
465577993,0
3392104112,0
1141258673,0
87020699,1
3426712123,0
829119169,0
122289822,1
8415060302,1
813790191,1
759040529,0
1152377302,0
637425712,1
361462580,1
1126094928,0
436421474,0
1135307730,0
4382677939,1
1154221885,1
1415168837,0
8433484602,0
632465920,0
78227935,1
1147599181,0
1417576185,1
1147988176,0
4300207224,0
451235160,0
10151518966,0
1153645337,2
332387945,0
633528575,0
1152927015,0
1152705811,0
6397597095,0
460941513,0
643844058,0
4395138863,0
1137585317,0
647685710,0
344940685,0
1070528467,0
1152972786,0
632398996,0
4394196029,0
1036234070,0
10405171075,0
623065023,0
1010308364,0
7435861636,0
10212940947,0
714306283,1
637027180,0
87521530,1
1018122261,1
4403517549,1
1012006991,0
620862812,0
723430859,0
1153706248,0
1141097716,0
6394767997,0
1150481945,1
488353035,0
760139453,0
424348419,0
65650112,0
646289940,0
361493269,0
818511186,0
1148243729,0
1020684630,0
323038699,0
460926425,0
514685466,0
1153949599,1
1152583862,0
611405885,0
829361804,1
830132375,0
1153810688,0
126625587,0
87926457,0
562150366,0
75613594,0
84583036,0
377913400,1
1427364485,2
1376797958,0
362652626,0
442921065,0
1149949735,0
529594996,0
10297112597,0
3151980839,0
1153810641,1
830124783,0
334116687,0
564121631,0
481322208,0
517197948,0
89634450,0
86356388,0
361115184,0
728249812,0
1036856077,0
435499123,0
3395562925,0
5398009895,0
479360253,0
1399409337,0
734608032,0
7379181012,1
1134418881,0
10116581307,1
56198367,1
430638185,0
1034726379,0
738760808,0
738324581,0
755371695,1
749705106,0
360614217,0
1144051227,1
1030611778,0
810714350,0
1045150340,0
1039031417,0
730772514,1
124139429,0
3107099021,2
124862473,1
518951994,0
89931822,0
639406822,0
645432118,0
631438378,0
89713731,0
735831933,0
517918036,0
735674744,0
615674078,1
1070593495,0
374668879,0
469245846,0
1154027039,0
436166971,0
120838955,0
6427493349,0
496877442,0
75121741,0
566121819,0
1152456367,1
3433233682,2
126624506,2
1152798102,0
565918415,1
1072935813,1
570881789,2
87317189,0
1142456795,0
332139676,0
759117211,2
648381498,0
1153780460,0
753021551,1
68084440,0
1021246931,0
760700703,2
717586019,0
1152535554,1
16610792,0
530911803,2
585583635,0
1396239608,0
6414791546,0
432602264,1
1146443731,0
1150791941,0
1146264747,1
132624381,0
456239956,0
5426318463,2
475556219,0
1152697427,0
521439846,0
5118271865,0
1013988633,0
638895621,0
752794912,0
4100242024,1
379942235,2
511078736,0
1148730603,2
1391649907,0
530261604,1
325582025,0
86833872,0
19200555,0
510421503,0
1152826823,0
644281795,0
1049229695,0
811422107,0
10412875881,0
1125366575,0
1153805116,0
159067932,0
371698448,0
633458783,0
10123361181,0
610366286,1
88306197,0
4164102007,0
753392369,1
755283784,0
615668666,0
572302070,0
713160692,0
736368146,1
735118452,0
1020147119,1
58729874,0
439083459,0
1013420157,0
5440882702,2
730777753,1
510776356,0
378174519,0
486370172,0
636034248,0
827313653,0
1147092401,0
1143039232,0
755849170,0
3104477465,0
1027999840,0
1147697271,1
824125777,1
154871504,0
1147964283,0
632995903,0
436428321,2
640694374,0
511108262,1
727727346,1
5111146471,0
611989689,1
3422794860,0
58078987,0
450370079,0
1013329763,0
5117543207,0
105064335,0
3109871133,2
123743013,0
433957690,0
337255340,0
1153023592,1
66807405,0
68341163,1
645950098,1
85303780,0
86304402,0
826001892,0
120442785,0
7397684634,0
331795751,0
1011406485,0
448477092,0
735122568,0
629417586,1
647449887,0
1153881265,0
8414900892,0
344935805,0
469198162,0
1152680284,0
580651430,0
587475986,2
813307069,1
3151425060,0
376350215,1
1402712398,0
626319963,0
632313543,1
1154376749,0
632168666,0
1153965187,0
449921351,1
739212735,1
1429493823,0
1050021642,0
443365999,0
1141259525,1
116277338,0
444640686,1
3401695390,0
630976373,0
632766467,0
1045619601,0
333123255,0
619805211,0
522794970,0
123746900,2
88028901,1
1055638716,1
633583075,0
5121058072,2
831225814,0
435895467,1
815082291,0
334216853,1
1151181803,1
333068350,0
1152397221,0
1148959010,0
3392422563,1
635379956,2
1153487843,0
451603164,0
46880337,0
5434319415,0
58195717,0
1153978557,0
1145179262,0
1149471145,0
617749970,0
1148011017,0
5424150983,0
436265103,1
566375745,1
364910748,2
749771889,1
1021398958,0
1012933937,0
636139545,1
481855759,2
1154374003,0
59281412,1
570711610,0
415816926,1
1145919971,0
491795538,1
64970686,0
5113328830,0
459539589,1
712200613,0
527190718,0
1152471208,0
87771622,0
89884735,0
477455706,1
5122842568,0
1142379063,2
485984262,0
583056110,0
481479090,0
15535503,0
332800259,1
630983441,0
1153458049,0
1051827078,0
5121948831,0
371707230,0
718126041,1
564361678,0
749656423,0
1394549902,0
86525250,0
6433405936,0
818512143,1
8431743259,0
123746280,0
335109516,0
85060701,0
49785209,0
432030289,0
108046491,0
6418943822,1
423252063,0
825688237,0
368104120,0
567029088,0
1154438278,0
566187597,0
444946448,0
460907252,2
116978220,0
1151068763,1
1152776765,0
1044510447,0
5435474611,2
330429851,0
59278984,1
758475233,2
1298263044,0
829100979,0
1149153594,1
1029774311,2
754544530,0
1154055669,0
1434390420,0
573648482,0
713883134,0
523595574,0
598957464,0
1438250428,0
732155718,0
751161303,1
423797534,0
10297169061,0
567376897,1
392833549,0
3151471549,0
3402105344,1
450684269,1
334208694,1
636583001,0
10413994179,0
486445076,0
1050825682,0
755594682,1
323764779,0
7408546419,0
87600101,0
7430721791,1
528865244,0
89177040,0
7411791676,0
647769027,0
641470973,0
324498848,0
625242649,1
1051692012,0
466677862,0
585631204,0
1153185567,0
816343179,0
10152137944,0
86778919,0
758593157,0
1428680024,0
1148619694,0
823896901,0
1058252484,1
3101361363,0
632396856,0
344801113,0
1152328488,0
4407766662,0
5108422125,1
75352580,1
364935742,1
826341991,0
4431413710,1
69701035,0
759336030,1
8388784377,0
1147973931,0
1049068645,0
107505517,0
14286203,0
1426455737,0
1012246922,0
830339608,0
1013230270,0
733713587,0
442067797,1
1152844118,0
437569712,1
335969561,1
7417698263,0
1135843935,0
34601456,0
1136315067,1
1048792072,0
633385327,0
1150006179,1
725593702,0
828957561,2
378133977,1
1164759258,0
1429795727,1
831241904,1
751432408,1
3151485081,1
733205691,0
8213033764,0
1021587512,0
627913836,0
84987702,0
610619652,1
1388749759,1
635039517,0
529933067,1
89462611,0
5412469178,0
751473898,0
747926316,0
637737840,0
827448298,0
1152459052,1
433041272,0
569912559,0
756803797,0
712451074,0
1126448668,0
429073053,0
1437362450,1
632666190,0
1386796128,1
1152401876,0
1149324687,0
436781516,0
1153144540,1
1153790287,0
5385862836,0
1140166732,0
758261759,0
376149556,0
360543028,0
8422113749,2
642575957,1
1145796143,0
445830161,0
437085402,0
1099136981,2
120842028,1
1152329930,0
1153857769,0
10389625548,1
824047741,1
431815053,0
368137103,1
529884398,0
627923347,0
821291900,0
632092964,0
323389967,0
84690506,0
1150136692,0
5377136392,1
723410076,0
1154231455,0
1438836901,0
57552298,1
449841684,0
320856315,0
78017744,0
1060012426,0
1139974976,1
722308597,1
104846902,2
85921332,1
8418985622,0
1419943050,0
422181379,1
7297456282,0
84741533,1
10297733600,0
1151324138,1
1154290831,0
1398072944,0
1136764944,2
754448776,0
1046015470,2
724027033,0
67291114,0
1152394568,0
1146864506,1
10105391427,0
567423240,1
567514309,0
1152683346,0
338147968,0
1035445293,1
10397031669,0
1066133004,0
750539253,0
1136990375,0
374701734,1
1146085323,1
121557153,0
361121293,1
3112829039,1
1128419447,1
562001026,0
3422053688,2
86523168,0
7414395992,0
470266057,2
570747709,0
811695681,0
632926624,0
631986243,0
3151485418,0
611405220,0
1142130278,0
3151449643,2
613267630,1
813229704,0
4411761744,0
334116078,0
1152528244,0
1145934325,2
1152493504,0
360560832,0
7387429359,0
336332505,2
737304554,0
3104225960,0
1015267590,0
1154112969,0
109475056,0
750046562,0
1153067685,0
815586752,0
461361737,1
572527458,0
1139733414,1
733768161,0
1152419873,0
1035011890,0
1154333362,0
734516773,0
1148102703,0
10405618233,0
722311085,0
452643380,0
470125816,0
643441325,2
434744305,0
1153982534,0
1046904207,2
5123424667,0
519610866,1
512298204,0
432771186,0
115936197,0
1024381880,0
345708664,0
48668655,0
638345025,0
514131873,1
77692186,0
754534775,0
477507132,0
640186155,0
114833052,0
1049085785,2
58735528,0
729275449,0
67058808,0
1152529098,1
120847667,0
8433288612,0
464571861,1
813829696,0
1011134221,1
6421324882,2
87077308,0
1153243551,0
1131943697,0
10151382734,0
365745976,0
451970691,1
810260500,2
379990067,0
526825098,1
437804209,2
1394609834,0
3376927314,1
753458430,2
642969014,0
722914879,1
737505621,0
362663449,0
469181733,1
14943052,1
89944893,0
1152349031,0
811557893,1
575297094,0
742233677,0
620864251,0
1429419070,0
458321194,0
1153804465,1
1399427366,0
373043683,0
132491025,0
84730702,0
449379144,0
519346187,0
5120628861,0
642136893,0
637978068,0
55493896,1
1402620093,2
612906625,0
1057066104,0
5299954898,2
1147836849,0
646692034,0
432519532,0
444357074,0
86518683,0
580185635,0
1146756379,0
5118397419,1
86640606,1
121182259,0
3107491548,0
86303467,0
1153091706,0
1046196737,0
6378524833,1
6296752377,0
1150502993,0
8392704155,0
6424682496,0
565165795,0
578382834,0
729305253,2
1300278475,2
463596407,0
1153997486,0
451499881,1
76737022,0
1151209688,1
627908528,0
433628714,0
346045361,0
569916317,1
810086582,0
4154619718,1
1154219242,0
7296924875,2
115330690,0
564408698,2
432870515,0
3101630833,0
1427394983,0
89394766,1
575184258,0
1431886707,0
363852905,0
7387267421,0
1415126160,0
1154029044,1
819088116,1
810315675,0
1153769091,0
754400281,0
821485185,0
756041289,0
1153846728,0
1142948439,0
830028055,0
1148188431,1
582407673,0
813054900,1
1152367755,1
7382169315,0
4102868232,0
1145987953,0
639363889,0
596331938,0
813216742,0
828362037,0
1154400631,1
810389103,0
637338675,0
564129399,0
565934343,0
1053790320,0
457081276,0
1147456002,1
1144290652,1
374750909,0
1131963444,0
1130257324,1
